sl,Year,Artist,Album,Song,text
1,1996,Eminem,Infinite,Infinite,"Aw, yeah It's like this, like this"
2,1996,Eminem,Infinite,Infinite,"it's Eminem baby, back up in that motherfucking ass"
3,1996,Eminem,Infinite,Infinite,"Till forever, till forever"
4,1996,Eminem,Infinite,Infinite,"One time for your motherfucking mind, we represent the 313"
5,1996,Eminem,Infinite,Infinite,You know what I'm saying?
6,1996,Eminem,Infinite,Infinite,yo they don't know shit about this
7,1996,Eminem,Infinite,Infinite,For the '96
8,1996,Eminem,Infinite,Infinite,"Ayo, my pen and paper cause a chain reaction"
9,1996,Eminem,Infinite,Infinite,"To get your brain relaxing, the zany-acting maniac in action"
10,1996,Eminem,Infinite,Infinite,"A brainiac in fact son, you mainly lack attraction"
11,1996,Eminem,Infinite,Infinite,You look insanely wack when just a fraction of my tracks run
12,1996,Eminem,Infinite,Infinite,My rhyming skills got you climbing hills
13,1996,Eminem,Infinite,Infinite,I travel through your mind into your spine like siren drills
14,1996,Eminem,Infinite,Infinite,"I'm sliming grills of roaches, with spray that disinfects"
15,1996,Eminem,Infinite,Infinite,and twist the necks of rappers 'til their spinal column disconnects
16,1996,Eminem,Infinite,Infinite,"Put this in decks and check the monologue, turn your system up"
17,1996,Eminem,Infinite,Infinite,"Twist them up, and indulge in the marijuana smoke"
18,1996,Eminem,Infinite,Infinite,This is the season for noise pollution contamination
19,1996,Eminem,Infinite,Infinite,Examination of more car tunes than animation
20,1996,Eminem,Infinite,Infinite,My lamination of narration
21,1996,Eminem,Infinite,Infinite,Hits a snare and bass in a track for duck rapper interrogation
22,1996,Eminem,Infinite,Infinite,"When I declare invasion, there ain't no time to be staring gazing"
23,1996,Eminem,Infinite,Infinite,I turn the stage into a barren wasteland...
24,1996,Eminem,Infinite,Infinite,I'm infinite
25,1996,Eminem,Infinite,Infinite,You heard of hell well I was sent from it
26,1996,Eminem,Infinite,Infinite,I went to it serving a sentence for murderin' instruments
27,1996,Eminem,Infinite,Infinite,Now I'm trying to repent from it
28,1996,Eminem,Infinite,Infinite,But when I hear the beat I'm tempted to make another attempt at it...
29,1996,Eminem,Infinite,Infinite,I'm infinite
30,1996,Eminem,Infinite,Infinite,"Bust it, I let the beat commence so I can beat the sense in your elite defense"
31,1996,Eminem,Infinite,Infinite,"I got some meat to mince, a crew to stomp and then two feet to rinse"
32,1996,Eminem,Infinite,Infinite,"I greet the gents and ladies, I spoil loyal fans"
33,1996,Eminem,Infinite,Infinite,I foil plans and leave fluids leaking like oil pans
34,1996,Eminem,Infinite,Infinite,My coiled hands around this microphone are lethal
35,1996,Eminem,Infinite,Infinite,One thought in my cerebral is deeper than a Jeep full of people
36,1996,Eminem,Infinite,Infinite,"MCs are feeble, I came to 'cause some pandemonium"
37,1996,Eminem,Infinite,Infinite,Battle a band of phony MCs and stand the lonely one
38,1996,Eminem,Infinite,Infinite,"Imitator, intimidator, stimulator, simulator of data, eliminator"
39,1996,Eminem,Infinite,Infinite,There's never been a greater since the burial of Jesus
40,1996,Eminem,Infinite,Infinite,Fuck around and catch all the venereal diseases
41,1996,Eminem,Infinite,Infinite,My thesis will smash a stereo to pieces
42,1996,Eminem,Infinite,Infinite,My a cappella releases classic masterpieces through telekinesis
43,1996,Eminem,Infinite,Infinite,"That eases you mentally, gently, sentimentally, instrumentally"
44,1996,Eminem,Infinite,Infinite,"With entity, dementedly meant to be infinite"
45,1996,Eminem,Infinite,Infinite,You heard of hell well I was sent from it
46,1996,Eminem,Infinite,Infinite,I went to it serving a sentence for murderin' instruments
47,1996,Eminem,Infinite,Infinite,Now I'm trying to repent from it
48,1996,Eminem,Infinite,Infinite,But when I hear the beat I'm tempted to make another attempt at it...
49,1996,Eminem,Infinite,Infinite,I'm infinite
50,1996,Eminem,Infinite,Infinite,Man I got evidence I'm never dense and I been clever ever since
51,1996,Eminem,Infinite,Infinite,My residence was hesitant to do some shit that represents the M-O
52,1996,Eminem,Infinite,Infinite,So I'm assuming all responsibility
53,1996,Eminem,Infinite,Infinite,'Cause there's a monster will in me that always wants to kill MCs
54,1996,Eminem,Infinite,Infinite,"Mic nestler, slamming like a wrestler"
55,1996,Eminem,Infinite,Infinite,Here to make a mess of a lyric smuggling embezzler
56,1996,Eminem,Infinite,Infinite,"No one is specialer, my skill is intergalactical"
57,1996,Eminem,Infinite,Infinite,I get cynical act a fool then I send a crew back to school
58,1996,Eminem,Infinite,Infinite,"I never packed a tool or acted cool, it wasn't practical"
59,1996,Eminem,Infinite,Infinite,"I'd rather let a tactical, tactful track tickle your fancy"
60,1996,Eminem,Infinite,Infinite,"In fact I can't see, or can't imagine"
61,1996,Eminem,Infinite,Infinite,A man who ain't a lover of beats or a fan of scratching
62,1996,Eminem,Infinite,Infinite,"So this is for my family, the kid who had a cameo on my last jam"
63,1996,Eminem,Infinite,Infinite,Plus the man who never had a plan B
64,1996,Eminem,Infinite,Infinite,"Be all you can be, 'cause once you make an instant hit"
65,1996,Eminem,Infinite,Infinite,I'm tensed a bit and tempted when I see the sins my friends commit...
66,1996,Eminem,Infinite,Infinite,I'm infinite
67,1996,Eminem,Infinite,Infinite,You heard of hell well I was sent from it
68,1996,Eminem,Infinite,Infinite,I went to it serving a sentence for murderin' instruments
69,1996,Eminem,Infinite,Infinite,Now I'm trying to repent from it
70,1996,Eminem,Infinite,Infinite,But when I hear the beat I'm tempted to make another attempt at it...
71,1996,Eminem,Infinite,Infinite,I'm infinite
72,1996,Eminem,Infinite,Infinite,You heard of hell well I was sent from it
73,1996,Eminem,Infinite,Infinite,I went to it serving a sentence for murderin' instruments
74,1996,Eminem,Infinite,Infinite,Now I'm trying to repent from it
75,1996,Eminem,Infinite,Infinite,But when I hear the beat I'm tempted to make another attempt at it...
76,1996,Eminem,Infinite,Infinite,I'm infinite
77,1996,Eminem,Infinite,Infinite,"95, '96 '96"
78,1996,Eminem,Infinite,Infinite,And on and on and on and on and on
79,1996,Eminem,Infinite,It's Ok,feat. Eye-Kyu
80,1996,Eminem,Infinite,It's Ok,"[Eye-Kyu:] Check it out,"
81,1996,Eminem,Infinite,It's Ok,[Eminem:] Hey Kyu!
82,1996,Eminem,Infinite,It's Ok,[Eye-Kyu:]
83,1996,Eminem,Infinite,It's Ok,[:]
84,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
85,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
86,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
87,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
88,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
89,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
90,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
91,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
92,1996,Eminem,Infinite,It's Ok,[Verse 1: Eminem]
93,1996,Eminem,Infinite,It's Ok,One day I plan to be a family man happily married
94,1996,Eminem,Infinite,It's Ok,I wanna grow to be so old that I have to be carried
95,1996,Eminem,Infinite,It's Ok,Till I'm glad to be buried
96,1996,Eminem,Infinite,It's Ok,And leave this crazy world
97,1996,Eminem,Infinite,It's Ok,And have at least a half a million for my baby girl
98,1996,Eminem,Infinite,It's Ok,It may be early to be planning this stuff
99,1996,Eminem,Infinite,It's Ok,"Cause I'm still struggling hard to be the man, and it's tough"
100,1996,Eminem,Infinite,It's Ok,"Cause man it's been rough, but still I manage enough"
101,1996,Eminem,Infinite,It's Ok,"I've been taken advantage of, damaged and scuffed"
102,1996,Eminem,Infinite,It's Ok,My hands have been cuffed
103,1996,Eminem,Infinite,It's Ok,"But I don't panic and huff, frantic and puff"
104,1996,Eminem,Infinite,It's Ok,"Or plan to give up, the minute shit hits the fan it erupts"
105,1996,Eminem,Infinite,It's Ok,"I'm anteing up double or nothing, I've been trouble enough"
106,1996,Eminem,Infinite,It's Ok,"And I'm sick of struggling and suffering, see"
107,1996,Eminem,Infinite,It's Ok,"My destiny's to rest at ease, till I'm impressed and pleased"
108,1996,Eminem,Infinite,It's Ok,"With my progress, I won't settle for less than cheese"
109,1996,Eminem,Infinite,It's Ok,"I'm on a quest to seize all, my own label to call"
110,1996,Eminem,Infinite,It's Ok,Way before my baby is able to crawl
111,1996,Eminem,Infinite,It's Ok,"I'm too stable to fall, the pressure motivates"
112,1996,Eminem,Infinite,It's Ok,To know I hold the weight of boulders on my shoulder blades
113,1996,Eminem,Infinite,It's Ok,I seen the golden gates to heaven on Earth
114,1996,Eminem,Infinite,It's Ok,"Where they don't pull a weapon on you when you stepping on turf, Q"
115,1996,Eminem,Infinite,It's Ok,[Eye-Kyu:]
116,1996,Eminem,Infinite,It's Ok,[:]
117,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
118,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
119,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
120,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
121,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
122,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
123,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
124,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
125,1996,Eminem,Infinite,It's Ok,[Verse 2: Eminem]
126,1996,Eminem,Infinite,It's Ok,"I'm going for broke, gambling and playing for keeps"
127,1996,Eminem,Infinite,It's Ok,"Everyday in the streets, scrambling and paying for cheep"
128,1996,Eminem,Infinite,It's Ok,Praying for sleep
129,1996,Eminem,Infinite,It's Ok,Dreaming with a watering mouth
130,1996,Eminem,Infinite,It's Ok,Wishing for a better life for my daughter and spouse
131,1996,Eminem,Infinite,It's Ok,"In this slaughtering house, caught up in bouts"
132,1996,Eminem,Infinite,It's Ok,With the root of all evil
133,1996,Eminem,Infinite,It's Ok,I've seen it turn beautiful people crude and deceitful
134,1996,Eminem,Infinite,It's Ok,And make them do shit illegal
135,1996,Eminem,Infinite,It's Ok,For these Grant's and Jackson's
136,1996,Eminem,Infinite,It's Ok,These transactions explain a man's actions
137,1996,Eminem,Infinite,It's Ok,"But in the mist of this insanity, I found my Christianity"
138,1996,Eminem,Infinite,It's Ok,Through God and there's a wish he granted me
139,1996,Eminem,Infinite,It's Ok,He showed me how to cope with the stress
140,1996,Eminem,Infinite,It's Ok,"And hope for the best, instead of mope and depressed"
141,1996,Eminem,Infinite,It's Ok,"Always groping a mess, of flying over the nest"
142,1996,Eminem,Infinite,It's Ok,To selling dope with the rest
143,1996,Eminem,Infinite,It's Ok,I quit smoking cess to open my chest
144,1996,Eminem,Infinite,It's Ok,Life is stressful inside this cesspool
145,1996,Eminem,Infinite,It's Ok,"Trying to wrestle, I almost bust a blood vessel"
146,1996,Eminem,Infinite,It's Ok,My little brother's trying to learn his mathematics
147,1996,Eminem,Infinite,It's Ok,"He's asthmatic, running home from school away from crack addicts"
148,1996,Eminem,Infinite,It's Ok,"Kids attract static, children with automatics"
149,1996,Eminem,Infinite,It's Ok,Taking target practice on teens for Starter Jackets
150,1996,Eminem,Infinite,It's Ok,I'm using smarter tactics to overcome this slum
151,1996,Eminem,Infinite,It's Ok,I won't become as dumb as some and succumb to scum
152,1996,Eminem,Infinite,It's Ok,"It's cumbersome, I'm trying to do well on this Earth"
153,1996,Eminem,Infinite,It's Ok,But it's been Hell on this Earth since I fell on this Earth
154,1996,Eminem,Infinite,It's Ok,[Eye-Kyu:]
155,1996,Eminem,Infinite,It's Ok,[:]
156,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
157,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
158,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
159,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
160,1996,Eminem,Infinite,It's Ok,It's a broke day but everything is ok It's ok
161,1996,Eminem,Infinite,It's Ok,"I'm up all night, but everything is alright It's alright"
162,1996,Eminem,Infinite,It's Ok,"It's a rough week, and I don't get enough sleep I can't sleep"
163,1996,Eminem,Infinite,It's Ok,It's a long year pretending I belong here Belong here
164,1996,Eminem,Infinite,It's Ok,"Uh, it's ok, yeah it's alright, even though I can't sleep"
165,1996,Eminem,Infinite,It's Ok,"Uh yeah, it's ok, it's alright, I can't sleep"
166,1996,Eminem,Infinite,313,feat. Eye-Kyu
167,1996,Eminem,Infinite,313,"[Eye-Kyu:] Now what you know about a sweet MC, from the 313"
168,1996,Eminem,Infinite,313,None of these skills you bout to see come free
169,1996,Eminem,Infinite,313,"So you wanna be a sweet MC, you gotta become me"
170,1996,Eminem,Infinite,313,If you ever wanna be one see
171,1996,Eminem,Infinite,313,"[Eminem:] Man what you know about a sweet MC, in the 313"
172,1996,Eminem,Infinite,313,None of these skills you bout to see come free
173,1996,Eminem,Infinite,313,"So you wanna be a sweet MC, you better become me"
174,1996,Eminem,Infinite,313,If you ever wanna be one see
175,1996,Eminem,Infinite,313,[Verse 1: Eye-Kyu]
176,1996,Eminem,Infinite,313,"Yo some people say I'm whack, now if that's right"
177,1996,Eminem,Infinite,313,"I'm the freshest whack MC that you ever heard, in your lifetime"
178,1996,Eminem,Infinite,313,My slick accapella sounds clever with the beats
179,1996,Eminem,Infinite,313,Boy I'm the deepest thing since potholes to ever hit the streets
180,1996,Eminem,Infinite,313,"Forgot a gold digger's succubus , my souls thick with ruggedness"
181,1996,Eminem,Infinite,313,"With the mic I'm like a dyke, can't no nigga fuck with this"
182,1996,Eminem,Infinite,313,I got more Different Strokes than Philip Drummound
183,1996,Eminem,Infinite,313,On open mic I bone your women just to keep my lyrics coming bitch
184,1996,Eminem,Infinite,313,We elevated to new heights premeditated
185,1996,Eminem,Infinite,313,Let it be that I stated they hate it now that they see that I made it
186,1996,Eminem,Infinite,313,The escalated can be put to the test of greatness
187,1996,Eminem,Infinite,313,Snatch the heart from MC's and I ate it
188,1996,Eminem,Infinite,313,So I take it that's the reason I'm hated
189,1996,Eminem,Infinite,313,To represent my temperment
190,1996,Eminem,Infinite,313,If rap was a dick all you so called hard MC's would not be impitant
191,1996,Eminem,Infinite,313,"But pimping it, and acting like you could rock a show so"
192,1996,Eminem,Infinite,313,"Harder than LL's Rock the Bells, but you is a ho now"
193,1996,Eminem,Infinite,313,Everything that you collaborate I lacerate
194,1996,Eminem,Infinite,313,My rhymes they keep coming like nympho maniacs that masturbate
195,1996,Eminem,Infinite,313,"At a faster rate, yeah I got something for your ass to hate"
196,1996,Eminem,Infinite,313,"I blasterate, and have you all running master gates"
197,1996,Eminem,Infinite,313,And as for face clutching and touching the flows
198,1996,Eminem,Infinite,313,I got them open like marijuana smoke up in your nose
199,1996,Eminem,Infinite,313,"Bucking these hoes, I got that shit down to a science"
200,1996,Eminem,Infinite,313,"Leaving them hot and bothered, turned on like an appliance"
201,1996,Eminem,Infinite,313,"Defiance, no we won't have that"
202,1996,Eminem,Infinite,313,You want your shit to blow up?
203,1996,Eminem,Infinite,313,Well I'ma stuff some dynamite in your ass crack
204,1996,Eminem,Infinite,313,And blast that shit to kingdom come
205,1996,Eminem,Infinite,313,Then bring them some of this real hip-hop
206,1996,Eminem,Infinite,313,I drop beats and you ain't singing or gonna do a thing about
207,1996,Eminem,Infinite,313,And you all knew from Meeko
208,1996,Eminem,Infinite,313,That you couldn't hold your own with the strength of Lou Forigno
209,1996,Eminem,Infinite,313,So stop that bullshit and flow
210,1996,Eminem,Infinite,313,"Yo, you need to come with the real skills, and act like you know"
211,1996,Eminem,Infinite,313,[: Eminem]
212,1996,Eminem,Infinite,313,"So what you know about a sweet MC, in the 313"
213,1996,Eminem,Infinite,313,None of these skills you bout to see come free
214,1996,Eminem,Infinite,313,"So you wanna be a sweet MC, you better become me"
215,1996,Eminem,Infinite,313,If you ever wanna be one see
216,1996,Eminem,Infinite,313,"[Eye-Kyu:] Now what you know about a sweet MC, from the 313"
217,1996,Eminem,Infinite,313,None of these skills you bout to see come free
218,1996,Eminem,Infinite,313,"So you wanna be the sweet MC, you gotta become me"
219,1996,Eminem,Infinite,313,If you ever wanna be one see
220,1996,Eminem,Infinite,313,[Verse 2: Eminem]
221,1996,Eminem,Infinite,313,"So what, you know about a sweet MC, in the 313"
222,1996,Eminem,Infinite,313,You don't know shit so when you see one flee
223,1996,Eminem,Infinite,313,"You can be Run-D, you'll never beat the MC"
224,1996,Eminem,Infinite,313,I'll stop the alphabet at S and got it down to a T
225,1996,Eminem,Infinite,313,"I'm sure your bound to agree, a sweet MC crashes the spot"
226,1996,Eminem,Infinite,313,I'll make the roof hot like I was Rock Master Scott
227,1996,Eminem,Infinite,313,"Your ass forgot, so just in case you don't remember me"
228,1996,Eminem,Infinite,313,I'll run your brain around the block to jog your fucking memory
229,1996,Eminem,Infinite,313,"It's either them or me man, kill or be killed"
230,1996,Eminem,Infinite,313,You will and be sealed your casket closed you still gonna be billed
231,1996,Eminem,Infinite,313,"My facilities filled with fans, packed to capacity"
232,1996,Eminem,Infinite,313,I'll send a rapper back with the crack of his ass shitty
233,1996,Eminem,Infinite,313,If he's acting soft and he cowers
234,1996,Eminem,Infinite,313,He better come cleaner then Jay Rue jacking off when he showers
235,1996,Eminem,Infinite,313,You flowers got no clout with a thing
236,1996,Eminem,Infinite,313,You could date a stick of dynamite and wouldn't go out with a bang
237,1996,Eminem,Infinite,313,"I shout the slang, simple as A,B,C's"
238,1996,Eminem,Infinite,313,Skip over the D's and rock the microphone with E's
239,1996,Eminem,Infinite,313,Dethrone MC's and I'ma max alone
240,1996,Eminem,Infinite,313,Relax your dome like a solo from a saxophone
241,1996,Eminem,Infinite,313,"So facts are known, writers get treated with shocks"
242,1996,Eminem,Infinite,313,I rock a beat harder then you could beat it with rocks
243,1996,Eminem,Infinite,313,"I'm greeted with flocks, of fellow follower's singers"
244,1996,Eminem,Infinite,313,You couldn't make the fans throw up their hands if they swallowed their
245,1996,Eminem,Infinite,313,fingers
246,1996,Eminem,Infinite,313,But you can bring yours let's see what you got
247,1996,Eminem,Infinite,313,But don't front and never try to be what you're not
248,1996,Eminem,Infinite,313,"Cause you can be quick, jump the candlestick, burn your back"
249,1996,Eminem,Infinite,313,"And fuck Jill on a hill, but you still ain't Jack"
250,1996,Eminem,Infinite,313,[: Eye-Kyu]
251,1996,Eminem,Infinite,313,"So what you know about a sweet MC, from the 313"
252,1996,Eminem,Infinite,313,None of these skills you just seen come free
253,1996,Eminem,Infinite,313,"So you wanna be a sweet MC, you'll never become"
254,1996,Eminem,Infinite,Tonight,[Women Singing:]
255,1996,Eminem,Infinite,Tonight,"Tonight, Tonight, Tonight, Tonight, Tonight"
256,1996,Eminem,Infinite,Tonight,[Verse 1:]
257,1996,Eminem,Infinite,Tonight,"I'm getting mad love, I'm snuggling hugs"
258,1996,Eminem,Infinite,Tonight,"Druggling thugs, smuggling drugs, juggling jobs, guzzling jugs"
259,1996,Eminem,Infinite,Tonight,So here's a toast to federal checks
260,1996,Eminem,Infinite,Tonight,"Hetero sex, unaffordable medical debts, huh"
261,1996,Eminem,Infinite,Tonight,We travel in packs and ravel in facts and gravel in cracks
262,1996,Eminem,Infinite,Tonight,"To find babbling Max, gaffling tracks"
263,1996,Eminem,Infinite,Tonight,I grapple an axe for them baffling acts
264,1996,Eminem,Infinite,Tonight,The mysterious stab in the backs who dabble in wax
265,1996,Eminem,Infinite,Tonight,Still in my yard when I sculpted the culprit
266,1996,Eminem,Infinite,Tonight,The tall shit that will end up with his skull split
267,1996,Eminem,Infinite,Tonight,"Then I buried the hatchet, I carried on my back"
268,1996,Eminem,Infinite,Tonight,Butterfingers is here and it's necessary to scratch it
269,1996,Eminem,Infinite,Tonight,Baby all I wanna do is swallow one and two
270,1996,Eminem,Infinite,Tonight,Smoke a little bit and follow one of you
271,1996,Eminem,Infinite,Tonight,Back home when the party ends
272,1996,Eminem,Infinite,Tonight,So tonight I'm dropping naughty hints
273,1996,Eminem,Infinite,Tonight,To the finest women in the audience
274,1996,Eminem,Infinite,Tonight,[:]
275,1996,Eminem,Infinite,Tonight,[Women Singing:]
276,1996,Eminem,Infinite,Tonight,"Tonight, Tonight, Tonight, Tonight, Tonight blends in with lyrics"
277,1996,Eminem,Infinite,Tonight,[Eminem:]
278,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
279,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
280,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
281,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
282,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
283,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
284,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
285,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
286,1996,Eminem,Infinite,Tonight,[Verse 2:]
287,1996,Eminem,Infinite,Tonight,"Ayo, biters are like tarantulas, vandealous"
288,1996,Eminem,Infinite,Tonight,Living as scandalous as a television evangelist
289,1996,Eminem,Infinite,Tonight,"But I can handle this, I'm the rhyme biter crime fighter"
290,1996,Eminem,Infinite,Tonight,"Caped crusader, taking care of undeserving lime lighters"
291,1996,Eminem,Infinite,Tonight,I think a living never meant for me
292,1996,Eminem,Infinite,Tonight,Experimentally I found a way to spread interamentally
293,1996,Eminem,Infinite,Tonight,When I stumbled upon this resolution
294,1996,Eminem,Infinite,Tonight,By using a special fusion of chemical solution for this resolution
295,1996,Eminem,Infinite,Tonight,You couldn't see me with binoculars
296,1996,Eminem,Infinite,Tonight,I armed like an octopus
297,1996,Eminem,Infinite,Tonight,Step on stage and you get socked and pushed
298,1996,Eminem,Infinite,Tonight,"Talking that junk like you went black, guarded your back"
299,1996,Eminem,Infinite,Tonight,Come battle me and you get smacked as hard as you act
300,1996,Eminem,Infinite,Tonight,When I rap I represent it and will never referee in it
301,1996,Eminem,Infinite,Tonight,Every minute so when I win it you never resent it
302,1996,Eminem,Infinite,Tonight,"I'm forever demented, come up with funk, I'll never be scented"
303,1996,Eminem,Infinite,Tonight,You got the point when I cleverly said it
304,1996,Eminem,Infinite,Tonight,[:]
305,1996,Eminem,Infinite,Tonight,[Women Singing:]
306,1996,Eminem,Infinite,Tonight,"Tonight, Tonight, Tonight, Tonight, Tonight blends in with lyrics"
307,1996,Eminem,Infinite,Tonight,[Eminem:]
308,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
309,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
310,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
311,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
312,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
313,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
314,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
315,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
316,1996,Eminem,Infinite,Tonight,[Verse 3:]
317,1996,Eminem,Infinite,Tonight,Eminem is heading skyward
318,1996,Eminem,Infinite,Tonight,For those who thought that I would make you bored and treat you like a piece
319,1996,Eminem,Infinite,Tonight,of plywood
320,1996,Eminem,Infinite,Tonight,I've got miracle lyrical capability all in me
321,1996,Eminem,Infinite,Tonight,With the agility to escape a killer bee colony
322,1996,Eminem,Infinite,Tonight,So get your cameras and capture how miraculous
323,1996,Eminem,Infinite,Tonight,I rap for all you Draculas and showed you all how whack you was
324,1996,Eminem,Infinite,Tonight,"I meant it as a dis, cause you don't posses the pizzazz as this"
325,1996,Eminem,Infinite,Tonight,I'm hazardous enough already as it is
326,1996,Eminem,Infinite,Tonight,Without you adding fuel to the fire
327,1996,Eminem,Infinite,Tonight,I'm cruel to the liar
328,1996,Eminem,Infinite,Tonight,"Who fails to recognize my reign of hell, rule to the sire"
329,1996,Eminem,Infinite,Tonight,Clinical studies show that I'm cynical
330,1996,Eminem,Infinite,Tonight,There's no one who's identical to my fresh and authentic flow
331,1996,Eminem,Infinite,Tonight,I'm sure the party people can agree
332,1996,Eminem,Infinite,Tonight,"That I'm enchanting, with the romantic"
333,1996,Eminem,Infinite,Tonight,Freaking the vocals so frantically
334,1996,Eminem,Infinite,Tonight,So throw your hands up in the atmosphere
335,1996,Eminem,Infinite,Tonight,"And let them know the only party that was phat was here, just be like"
336,1996,Eminem,Infinite,Tonight,[:]
337,1996,Eminem,Infinite,Tonight,[Women Singing:]
338,1996,Eminem,Infinite,Tonight,"Tonight, Tonight, Tonight, Tonight, Tonight blends in with lyrics"
339,1996,Eminem,Infinite,Tonight,[Eminem:]
340,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
341,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
342,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
343,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
344,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
345,1996,Eminem,Infinite,Tonight,"We don't wanna fight, we don't want no one feeling uptight"
346,1996,Eminem,Infinite,Tonight,Cause we came here to do this tonight
347,1996,Eminem,Infinite,Tonight,Till the morning light hope that everyone's feeling alright
348,1996,Eminem,Infinite,Maxine,feat. Danaun Porter and 3
349,1996,Eminem,Infinite,Maxine,Maxine!! Phone Rings
350,1996,Eminem,Infinite,Maxine,[Maxine:] Hello
351,1996,Eminem,Infinite,Maxine,[Denaun:] Can I speak to Maxine?
352,1996,Eminem,Infinite,Maxine,[Maxine:] Yeah this is me what's up?
353,1996,Eminem,Infinite,Maxine,[Denaun:] What up?
354,1996,Eminem,Infinite,Maxine,[Maxine:] Who dis?
355,1996,Eminem,Infinite,Maxine,[Denaun:] Denaun
356,1996,Eminem,Infinite,Maxine,[Maxine:] Yeah what's up?
357,1996,Eminem,Infinite,Maxine,[Denaun:] What are you doing?
358,1996,Eminem,Infinite,Maxine,"[Maxine:] Nothing, just laying in bed"
359,1996,Eminem,Infinite,Maxine,[Denaun:] Huh?
360,1996,Eminem,Infinite,Maxine,"[Maxine:] Nothing, just laying in bed"
361,1996,Eminem,Infinite,Maxine,[Denaun:] Why?
362,1996,Eminem,Infinite,Maxine,"[Maxine:] I don't know, thinking about something freaky to do"
363,1996,Eminem,Infinite,Maxine,[Verse 1: Eminem]
364,1996,Eminem,Infinite,Maxine,I know this crack fiend Maxine who needs a vaccine
365,1996,Eminem,Infinite,Maxine,She tests positive but tells you that her act's clean
366,1996,Eminem,Infinite,Maxine,Plus she got a sugar daddy
367,1996,Eminem,Infinite,Maxine,Asking every hooker that he takes in to crook her badly
368,1996,Eminem,Infinite,Maxine,"If you mistook her sadly, on her reputation"
369,1996,Eminem,Infinite,Maxine,"You're in jepordation, if you ain't got no preparation"
370,1996,Eminem,Infinite,Maxine,"When you step away son, she got her face done"
371,1996,Eminem,Infinite,Maxine,"Looking provocative, she'll let you knock it if"
372,1996,Eminem,Infinite,Maxine,You press the issue and get undressed to kiss you
373,1996,Eminem,Infinite,Maxine,"If you match the price, otherwise she won't look at you twice"
374,1996,Eminem,Infinite,Maxine,"But when you catch the lice, or get the urgency"
375,1996,Eminem,Infinite,Maxine,To go to the emergency cause it burns to pee
376,1996,Eminem,Infinite,Maxine,"Don't bring your germs to me, cause I ain't trying to hear it"
377,1996,Eminem,Infinite,Maxine,While your fighting you fucking disease trying to clear it Maxine!!
