sl,date,artist,album,song,text
315,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"I don't believe it mine, mine no"
316,30/11/82,Michael Jackson,thriller,The Girl Is Mine,[Michael and Paul:]
317,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"The girl is mine mine, mine"
318,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"No, mine"
319,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"No, mine mine, mine"
320,30/11/82,Michael Jackson,thriller,The Girl Is Mine,[Paul:]
321,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"She's mine mine mine mine mine mine, mine, mine"
322,30/11/82,Michael Jackson,thriller,The Girl Is Mine,[Michael:]
323,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"Cause the girl is mine mine, mine"
324,30/11/82,Michael Jackson,thriller,The Girl Is Mine,[Paul:]
325,30/11/82,Michael Jackson,thriller,The Girl Is Mine,"No girl is mine mine, mine"
326,30/11/82,Michael Jackson,thriller,Beat It,"They told him, ""Don't you ever come around here."
327,30/11/82,Michael Jackson,thriller,Beat It,"Don't wanna see your face. You better disappear."""
328,30/11/82,Michael Jackson,thriller,Beat It,The fire's in their eyes and their words are really clear
329,30/11/82,Michael Jackson,thriller,Beat It,"So beat it, just beat it"
330,30/11/82,Michael Jackson,thriller,Beat It,"You better run, you better do what you can"
331,30/11/82,Michael Jackson,thriller,Beat It,"Don't wanna see no blood, don't be a macho man"
332,30/11/82,Michael Jackson,thriller,Beat It,"You wanna be tough, better do what you can"
333,30/11/82,Michael Jackson,thriller,Beat It,"So beat it, but you wanna be bad"
334,30/11/82,Michael Jackson,thriller,Beat It,[Chorus]
335,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it, beat it, beat it"
336,30/11/82,Michael Jackson,thriller,Beat It,No one wants to be defeated
337,30/11/82,Michael Jackson,thriller,Beat It,Showin' how funky strong is your fight
338,30/11/82,Michael Jackson,thriller,Beat It,It doesn't matter who's wrong or right
339,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it [4x]"
340,30/11/82,Michael Jackson,thriller,Beat It,"They're out to get you, better leave while you can"
341,30/11/82,Michael Jackson,thriller,Beat It,"Don't wanna be a boy, you wanna be a man"
342,30/11/82,Michael Jackson,thriller,Beat It,"You wanna stay alive, better do what you can"
343,30/11/82,Michael Jackson,thriller,Beat It,"So beat it, just beat it"
344,30/11/82,Michael Jackson,thriller,Beat It,You have to show them that you're really not scared
345,30/11/82,Michael Jackson,thriller,Beat It,"You're playin' with your life, this ain't no truth or dare"
346,30/11/82,Michael Jackson,thriller,Beat It,"They'll kick you, then they beat you, then they'll tell you it's fair"
347,30/11/82,Michael Jackson,thriller,Beat It,"So beat it, but you wanna be bad"
348,30/11/82,Michael Jackson,thriller,Beat It,[Chorus 2x]
349,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it, beat it, beat it"
350,30/11/82,Michael Jackson,thriller,Beat It,No one wants to be defeated
351,30/11/82,Michael Jackson,thriller,Beat It,Showin' how funky strong is your fight
352,30/11/82,Michael Jackson,thriller,Beat It,It doesn't matter who's wrong or right
353,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it, beat it, beat it, beat it"
354,30/11/82,Michael Jackson,thriller,Beat It,"Beat it, beat it, beat it, beat it"
355,30/11/82,Michael Jackson,thriller,Beat It,No one wants to be defeated
356,30/11/82,Michael Jackson,thriller,Beat It,Showin' how funky strong is your fight
357,30/11/82,Michael Jackson,thriller,Beat It,It doesn't matter who's wrong or right
358,30/11/82,Michael Jackson,thriller,Beat It,[Chorus 3x]
359,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it, beat it, beat it"
360,30/11/82,Michael Jackson,thriller,Beat It,No one wants to be defeated
361,30/11/82,Michael Jackson,thriller,Beat It,Showin' how funky strong is your fight
362,30/11/82,Michael Jackson,thriller,Beat It,It doesn't matter who's wrong or right
363,30/11/82,Michael Jackson,thriller,Beat It,"Just beat it, beat it"
364,30/11/82,Michael Jackson,thriller,Beat It,"Beat it, beat it, beat it"
365,30/11/82,Michael Jackson,thriller,Billie Jean,She was more like a beauty queen
366,30/11/82,Michael Jackson,thriller,Billie Jean,From a movie scene
367,30/11/82,Michael Jackson,thriller,Billie Jean,"I said, ""Don't mind, but what do you mean"
368,30/11/82,Michael Jackson,thriller,Billie Jean,I am the one
369,30/11/82,Michael Jackson,thriller,Billie Jean,"Who will dance on the floor in the round?"""
370,30/11/82,Michael Jackson,thriller,Billie Jean,She said I am the one
371,30/11/82,Michael Jackson,thriller,Billie Jean,Who will dance on the floor in the round
372,30/11/82,Michael Jackson,thriller,Billie Jean,She told me her name was Billie Jean
373,30/11/82,Michael Jackson,thriller,Billie Jean,As she caused a scene
374,30/11/82,Michael Jackson,thriller,Billie Jean,Then every head turned with eyes that dreamed of being the one
375,30/11/82,Michael Jackson,thriller,Billie Jean,Who will dance on the floor in the round
376,30/11/82,Michael Jackson,thriller,Billie Jean,"People always told me, ""Be careful of what you do."
377,30/11/82,Michael Jackson,thriller,Billie Jean,"And don't go around breaking young girls' hearts."""
378,30/11/82,Michael Jackson,thriller,Billie Jean,"And mother always told me, ""A-be careful of who you love,"
379,30/11/82,Michael Jackson,thriller,Billie Jean,And be careful of what you do
380,30/11/82,Michael Jackson,thriller,Billie Jean,"'Cause the lie becomes the truth."""
381,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
382,30/11/82,Michael Jackson,thriller,Billie Jean,She's just a girl who claims that I am the one
383,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
384,30/11/82,Michael Jackson,thriller,Billie Jean,She says I am the one
385,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
386,30/11/82,Michael Jackson,thriller,Billie Jean,For forty days and for forty nights
387,30/11/82,Michael Jackson,thriller,Billie Jean,Law was on her side
388,30/11/82,Michael Jackson,thriller,Billie Jean,But who can stand
389,30/11/82,Michael Jackson,thriller,Billie Jean,When she's in demand
390,30/11/82,Michael Jackson,thriller,Billie Jean,Her schemes and plans
391,30/11/82,Michael Jackson,thriller,Billie Jean,'Cause we danced on the floor in the round
392,30/11/82,Michael Jackson,thriller,Billie Jean,So take my strong advice
393,30/11/82,Michael Jackson,thriller,Billie Jean,Just remember to always think twice
394,30/11/82,Michael Jackson,thriller,Billie Jean,"Do think twice, do think twice."
395,30/11/82,Michael Jackson,thriller,Billie Jean,"She told, ""My baby, we'd danced 'til three."""
396,30/11/82,Michael Jackson,thriller,Billie Jean,Then she looked at me
397,30/11/82,Michael Jackson,thriller,Billie Jean,Then showed a photo of a baby cry
398,30/11/82,Michael Jackson,thriller,Billie Jean,"His eyes looked like mine, oh, no"
399,30/11/82,Michael Jackson,thriller,Billie Jean,"Do a dance on the floor in the round, baby"
400,30/11/82,Michael Jackson,thriller,Billie Jean,"A-people always told me, ""Be careful of what you do"
401,30/11/82,Michael Jackson,thriller,Billie Jean,"And don't go around breaking young girls' hearts."""
402,30/11/82,Michael Jackson,thriller,Billie Jean,Don't break no heart.
403,30/11/82,Michael Jackson,thriller,Billie Jean,A-but she came and stood right by me
404,30/11/82,Michael Jackson,thriller,Billie Jean,And just the smell of sweet perfume
405,30/11/82,Michael Jackson,thriller,Billie Jean,And this happened much too soon
406,30/11/82,Michael Jackson,thriller,Billie Jean,And she called me to her room
407,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
408,30/11/82,Michael Jackson,thriller,Billie Jean,She's just a girl who claims that I am the one
409,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
410,30/11/82,Michael Jackson,thriller,Billie Jean,"No, no, no, no, no, no, no, no."
411,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
412,30/11/82,Michael Jackson,thriller,Billie Jean,She's just a girl who claims that I am the one
413,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
414,30/11/82,Michael Jackson,thriller,Billie Jean,She says I am the one
415,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
416,30/11/82,Michael Jackson,thriller,Billie Jean,She says I am the one
417,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
418,30/11/82,Michael Jackson,thriller,Billie Jean,"No, no, no"
419,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
420,30/11/82,Michael Jackson,thriller,Billie Jean,She's just a girl who claims that I am the one
421,30/11/82,Michael Jackson,thriller,Billie Jean,"No, there's not me, baby."
422,30/11/82,Michael Jackson,thriller,Billie Jean,But the kid is not my son
423,30/11/82,Michael Jackson,thriller,Billie Jean,"No, no, no, no, no, no, no."
424,30/11/82,Michael Jackson,thriller,Billie Jean,"She says I am the one No, babe."
425,30/11/82,Michael Jackson,thriller,Billie Jean,"But the kid is not my son, no, no, no"
426,30/11/82,Michael Jackson,thriller,Billie Jean,She says I am the one
427,30/11/82,Michael Jackson,thriller,Billie Jean,You know what you did
428,30/11/82,Michael Jackson,thriller,Billie Jean,She says he is my son
429,30/11/82,Michael Jackson,thriller,Billie Jean,"Breaking my heart, babe"
430,30/11/82,Michael Jackson,thriller,Billie Jean,She says I am the one
431,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
432,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
433,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
434,30/11/82,Michael Jackson,thriller,Billie Jean,She is the one
435,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
436,30/11/82,Michael Jackson,thriller,Billie Jean,She is the one
437,30/11/82,Michael Jackson,thriller,Billie Jean,Don't call me Billie Jean
438,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
439,30/11/82,Michael Jackson,thriller,Billie Jean,She is the one
440,30/11/82,Michael Jackson,thriller,Billie Jean,She stumbled onto the scene
441,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
442,30/11/82,Michael Jackson,thriller,Billie Jean,Billie Jean is not my lover
443,30/11/82,Michael Jackson,thriller,Human Nature,Looking out
444,30/11/82,Michael Jackson,thriller,Human Nature,Across the night-time
445,30/11/82,Michael Jackson,thriller,Human Nature,The city winks a sleepless eye
446,30/11/82,Michael Jackson,thriller,Human Nature,Hear her voice
447,30/11/82,Michael Jackson,thriller,Human Nature,Shake my window
448,30/11/82,Michael Jackson,thriller,Human Nature,Sweet seducing sighs
449,30/11/82,Michael Jackson,thriller,Human Nature,Get me out
450,30/11/82,Michael Jackson,thriller,Human Nature,Into the night-time
451,30/11/82,Michael Jackson,thriller,Human Nature,Four walls won't hold me tonight
452,30/11/82,Michael Jackson,thriller,Human Nature,If this town
453,30/11/82,Michael Jackson,thriller,Human Nature,Is just an apple
454,30/11/82,Michael Jackson,thriller,Human Nature,Then let me take a bite
455,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
456,30/11/82,Michael Jackson,thriller,Human Nature,Tell 'em that is human nature
457,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
458,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
459,30/11/82,Michael Jackson,thriller,Human Nature,Tell 'em that is human nature
460,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
461,30/11/82,Michael Jackson,thriller,Human Nature,Reaching out
462,30/11/82,Michael Jackson,thriller,Human Nature,To touch a stranger
463,30/11/82,Michael Jackson,thriller,Human Nature,Electric eyes are everywhere
464,30/11/82,Michael Jackson,thriller,Human Nature,See that girl
465,30/11/82,Michael Jackson,thriller,Human Nature,She knows I'm watching
466,30/11/82,Michael Jackson,thriller,Human Nature,She likes the way I stare
467,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
468,30/11/82,Michael Jackson,thriller,Human Nature,Just tell 'em that is human nature
469,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
470,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
471,30/11/82,Michael Jackson,thriller,Human Nature,Do you really like me to be around?
472,30/11/82,Michael Jackson,thriller,Human Nature,Tell 'em that is human nature
473,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
474,30/11/82,Michael Jackson,thriller,Human Nature,I like livin' this way
475,30/11/82,Michael Jackson,thriller,Human Nature,I like lovin' this way
476,30/11/82,Michael Jackson,thriller,Human Nature,That way The way it was.
477,30/11/82,Michael Jackson,thriller,Human Nature,That way The way it was.
478,30/11/82,Michael Jackson,thriller,Human Nature,Looking out
479,30/11/82,Michael Jackson,thriller,Human Nature,Across the morning
480,30/11/82,Michael Jackson,thriller,Human Nature,The city's heart begins to beat
481,30/11/82,Michael Jackson,thriller,Human Nature,Reaching out
482,30/11/82,Michael Jackson,thriller,Human Nature,I touch her shoulder
483,30/11/82,Michael Jackson,thriller,Human Nature,I'm dreaming of the street
484,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
485,30/11/82,Michael Jackson,thriller,Human Nature,Tell 'em that is human nature
486,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
487,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
488,30/11/82,Michael Jackson,thriller,Human Nature,Just tell me you like me to be around.
489,30/11/82,Michael Jackson,thriller,Human Nature,"Ooh, tell 'em"
490,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
491,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
492,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
493,30/11/82,Michael Jackson,thriller,Human Nature,"If they say, ""Why? Why?"""
494,30/11/82,Michael Jackson,thriller,Human Nature,Just tell me you like me to be around.
495,30/11/82,Michael Jackson,thriller,Human Nature,"Ooh, tell 'em"
496,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
497,30/11/82,Michael Jackson,thriller,Human Nature,"And they say, ""Why? Why?"""
498,30/11/82,Michael Jackson,thriller,Human Nature,"Ooh, tell 'em"
499,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
500,30/11/82,Michael Jackson,thriller,Human Nature,"They say, ""Why? Why?"""
501,30/11/82,Michael Jackson,thriller,Human Nature,Just tell me you like me to be around.
502,30/11/82,Michael Jackson,thriller,Human Nature,"Why, why does he do it that way?"
503,30/11/82,Michael Jackson,thriller,Human Nature,I like livin' this way
504,30/11/82,Michael Jackson,thriller,Human Nature,The way
505,30/11/82,Michael Jackson,thriller,Human Nature,The way
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"You know, you—you make me feel so good inside."
507,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I always wanted a girl just like you.
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You're such a P.Y.T. pretty young thing.
509,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Where did you come from baby
510,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),And ooh won't you take me there?
511,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Right away won't you baby
512,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Tenderoni you've got to be
513,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Spark my nature
514,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Sugar fly with me
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Don't you know now is the perfect time
516,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),We can make it right
517,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Hit the city lights
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Then tonight ease the love and pain
519,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Let me take you to the max
520,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
522,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
524,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),And I'll take you there
525,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
527,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
529,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),And I'll take you there
530,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Anywhere you wanna go Yes, I will."
531,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Nothin' can stop this burnin'
532,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Desire to be with you
533,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Gotta get to you baby
534,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Won't you come, it's emergency"
535,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Cool my fire yearnin'
536,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Honey, come set me free"
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Don't you know now is the perfect time
538,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),We can dim the lights
539,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Just to make it right
540,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),In the night hit the lovin' spot
541,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I'll give you all that I've got
542,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
544,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
546,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"And I'll take you there Yes, I will."
547,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
549,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
551,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),And I'll take you there
552,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Yes, I will"
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
554,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You make me say
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
556,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You make me say
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Pretty young things, repeat after me"
558,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[Michael] Say ""Na, na, na."""
559,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[P.Y.T.'s] Na, na, na"
560,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[Michael] Na, na, na, na"
561,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[P.Y.T.'s] Na, na, na, na"
562,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[Michael] Say ""Na, na, na."""
563,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[P.Y.T.'s] Na, na, na"
564,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[Michael] Na, na, na, na, na"
565,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[P.Y.T.'s] Na, na, na, na, na"
566,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"[Michael] I'll take you there, take you there"
567,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
569,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
571,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),And I'll take you there
572,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Take you there
573,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Take you there
574,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
576,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Tender love, and care"
578,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"And I'll take you there,"
579,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Take you there
580,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),[Ad-lib and fade-out:]
581,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I want to love you P.Y.T.
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
583,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Oh, baby"
584,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You need some lovin' T.L.C.
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),Pretty young thing
586,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"Oh, darling"
587,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"You know I think you are really, really nice."
588,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"You and I could've, could've just put together."
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),You're such a P.Y.T. Pretty young thing.
590,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),"I just wanna love you, you know, it's..."
591,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),I'd give you all
592,30/11/82,Michael Jackson,thriller,The Lady In My Life,There'll be no darkness tonight
593,30/11/82,Michael Jackson,thriller,The Lady In My Life,Lady our love will shine
594,30/11/82,Michael Jackson,thriller,The Lady In My Life,lighting the night
595,30/11/82,Michael Jackson,thriller,The Lady In My Life,Just put your trust in my heart
596,30/11/82,Michael Jackson,thriller,The Lady In My Life,And meet me in paradise
597,30/11/82,Michael Jackson,thriller,The Lady In My Life,now is the time
598,30/11/82,Michael Jackson,thriller,The Lady In My Life,"Girl, you're every wonder in this world to me"
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,A treasure time won't steal away
600,30/11/82,Michael Jackson,thriller,The Lady In My Life,So listen to my heart
601,30/11/82,Michael Jackson,thriller,The Lady In My Life,Lay your body close to mine
602,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let me fill you with my dreams
603,30/11/82,Michael Jackson,thriller,The Lady In My Life,I can make you feel alright
604,30/11/82,Michael Jackson,thriller,The Lady In My Life,And baby through the years gonna love you more each day
605,30/11/82,Michael Jackson,thriller,The Lady In My Life,So I promise you tonight that you will always be the lady in my life
606,30/11/82,Michael Jackson,thriller,The Lady In My Life,Lay back in my tenderness
607,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let's make this a night we won't forget
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,"Girl, I need your sweet caress, oh"
609,30/11/82,Michael Jackson,thriller,The Lady In My Life,Reach out to a fantasy
610,30/11/82,Michael Jackson,thriller,The Lady In My Life,Two hearts in a beat of ecstasy
611,30/11/82,Michael Jackson,thriller,The Lady In My Life,"Come to me, girl"
612,30/11/82,Michael Jackson,thriller,The Lady In My Life,And I will keep you warm
613,30/11/82,Michael Jackson,thriller,The Lady In My Life,Through the shadows of the night
614,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let me touch you with my love
615,30/11/82,Michael Jackson,thriller,The Lady In My Life,I can make you feel so right
616,30/11/82,Michael Jackson,thriller,The Lady In My Life,And baby through the years
617,30/11/82,Michael Jackson,thriller,The Lady In My Life,Even when we're old and gray
618,30/11/82,Michael Jackson,thriller,The Lady In My Life,I will love you more each day
619,30/11/82,Michael Jackson,thriller,The Lady In My Life,'Cause you will always be the lady in my life
620,30/11/82,Michael Jackson,thriller,The Lady In My Life,Stay with me
621,30/11/82,Michael Jackson,thriller,The Lady In My Life,I want you to stay with me
622,30/11/82,Michael Jackson,thriller,The Lady In My Life,I need you by my side
623,30/11/82,Michael Jackson,thriller,The Lady In My Life,Don't you go nowhere
624,30/11/82,Michael Jackson,thriller,The Lady In My Life,ooh girl let me keep you warm
625,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let me keep you warm
626,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
627,30/11/82,Michael Jackson,thriller,The Lady In My Life,You're my lady
628,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill you with the sweetest love
629,30/11/82,Michael Jackson,thriller,The Lady In My Life,The sweetest love
630,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
631,30/11/82,Michael Jackson,thriller,The Lady In My Life,I wanna touch you baby
632,30/11/82,Michael Jackson,thriller,The Lady In My Life,lay back in my tenderness
633,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
634,30/11/82,Michael Jackson,thriller,The Lady In My Life,Doo doo doo
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock me with your sweet caress
636,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
637,30/11/82,Michael Jackson,thriller,The Lady In My Life,You're my lady and I love you girl
638,30/11/82,Michael Jackson,thriller,The Lady In My Life,ooh girl let me keep you warm
639,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
640,30/11/82,Michael Jackson,thriller,The Lady In My Life,Don't you go nowhere
641,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill you with the sweetest love
642,30/11/82,Michael Jackson,thriller,The Lady In My Life,I love you I love you
643,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
644,30/11/82,Michael Jackson,thriller,The Lady In My Life,"I need you I want you, baby"
645,30/11/82,Michael Jackson,thriller,The Lady In My Life,lay back in my tenderness
646,30/11/82,Michael Jackson,thriller,The Lady In My Life,Stay with me
647,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
648,30/11/82,Michael Jackson,thriller,The Lady In My Life,Don't you go no where
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock me with your sweet caress
650,30/11/82,Michael Jackson,thriller,The Lady In My Life,And I love you baby
