sl,date,artist,album,song,text
651,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
652,30/11/82,Michael Jackson,thriller,The Lady In My Life,Woo
653,30/11/82,Michael Jackson,thriller,The Lady In My Life,Ooh baby
654,30/11/82,Michael Jackson,thriller,The Lady In My Life,Don't you go nowhere
655,30/11/82,Michael Jackson,thriller,The Lady In My Life,You're my lady
656,30/11/82,Michael Jackson,thriller,The Lady In My Life,All through the night
657,30/11/82,Michael Jackson,thriller,The Lady In My Life,ooh girl let me keep you warm
658,30/11/82,Michael Jackson,thriller,The Lady In My Life,I wanna give you all
659,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
660,30/11/82,Michael Jackson,thriller,The Lady In My Life,In my life
661,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill you with the sweetest love
662,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let me fill you baby
663,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
664,30/11/82,Michael Jackson,thriller,The Lady In My Life,All over all over all over
665,30/11/82,Michael Jackson,thriller,The Lady In My Life,lay back in my tenderness
666,30/11/82,Michael Jackson,thriller,The Lady In My Life,Lay back with me
667,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
668,30/11/82,Michael Jackson,thriller,The Lady In My Life,Let me touch you girl
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock me with your sweet caress
670,30/11/82,Michael Jackson,thriller,The Lady In My Life,Lay back with me
671,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
672,30/11/82,Michael Jackson,thriller,The Lady In My Life,All over [7x]
673,30/11/82,Michael Jackson,thriller,The Lady In My Life,ooh girl let me keep you warm
674,30/11/82,Michael Jackson,thriller,The Lady In My Life,Baby
675,30/11/82,Michael Jackson,thriller,The Lady In My Life,you are the lady in my life
676,30/11/82,Michael Jackson,thriller,The Lady In My Life,Woo
677,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill you with the sweetest love
678,30/11/82,Michael Jackson,thriller,The Lady In My Life,always the lady in my life
679,30/11/82,Michael Jackson,thriller,The Lady In My Life,You're my lady
680,30/11/82,Michael Jackson,thriller,The Lady In My Life,lay back in my tenderness
681,30/11/82,Michael Jackson,thriller,The Lady In My Life,You're my lady baby
682,30/11/82,Michael Jackson,thriller,Carousel,She's from a world
683,30/11/82,Michael Jackson,thriller,Carousel,Of popcorn and candy
684,30/11/82,Michael Jackson,thriller,Carousel,Pony rides for a dime
685,30/11/82,Michael Jackson,thriller,Carousel,Little children laughing
686,30/11/82,Michael Jackson,thriller,Carousel,I'm from a world
687,30/11/82,Michael Jackson,thriller,Carousel,Of disappointments and confusions
688,30/11/82,Michael Jackson,thriller,Carousel,But I want her to be mine
689,30/11/82,Michael Jackson,thriller,Carousel,I started talking
690,30/11/82,Michael Jackson,thriller,Carousel,She kept on walking
691,30/11/82,Michael Jackson,thriller,Carousel,She disappeared into the crowd
692,30/11/82,Michael Jackson,thriller,Carousel,I lost my heart
693,30/11/82,Michael Jackson,thriller,Carousel,On the carousel
694,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
695,30/11/82,Michael Jackson,thriller,Carousel,Who left my heart in pieces
696,30/11/82,Michael Jackson,thriller,Carousel,Lost my heart
697,30/11/82,Michael Jackson,thriller,Carousel,On The carousel
698,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
699,30/11/82,Michael Jackson,thriller,Carousel,Who ran away.
700,30/11/82,Michael Jackson,thriller,Carousel,I was the clown
701,30/11/82,Michael Jackson,thriller,Carousel,And she was the dancer
702,30/11/82,Michael Jackson,thriller,Carousel,We both knew it wouldn't work
703,30/11/82,Michael Jackson,thriller,Carousel,But we took our chances
704,30/11/82,Michael Jackson,thriller,Carousel,What I can't recall
705,30/11/82,Michael Jackson,thriller,Carousel,Is if there was a girl at all
706,30/11/82,Michael Jackson,thriller,Carousel,Or was it my imagination?
707,30/11/82,Michael Jackson,thriller,Carousel,I still remember
708,30/11/82,Michael Jackson,thriller,Carousel,All of those faces
709,30/11/82,Michael Jackson,thriller,Carousel,And now all I have is memories.
710,30/11/82,Michael Jackson,thriller,Carousel,I lost my heart
711,30/11/82,Michael Jackson,thriller,Carousel,On the carousel
712,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
713,30/11/82,Michael Jackson,thriller,Carousel,Who left my heart in pieces
714,30/11/82,Michael Jackson,thriller,Carousel,Lost my heart
715,30/11/82,Michael Jackson,thriller,Carousel,On The carousel
716,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
717,30/11/82,Michael Jackson,thriller,Carousel,Who ran away.
718,30/11/82,Michael Jackson,thriller,Carousel,Two different people
719,30/11/82,Michael Jackson,thriller,Carousel,In love for an instant
720,30/11/82,Michael Jackson,thriller,Carousel,To see that the circus came today
721,30/11/82,Michael Jackson,thriller,Carousel,Sometimes I can hear the calliope
722,30/11/82,Michael Jackson,thriller,Carousel,And I can hear her calling me.
723,30/11/82,Michael Jackson,thriller,Carousel,Don't you know?
724,30/11/82,Michael Jackson,thriller,Carousel,I lost my heart
725,30/11/82,Michael Jackson,thriller,Carousel,On the carousel
726,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
727,30/11/82,Michael Jackson,thriller,Carousel,Who left my heart in pieces
728,30/11/82,Michael Jackson,thriller,Carousel,Lost my heart
729,30/11/82,Michael Jackson,thriller,Carousel,On The carousel
730,30/11/82,Michael Jackson,thriller,Carousel,To a circus girl
731,30/11/82,Michael Jackson,thriller,Carousel,Who ran away
732,01/06/72,Eagles,The Eagles,Take It Easy,"Well, I'm a-running down the road"
733,01/06/72,Eagles,The Eagles,Take It Easy,Tryin' to loosen my load
734,01/06/72,Eagles,The Eagles,Take It Easy,I've got seven women on my mind
735,01/06/72,Eagles,The Eagles,Take It Easy,Four that wanna own me
736,01/06/72,Eagles,The Eagles,Take It Easy,Two that wanna stone me
737,01/06/72,Eagles,The Eagles,Take It Easy,One says she's a friend of mine
738,01/06/72,Eagles,The Eagles,Take It Easy,"Take it easy, take it easy"
739,01/06/72,Eagles,The Eagles,Take It Easy,Don't let the sound of your own wheels drive you crazy
740,01/06/72,Eagles,The Eagles,Take It Easy,Lighten up while you still can
741,01/06/72,Eagles,The Eagles,Take It Easy,Don't even try to understand
742,01/06/72,Eagles,The Eagles,Take It Easy,Just find a place to make your stand
743,01/06/72,Eagles,The Eagles,Take It Easy,And take it easy
744,01/06/72,Eagles,The Eagles,Take It Easy,"Well, I'm a-standing on a corner"
745,01/06/72,Eagles,The Eagles,Take It Easy,"In Winslow, Arizona"
746,01/06/72,Eagles,The Eagles,Take It Easy,Such a fine sight to see
747,01/06/72,Eagles,The Eagles,Take It Easy,"It's a girl, my Lord"
748,01/06/72,Eagles,The Eagles,Take It Easy,In a flat-bed Ford
749,01/06/72,Eagles,The Eagles,Take It Easy,Slowin' down to take a look at me
750,01/06/72,Eagles,The Eagles,Take It Easy,"Come on, baby"
751,01/06/72,Eagles,The Eagles,Take It Easy,Don't say Maybe
752,01/06/72,Eagles,The Eagles,Take It Easy,I gotta know
753,01/06/72,Eagles,The Eagles,Take It Easy,If your sweet love
754,01/06/72,Eagles,The Eagles,Take It Easy,Is gonna save me
755,01/06/72,Eagles,The Eagles,Take It Easy,We may lose and we may win
756,01/06/72,Eagles,The Eagles,Take It Easy,Though we will never be here again
757,01/06/72,Eagles,The Eagles,Take It Easy,"So open up, I'm climbin' in"
758,01/06/72,Eagles,The Eagles,Take It Easy,So take it easy
759,01/06/72,Eagles,The Eagles,Take It Easy,"Well, I'm running down the road"
760,01/06/72,Eagles,The Eagles,Take It Easy,Trying to loosen my load
761,01/06/72,Eagles,The Eagles,Take It Easy,Got a world of trouble on my mind
762,01/06/72,Eagles,The Eagles,Take It Easy,Lookin' for a lover
763,01/06/72,Eagles,The Eagles,Take It Easy,Who won't blow my cover
764,01/06/72,Eagles,The Eagles,Take It Easy,She's so hard to find
765,01/06/72,Eagles,The Eagles,Take It Easy,"Take it easy, take it easy"
766,01/06/72,Eagles,The Eagles,Take It Easy,Don't let the sound of your own wheels make you crazy
767,01/06/72,Eagles,The Eagles,Take It Easy,"Come on, baby"
768,01/06/72,Eagles,The Eagles,Take It Easy,Don't say Maybe
769,01/06/72,Eagles,The Eagles,Take It Easy,I gotta know
770,01/06/72,Eagles,The Eagles,Take It Easy,If your sweet love
771,01/06/72,Eagles,The Eagles,Take It Easy,Is gonna save me
772,01/06/72,Eagles,The Eagles,Take It Easy,Oh we got it easy
773,01/06/72,Eagles,The Eagles,Take It Easy,We oughta take it easy
774,01/06/72,Eagles,The Eagles,Witchy Woman,Raven hair and ruby lips
775,01/06/72,Eagles,The Eagles,Witchy Woman,Sparks fly from her fingertips
776,01/06/72,Eagles,The Eagles,Witchy Woman,Echoed voices in the night
777,01/06/72,Eagles,The Eagles,Witchy Woman,She's a restless spirit on an endless flight
778,01/06/72,Eagles,The Eagles,Witchy Woman,"Woo hoo witchy woman,"
779,01/06/72,Eagles,The Eagles,Witchy Woman,See how high she flies
780,01/06/72,Eagles,The Eagles,Witchy Woman,Woo hoo witchy woman
781,01/06/72,Eagles,The Eagles,Witchy Woman,She got the moon in her eye
782,01/06/72,Eagles,The Eagles,Witchy Woman,She held me spellbound in the night
783,01/06/72,Eagles,The Eagles,Witchy Woman,Dancing shadows and firelight
784,01/06/72,Eagles,The Eagles,Witchy Woman,Crazy laughter in another room
785,01/06/72,Eagles,The Eagles,Witchy Woman,And she drove herself to madness with a silver spoon
786,01/06/72,Eagles,The Eagles,Witchy Woman,Woo hoo witchy woman
787,01/06/72,Eagles,The Eagles,Witchy Woman,See how high she flies
788,01/06/72,Eagles,The Eagles,Witchy Woman,Woo hoo witchy woman
789,01/06/72,Eagles,The Eagles,Witchy Woman,She got the moon in her eye
790,01/06/72,Eagles,The Eagles,Witchy Woman,"Well, I know you want a lover,"
791,01/06/72,Eagles,The Eagles,Witchy Woman,"Let me tell you, brother,"
792,01/06/72,Eagles,The Eagles,Witchy Woman,She's been sleeping in the Devil's bed.
793,01/06/72,Eagles,The Eagles,Witchy Woman,And there's some rumors going round
794,01/06/72,Eagles,The Eagles,Witchy Woman,Someone's underground
795,01/06/72,Eagles,The Eagles,Witchy Woman,She can rock you in the nighttime
796,01/06/72,Eagles,The Eagles,Witchy Woman,'Til your skin turns red
797,01/06/72,Eagles,The Eagles,Witchy Woman,Woo hoo witchy woman
798,01/06/72,Eagles,The Eagles,Witchy Woman,See how high she flies
799,01/06/72,Eagles,The Eagles,Witchy Woman,Woo hoo witchy woman
800,01/06/72,Eagles,The Eagles,Witchy Woman,She got the moon in her eye
801,01/06/72,Eagles,The Eagles,Chug All Night,"You scare me a bit,"
802,01/06/72,Eagles,The Eagles,Chug All Night,But that's all right
803,01/06/72,Eagles,The Eagles,Chug All Night,You know when I want you
804,01/06/72,Eagles,The Eagles,Chug All Night,Most every night
805,01/06/72,Eagles,The Eagles,Chug All Night,"And I've been meaning to tell you, baby"
806,01/06/72,Eagles,The Eagles,Chug All Night,that it makes no sense
807,01/06/72,Eagles,The Eagles,Chug All Night,Still I'm finally convinced
808,01/06/72,Eagles,The Eagles,Chug All Night,I believe we could chug all night
809,01/06/72,Eagles,The Eagles,Chug All Night,I believe we could hug all night
810,01/06/72,Eagles,The Eagles,Chug All Night,The band is loose and the groove is right
811,01/06/72,Eagles,The Eagles,Chug All Night,You're so much woman
812,01/06/72,Eagles,The Eagles,Chug All Night,Believe we could chug all night
813,01/06/72,Eagles,The Eagles,Chug All Night,"On the day that I die,"
814,01/06/72,Eagles,The Eagles,Chug All Night,"Well, I just might scream"
815,01/06/72,Eagles,The Eagles,Chug All Night,If I'm alive in the morning
816,01/06/72,Eagles,The Eagles,Chug All Night,I'll be alive in a dream
817,01/06/72,Eagles,The Eagles,Chug All Night,"You better listen to me, baby"
818,01/06/72,Eagles,The Eagles,Chug All Night,'Cause you know that I'm hung on you
819,01/06/72,Eagles,The Eagles,Chug All Night,'Til I'm blind and black and blue
820,01/06/72,Eagles,The Eagles,Chug All Night,No one else will do
821,01/06/72,Eagles,The Eagles,Chug All Night,I do believe we can chug all night
822,01/06/72,Eagles,The Eagles,Chug All Night,I do believe we can hug all night
823,01/06/72,Eagles,The Eagles,Chug All Night,The band is loose and the groove is right
824,01/06/72,Eagles,The Eagles,Chug All Night,You're so much woman
825,01/06/72,Eagles,The Eagles,Chug All Night,Believe we could chug all night
826,01/06/72,Eagles,The Eagles,Chug All Night,No woman ever do what you do
827,01/06/72,Eagles,The Eagles,Chug All Night,High on a pleasure wheel
828,01/06/72,Eagles,The Eagles,Chug All Night,No devil ever cast a voodoo
829,01/06/72,Eagles,The Eagles,Chug All Night,So long and dark and real
830,01/06/72,Eagles,The Eagles,Chug All Night,We're gonna do a little chugging
831,01/06/72,Eagles,The Eagles,Chug All Night,We're gonna do a little hugging
832,01/06/72,Eagles,The Eagles,Chug All Night,The band is loose and the groove is right
833,01/06/72,Eagles,The Eagles,Chug All Night,I'm wired for sound
834,01/06/72,Eagles,The Eagles,Chug All Night,Are you wired for light?
835,01/06/72,Eagles,The Eagles,Chug All Night,"And you're so much woman,"
836,01/06/72,Eagles,The Eagles,Chug All Night,I believe we can chug all night
837,01/06/72,Eagles,The Eagles,Chug All Night,I said yeah yeah yeah yeah yeah
838,01/06/72,Eagles,The Eagles,Chug All Night,"Woo! It's only midnight, baby"
839,01/06/72,Eagles,The Eagles,Chug All Night,Come on and do it to me
840,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Most of us are sad
841,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,No one lets it show
842,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,I've been shadows of myself
843,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,How was I to know?
844,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,"Tell me, scarlet sun,"
845,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,What will time allow?
846,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,We have brought our children here
847,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Who can save them now?
848,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,"Weeping woman, try to smile"
849,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Like the coming dawn
850,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,"Most of us are sad, it's true"
851,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Still we must go on
852,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Love was here today
853,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Oh the sun was bright
854,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,I will sing you faraway
855,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Love is here tonight
856,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,Most of us are sad
857,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,No one lets it show
858,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,I've been shadows of myself
859,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,How was I to know?
860,01/06/72,Eagles,The Eagles,Nightingale,I'm hanging on to my peace of mind
861,01/06/72,Eagles,The Eagles,Nightingale,I just don't know
862,01/06/72,Eagles,The Eagles,Nightingale,"I'm hanging on to those good times, baby"
863,01/06/72,Eagles,The Eagles,Nightingale,Just wanna let them roll
864,01/06/72,Eagles,The Eagles,Nightingale,I'm gonna make it to the light and joy
865,01/06/72,Eagles,The Eagles,Nightingale,I'll tell you why
866,01/06/72,Eagles,The Eagles,Nightingale,I got a woman who can take me there
867,01/06/72,Eagles,The Eagles,Nightingale,The apple of my eye
868,01/06/72,Eagles,The Eagles,Nightingale,"Oh, I just don't know, no no, no"
869,01/06/72,Eagles,The Eagles,Nightingale,"No, I love her so"
870,01/06/72,Eagles,The Eagles,Nightingale,Don't let me see that morning paper
871,01/06/72,Eagles,The Eagles,Nightingale,'Cause I don't need those dues
872,01/06/72,Eagles,The Eagles,Nightingale,It's just the same old murder movie
873,01/06/72,Eagles,The Eagles,Nightingale,But they call it the news
874,01/06/72,Eagles,The Eagles,Nightingale,I'll tell you what would be some story
875,01/06/72,Eagles,The Eagles,Nightingale,And what would set me free
876,01/06/72,Eagles,The Eagles,Nightingale,Is if the same thing happened to everybody
877,01/06/72,Eagles,The Eagles,Nightingale,That just happened to me
878,01/06/72,Eagles,The Eagles,Nightingale,"Oh, I just don't know, no, no, no, no"
879,01/06/72,Eagles,The Eagles,Nightingale,"No, I'll never let her go, no, no, no"
880,01/06/72,Eagles,The Eagles,Nightingale,Every time I hear somebody sneakin' up behind
881,01/06/72,Eagles,The Eagles,Nightingale,"Whoa, I turn around"
882,01/06/72,Eagles,The Eagles,Nightingale,But I still hear that sound
883,01/06/72,Eagles,The Eagles,Nightingale,And just when I'm about to lose my mind
884,01/06/72,Eagles,The Eagles,Nightingale,Here comes my baby
885,01/06/72,Eagles,The Eagles,Nightingale,Singing like a nightingale
886,01/06/72,Eagles,The Eagles,Nightingale,Coming my way down along that devastation trail
887,01/06/72,Eagles,The Eagles,Nightingale,Well tell the Lord above
888,01/06/72,Eagles,The Eagles,Nightingale,She's got a brand of love
889,01/06/72,Eagles,The Eagles,Nightingale,That cannot fail
890,01/06/72,Eagles,The Eagles,Nightingale,I'm hanging on to my peace of mind
891,01/06/72,Eagles,The Eagles,Nightingale,That's no lie
892,01/06/72,Eagles,The Eagles,Nightingale,I'm hanging on to my special friend
893,01/06/72,Eagles,The Eagles,Nightingale,The apple of my eye
894,01/06/72,Eagles,The Eagles,Nightingale,The apple of my eye
895,01/06/72,Eagles,The Eagles,Nightingale,"My inspiration, too"
896,01/06/72,Eagles,The Eagles,Nightingale,She's got a lead on my heart and my soul
897,01/06/72,Eagles,The Eagles,Nightingale,And she knows just what to do
898,01/06/72,Eagles,The Eagles,Nightingale,"Oh, I just don't know, no, no, no, no"
899,01/06/72,Eagles,The Eagles,Nightingale,"No, I get so low"
900,01/06/72,Eagles,The Eagles,Nightingale,And my mind's about to go
901,01/06/72,Eagles,The Eagles,Nightingale,But wait a minute
902,01/06/72,Eagles,The Eagles,Nightingale,Here comes my baby
903,01/06/72,Eagles,The Eagles,Nightingale,Singing like a nightingale
904,01/06/72,Eagles,The Eagles,Nightingale,Coming my way down along that devastation trail
905,01/06/72,Eagles,The Eagles,Nightingale,"Well, let the fires burn"
906,01/06/72,Eagles,The Eagles,Nightingale,Let the floods return
907,01/06/72,Eagles,The Eagles,Nightingale,We will prevail
908,01/06/72,Eagles,The Eagles,Nightingale,Hanging on to my peace of mind
909,01/06/72,Eagles,The Eagles,Nightingale,I just don't know
910,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I lost ten points just for being
911,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,In the right place at exactly the wrong time
912,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"I looked right at the facts there,"
913,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,But I may as well have been completely blind
914,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"So, if you see me walking all alone"
915,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"Don't look back, I'm just on my way back home"
916,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"There's a train leaves here this morning,"
917,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I don't know what I might be on
918,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"She signed me to a contract,"
919,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,Baby said it would all be so life-long
920,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I looked around then for a reason
921,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,When there wasn't something more to blame it on
922,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,But if time makes a difference while we're gone
923,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"Tell me now, and I won't be hanging on"
924,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,There's a train leaves here this morning
925,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"I don't know, what I might be on"
926,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,1320 North Columbus was the address
927,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,That I wrote down on my sleeve
928,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I don't know just what she wanted
929,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,Might have been that it was getting time to leave
930,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,And I watched as the smoker passed it on
931,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,"And I laughed when the joker said, Lead on."
932,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,'Cause there's a train leaves here this morning
933,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I don't know what I might be on
934,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,There's a train leaves here this morning
935,01/06/72,Eagles,The Eagles,Train Leaves Here This Morning,I don't know what I might be on
936,01/06/72,Eagles,The Eagles,Take The Devil,Open up your eyes
937,01/06/72,Eagles,The Eagles,Take The Devil,Take the devil from your mind
938,01/06/72,Eagles,The Eagles,Take The Devil,He's been holding on to you
939,01/06/72,Eagles,The Eagles,Take The Devil,And you're so hard to find
940,01/06/72,Eagles,The Eagles,Take The Devil,The wind outside is cold
941,01/06/72,Eagles,The Eagles,Take The Devil,Restless feeling in my soul
942,01/06/72,Eagles,The Eagles,Take The Devil,Tempting me to get away
943,01/06/72,Eagles,The Eagles,Take The Devil,But there's no place a man can go
944,01/06/72,Eagles,The Eagles,Take The Devil,"God, will you lead me where I roam?"
945,01/06/72,Eagles,The Eagles,Take The Devil,Help me not to let my feelings show
946,01/06/72,Eagles,The Eagles,Take The Devil,"No, no"
947,01/06/72,Eagles,The Eagles,Take The Devil,"You are the one,"
948,01/06/72,Eagles,The Eagles,Take The Devil,"Oh, how could you be so blind?"
949,01/06/72,Eagles,The Eagles,Take The Devil,The devil prays
950,01/06/72,Eagles,The Eagles,Take The Devil,On runaways
951,01/06/72,Eagles,The Eagles,Take The Devil,He's never far behind
952,01/06/72,Eagles,The Eagles,Take The Devil,The many years I've tried
953,01/06/72,Eagles,The Eagles,Take The Devil,Now have been revealed to me
954,01/06/72,Eagles,The Eagles,Take The Devil,Closer is the love you'll find
955,01/06/72,Eagles,The Eagles,Take The Devil,Waiting so patiently
956,01/06/72,Eagles,The Eagles,Take The Devil,"God, will you lead me where I roam?"
957,01/06/72,Eagles,The Eagles,Take The Devil,Help me not to let my feelings show.
958,01/06/72,Eagles,The Eagles,Take The Devil,"No, no"
959,01/06/72,Eagles,The Eagles,Take The Devil,Take the devil
960,01/06/72,Eagles,The Eagles,Take The Devil,Take the devil
961,01/06/72,Eagles,The Eagles,Take The Devil,From your mind
962,01/06/72,Eagles,The Eagles,Earlybird,Early in the morning
963,01/06/72,Eagles,The Eagles,Earlybird,About the break of day
964,01/06/72,Eagles,The Eagles,Earlybird,The earlybird is working
965,01/06/72,Eagles,The Eagles,Earlybird,So his life don't fade away
966,01/06/72,Eagles,The Eagles,Earlybird,He spends his days denying
967,01/06/72,Eagles,The Eagles,Earlybird,That he's got no time for flying
968,01/06/72,Eagles,The Eagles,Earlybird,In the breeze
969,01/06/72,Eagles,The Eagles,Earlybird,"High up on his own,"
970,01/06/72,Eagles,The Eagles,Earlybird,The eagle flies alone
971,01/06/72,Eagles,The Eagles,Earlybird,And he is free
972,01/06/72,Eagles,The Eagles,Earlybird,Earlybird is scratching
973,01/06/72,Eagles,The Eagles,Earlybird,Though the going's getting tough
974,01/06/72,Eagles,The Eagles,Earlybird,Time is passing by him
975,01/06/72,Eagles,The Eagles,Earlybird,And he just can't get enough
976,01/06/72,Eagles,The Eagles,Earlybird,He'll tell you all is going well
977,01/06/72,Eagles,The Eagles,Earlybird,But he knows that somethings wrong
978,01/06/72,Eagles,The Eagles,Earlybird,The earlybird will wake one day
979,01/06/72,Eagles,The Eagles,Earlybird,And find his life is gone
980,01/06/72,Eagles,The Eagles,Earlybird,Know I like to lay in bed
981,01/06/72,Eagles,The Eagles,Earlybird,And sleep out in the sun
982,01/06/72,Eagles,The Eagles,Earlybird,Reading books and playing
983,01/06/72,Eagles,The Eagles,Earlybird,Crazy music just for fun
984,01/06/72,Eagles,The Eagles,Earlybird,You know it makes feel so fine
985,01/06/72,Eagles,The Eagles,Earlybird,And sets my mind at ease
986,01/06/72,Eagles,The Eagles,Earlybird,To know that I don't harm a soul
987,01/06/72,Eagles,The Eagles,Earlybird,In doing what I please
988,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
989,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
990,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
991,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
992,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
993,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
994,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
995,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
996,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
997,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
998,01/06/72,Eagles,The Eagles,Earlybird,"Any old day you say,"
999,01/06/72,Eagles,The Eagles,Earlybird,Ain't gonna fade away
1000,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,I like the way your sparkling earrings lay
1001,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,Against your skin so brown.
1002,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I wanna sleep with you in the desert tonight
1003,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,With a billion stars all around.
1004,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,'Cause I got a peaceful easy feeling.
1005,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I know you won't let me down
1006,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,'Cause I'm already standing on the ground.
1007,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I found out a long time ago
1008,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,What a woman can do to your soul.
1009,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,"Oh, but she can't take you anyway,"
1010,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,You don't already know how to go.
1011,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I got a peaceful easy feeling.
1012,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I know you won't let me down
1013,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,'Cause I'm already standing on the ground.
1014,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,I get this feeling I may know you
1015,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,As a lover and a friend.
1016,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,"But this voice keeps whispering in my other ear,"
1017,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,Tells me I may never see you again.
1018,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,'Cause I get a peaceful easy feeling.
1019,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,And I know you won't let me down
1020,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,'Cause I'm already standing
1021,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,I'm already standing
1022,01/06/72,Eagles,The Eagles,Peaceful Easy Feeling,"Yes, I'm already standing on the ground"
1023,01/06/72,Eagles,The Eagles,Tryin',I'm just arriving in the city
1024,01/06/72,Eagles,The Eagles,Tryin',And there's music on my mind
1025,01/06/72,Eagles,The Eagles,Tryin',Lookin' for my destination
