sl,date,artist,album,song,word,sentiment
205,30/11/82,Michael Jackson,thriller,Baby Be Mine,passion,trust
206,30/11/82,Michael Jackson,thriller,Baby Be Mine,fade,negative
207,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
207,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
207,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
207,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
209,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
209,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
209,30/11/82,Michael Jackson,thriller,Baby Be Mine,time,anticipation
211,30/11/82,Michael Jackson,thriller,Baby Be Mine,reason,positive
212,30/11/82,Michael Jackson,thriller,Baby Be Mine,sun,anticipation
212,30/11/82,Michael Jackson,thriller,Baby Be Mine,sun,joy
212,30/11/82,Michael Jackson,thriller,Baby Be Mine,sun,positive
212,30/11/82,Michael Jackson,thriller,Baby Be Mine,sun,surprise
212,30/11/82,Michael Jackson,thriller,Baby Be Mine,sun,trust
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,promise,joy
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,promise,positive
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,promise,trust
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,dawn,anticipation
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,dawn,joy
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,dawn,positive
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,dawn,surprise
213,30/11/82,Michael Jackson,thriller,Baby Be Mine,dawn,trust
214,30/11/82,Michael Jackson,thriller,Baby Be Mine,begun,anticipation
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,thrill,anticipation
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,thrill,fear
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,thrill,joy
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,thrill,positive
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,thrill,surprise
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
217,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
218,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,joy
218,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,positive
218,30/11/82,Michael Jackson,thriller,Baby Be Mine,time,anticipation
220,30/11/82,Michael Jackson,thriller,Baby Be Mine,sky,positive
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,sweet,anticipation
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,sweet,joy
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,sweet,positive
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,sweet,surprise
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,sweet,trust
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,joy
221,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,positive
223,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
223,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
223,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
223,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
224,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,joy
224,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,positive
227,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
227,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
227,30/11/82,Michael Jackson,thriller,Baby Be Mine,time,anticipation
228,30/11/82,Michael Jackson,thriller,Baby Be Mine,show,trust
230,30/11/82,Michael Jackson,thriller,Baby Be Mine,reason,positive
232,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
232,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
233,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,joy
233,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,positive
236,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
236,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
236,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
236,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
237,30/11/82,Michael Jackson,thriller,Baby Be Mine,show,trust
241,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,joy
241,30/11/82,Michael Jackson,thriller,Baby Be Mine,love,positive
243,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,joy
243,30/11/82,Michael Jackson,thriller,Baby Be Mine,baby,positive
244,30/11/82,Michael Jackson,thriller,Baby Be Mine,show,trust
249,30/11/82,Michael Jackson,thriller,The Girl Is Mine,start,anticipation
250,30/11/82,Michael Jackson,thriller,The Girl Is Mine,proud,anticipation
250,30/11/82,Michael Jackson,thriller,The Girl Is Mine,proud,joy
250,30/11/82,Michael Jackson,thriller,The Girl Is Mine,proud,positive
250,30/11/82,Michael Jackson,thriller,The Girl Is Mine,proud,trust
251,30/11/82,Michael Jackson,thriller,The Girl Is Mine,special,joy
251,30/11/82,Michael Jackson,thriller,The Girl Is Mine,special,positive
259,30/11/82,Michael Jackson,thriller,The Girl Is Mine,silly,joy
259,30/11/82,Michael Jackson,thriller,The Girl Is Mine,silly,negative
260,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,disgust
260,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,negative
260,30/11/82,Michael Jackson,thriller,The Girl Is Mine,time,anticipation
263,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,disgust
263,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,negative
263,30/11/82,Michael Jackson,thriller,The Girl Is Mine,time,anticipation
266,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,joy
266,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,positive
269,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,joy
269,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,positive
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,joy
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,positive
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,trust
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,share,anticipation
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,share,joy
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,share,positive
270,30/11/82,Michael Jackson,thriller,The Girl Is Mine,share,trust
280,30/11/82,Michael Jackson,thriller,The Girl Is Mine,build,positive
281,30/11/82,Michael Jackson,thriller,The Girl Is Mine,time,anticipation
287,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,disgust
287,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,negative
287,30/11/82,Michael Jackson,thriller,The Girl Is Mine,time,anticipation
298,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,disgust
298,30/11/82,Michael Jackson,thriller,The Girl Is Mine,waste,negative
298,30/11/82,Michael Jackson,thriller,The Girl Is Mine,time,anticipation
302,30/11/82,Michael Jackson,thriller,The Girl Is Mine,fight,anger
302,30/11/82,Michael Jackson,thriller,The Girl Is Mine,fight,fear
302,30/11/82,Michael Jackson,thriller,The Girl Is Mine,fight,negative
304,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,anticipation
304,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,joy
304,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,positive
304,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,trust
307,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,anticipation
307,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,joy
307,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,positive
307,30/11/82,Michael Jackson,thriller,The Girl Is Mine,lover,trust
309,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,joy
309,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,positive
309,30/11/82,Michael Jackson,thriller,The Girl Is Mine,loving,trust
309,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,joy
309,30/11/82,Michael Jackson,thriller,The Girl Is Mine,love,positive
327,30/11/82,Michael Jackson,thriller,Beat It,disappear,fear
328,30/11/82,Michael Jackson,thriller,Beat It,words,anger
328,30/11/82,Michael Jackson,thriller,Beat It,words,negative
332,30/11/82,Michael Jackson,thriller,Beat It,tough,negative
332,30/11/82,Michael Jackson,thriller,Beat It,tough,sadness
333,30/11/82,Michael Jackson,thriller,Beat It,bad,anger
333,30/11/82,Michael Jackson,thriller,Beat It,bad,disgust
333,30/11/82,Michael Jackson,thriller,Beat It,bad,fear
333,30/11/82,Michael Jackson,thriller,Beat It,bad,negative
333,30/11/82,Michael Jackson,thriller,Beat It,bad,sadness
334,30/11/82,Michael Jackson,thriller,Beat It,chorus,positive
336,30/11/82,Michael Jackson,thriller,Beat It,defeated,negative
336,30/11/82,Michael Jackson,thriller,Beat It,defeated,sadness
337,30/11/82,Michael Jackson,thriller,Beat It,fight,anger
337,30/11/82,Michael Jackson,thriller,Beat It,fight,fear
337,30/11/82,Michael Jackson,thriller,Beat It,fight,negative
338,30/11/82,Michael Jackson,thriller,Beat It,wrong,negative
340,30/11/82,Michael Jackson,thriller,Beat It,leave,negative
340,30/11/82,Michael Jackson,thriller,Beat It,leave,sadness
340,30/11/82,Michael Jackson,thriller,Beat It,leave,surprise
341,30/11/82,Michael Jackson,thriller,Beat It,boy,disgust
341,30/11/82,Michael Jackson,thriller,Beat It,boy,negative
342,30/11/82,Michael Jackson,thriller,Beat It,alive,anticipation
342,30/11/82,Michael Jackson,thriller,Beat It,alive,joy
342,30/11/82,Michael Jackson,thriller,Beat It,alive,positive
342,30/11/82,Michael Jackson,thriller,Beat It,alive,trust
344,30/11/82,Michael Jackson,thriller,Beat It,show,trust
345,30/11/82,Michael Jackson,thriller,Beat It,truth,positive
345,30/11/82,Michael Jackson,thriller,Beat It,truth,trust
345,30/11/82,Michael Jackson,thriller,Beat It,dare,anticipation
345,30/11/82,Michael Jackson,thriller,Beat It,dare,trust
346,30/11/82,Michael Jackson,thriller,Beat It,kick,anger
346,30/11/82,Michael Jackson,thriller,Beat It,kick,negative
346,30/11/82,Michael Jackson,thriller,Beat It,fair,positive
347,30/11/82,Michael Jackson,thriller,Beat It,bad,anger
347,30/11/82,Michael Jackson,thriller,Beat It,bad,disgust
347,30/11/82,Michael Jackson,thriller,Beat It,bad,fear
347,30/11/82,Michael Jackson,thriller,Beat It,bad,negative
347,30/11/82,Michael Jackson,thriller,Beat It,bad,sadness
348,30/11/82,Michael Jackson,thriller,Beat It,chorus,positive
350,30/11/82,Michael Jackson,thriller,Beat It,defeated,negative
350,30/11/82,Michael Jackson,thriller,Beat It,defeated,sadness
351,30/11/82,Michael Jackson,thriller,Beat It,fight,anger
351,30/11/82,Michael Jackson,thriller,Beat It,fight,fear
351,30/11/82,Michael Jackson,thriller,Beat It,fight,negative
352,30/11/82,Michael Jackson,thriller,Beat It,wrong,negative
355,30/11/82,Michael Jackson,thriller,Beat It,defeated,negative
355,30/11/82,Michael Jackson,thriller,Beat It,defeated,sadness
356,30/11/82,Michael Jackson,thriller,Beat It,fight,anger
356,30/11/82,Michael Jackson,thriller,Beat It,fight,fear
356,30/11/82,Michael Jackson,thriller,Beat It,fight,negative
357,30/11/82,Michael Jackson,thriller,Beat It,wrong,negative
358,30/11/82,Michael Jackson,thriller,Beat It,chorus,positive
360,30/11/82,Michael Jackson,thriller,Beat It,defeated,negative
360,30/11/82,Michael Jackson,thriller,Beat It,defeated,sadness
361,30/11/82,Michael Jackson,thriller,Beat It,fight,anger
361,30/11/82,Michael Jackson,thriller,Beat It,fight,fear
361,30/11/82,Michael Jackson,thriller,Beat It,fight,negative
362,30/11/82,Michael Jackson,thriller,Beat It,wrong,negative
365,30/11/82,Michael Jackson,thriller,Billie Jean,beauty,joy
365,30/11/82,Michael Jackson,thriller,Billie Jean,beauty,positive
369,30/11/82,Michael Jackson,thriller,Billie Jean,dance,joy
369,30/11/82,Michael Jackson,thriller,Billie Jean,dance,positive
369,30/11/82,Michael Jackson,thriller,Billie Jean,dance,trust
371,30/11/82,Michael Jackson,thriller,Billie Jean,dance,joy
371,30/11/82,Michael Jackson,thriller,Billie Jean,dance,positive
371,30/11/82,Michael Jackson,thriller,Billie Jean,dance,trust
375,30/11/82,Michael Jackson,thriller,Billie Jean,dance,joy
375,30/11/82,Michael Jackson,thriller,Billie Jean,dance,positive
375,30/11/82,Michael Jackson,thriller,Billie Jean,dance,trust
376,30/11/82,Michael Jackson,thriller,Billie Jean,careful,positive
377,30/11/82,Michael Jackson,thriller,Billie Jean,young,anticipation
377,30/11/82,Michael Jackson,thriller,Billie Jean,young,joy
377,30/11/82,Michael Jackson,thriller,Billie Jean,young,positive
377,30/11/82,Michael Jackson,thriller,Billie Jean,young,surprise
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,anticipation
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,joy
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,negative
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,positive
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,sadness
378,30/11/82,Michael Jackson,thriller,Billie Jean,mother,trust
378,30/11/82,Michael Jackson,thriller,Billie Jean,careful,positive
378,30/11/82,Michael Jackson,thriller,Billie Jean,love,joy
378,30/11/82,Michael Jackson,thriller,Billie Jean,love,positive
379,30/11/82,Michael Jackson,thriller,Billie Jean,careful,positive
380,30/11/82,Michael Jackson,thriller,Billie Jean,lie,anger
380,30/11/82,Michael Jackson,thriller,Billie Jean,lie,disgust
380,30/11/82,Michael Jackson,thriller,Billie Jean,lie,negative
380,30/11/82,Michael Jackson,thriller,Billie Jean,lie,sadness
380,30/11/82,Michael Jackson,thriller,Billie Jean,truth,positive
380,30/11/82,Michael Jackson,thriller,Billie Jean,truth,trust
381,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
381,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
381,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
381,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
387,30/11/82,Michael Jackson,thriller,Billie Jean,law,trust
389,30/11/82,Michael Jackson,thriller,Billie Jean,demand,anger
389,30/11/82,Michael Jackson,thriller,Billie Jean,demand,negative
392,30/11/82,Michael Jackson,thriller,Billie Jean,advice,trust
395,30/11/82,Michael Jackson,thriller,Billie Jean,baby,joy
395,30/11/82,Michael Jackson,thriller,Billie Jean,baby,positive
397,30/11/82,Michael Jackson,thriller,Billie Jean,baby,joy
397,30/11/82,Michael Jackson,thriller,Billie Jean,baby,positive
397,30/11/82,Michael Jackson,thriller,Billie Jean,cry,negative
397,30/11/82,Michael Jackson,thriller,Billie Jean,cry,sadness
399,30/11/82,Michael Jackson,thriller,Billie Jean,dance,joy
399,30/11/82,Michael Jackson,thriller,Billie Jean,dance,positive
399,30/11/82,Michael Jackson,thriller,Billie Jean,dance,trust
399,30/11/82,Michael Jackson,thriller,Billie Jean,baby,joy
399,30/11/82,Michael Jackson,thriller,Billie Jean,baby,positive
400,30/11/82,Michael Jackson,thriller,Billie Jean,careful,positive
401,30/11/82,Michael Jackson,thriller,Billie Jean,young,anticipation
401,30/11/82,Michael Jackson,thriller,Billie Jean,young,joy
401,30/11/82,Michael Jackson,thriller,Billie Jean,young,positive
401,30/11/82,Michael Jackson,thriller,Billie Jean,young,surprise
402,30/11/82,Michael Jackson,thriller,Billie Jean,break,surprise
404,30/11/82,Michael Jackson,thriller,Billie Jean,smell,anger
404,30/11/82,Michael Jackson,thriller,Billie Jean,smell,disgust
404,30/11/82,Michael Jackson,thriller,Billie Jean,smell,negative
404,30/11/82,Michael Jackson,thriller,Billie Jean,sweet,anticipation
404,30/11/82,Michael Jackson,thriller,Billie Jean,sweet,joy
404,30/11/82,Michael Jackson,thriller,Billie Jean,sweet,positive
404,30/11/82,Michael Jackson,thriller,Billie Jean,sweet,surprise
404,30/11/82,Michael Jackson,thriller,Billie Jean,sweet,trust
407,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
407,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
407,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
407,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
411,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
411,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
411,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
411,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
419,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
419,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
419,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
419,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
421,30/11/82,Michael Jackson,thriller,Billie Jean,baby,joy
421,30/11/82,Michael Jackson,thriller,Billie Jean,baby,positive
431,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
431,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
431,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
431,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
432,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
432,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
432,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
432,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
433,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
433,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
433,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
433,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
435,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
435,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
435,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
435,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
438,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
438,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
438,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
438,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
441,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
441,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
441,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
441,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
442,30/11/82,Michael Jackson,thriller,Billie Jean,lover,anticipation
442,30/11/82,Michael Jackson,thriller,Billie Jean,lover,joy
442,30/11/82,Michael Jackson,thriller,Billie Jean,lover,positive
442,30/11/82,Michael Jackson,thriller,Billie Jean,lover,trust
444,30/11/82,Michael Jackson,thriller,Human Nature,time,anticipation
448,30/11/82,Michael Jackson,thriller,Human Nature,sweet,anticipation
448,30/11/82,Michael Jackson,thriller,Human Nature,sweet,joy
448,30/11/82,Michael Jackson,thriller,Human Nature,sweet,positive
448,30/11/82,Michael Jackson,thriller,Human Nature,sweet,surprise
448,30/11/82,Michael Jackson,thriller,Human Nature,sweet,trust
450,30/11/82,Michael Jackson,thriller,Human Nature,time,anticipation
454,30/11/82,Michael Jackson,thriller,Human Nature,bite,negative
462,30/11/82,Michael Jackson,thriller,Human Nature,stranger,fear
462,30/11/82,Michael Jackson,thriller,Human Nature,stranger,negative
463,30/11/82,Michael Jackson,thriller,Human Nature,electric,joy
463,30/11/82,Michael Jackson,thriller,Human Nature,electric,positive
463,30/11/82,Michael Jackson,thriller,Human Nature,electric,surprise
482,30/11/82,Michael Jackson,thriller,Human Nature,shoulder,positive
482,30/11/82,Michael Jackson,thriller,Human Nature,shoulder,trust
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),good,anticipation
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),good,joy
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),good,positive
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),good,surprise
506,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),good,trust
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
508,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
509,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,joy
509,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,positive
511,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,joy
511,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,positive
514,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),sugar,positive
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,anticipation
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,joy
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,positive
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,trust
515,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),time,anticipation
517,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),hit,anger
517,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),hit,negative
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),ease,positive
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pain,fear
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pain,negative
518,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pain,sadness
520,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
520,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
521,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
523,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
525,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
525,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
526,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
528,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
533,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,joy
533,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,positive
534,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),emergency,fear
534,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),emergency,negative
534,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),emergency,sadness
534,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),emergency,surprise
535,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),cool,positive
535,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),fire,fear
536,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),honey,positive
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,anticipation
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,joy
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,positive
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),perfect,trust
537,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),time,anticipation
540,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),hit,anger
540,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),hit,negative
542,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
542,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
543,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
