sl,Year,artist,album,song,text
771,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Back to where I should have always stayed
772,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,And now I've heard the maybe to your story
773,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,And it's enough love for me to stay
774,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Can it be I stayed away too long
775,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Did I leave your mind when I was gone
776,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,It's not my thing trying to get back
777,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,But this time let me tell you where I'm at
778,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,[:]
779,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,"I wanna, wanna be where you are"
780,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Anywhere you are
781,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,"I wanna, wanna be where you are"
782,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Everywhere you are
783,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,[Bridge:]
784,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,Please don't close the door to our future
785,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,There's so many things we haven't tried
786,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,I could love you better than I used to
787,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,And give you all the love I have inside
788,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,[:]
789,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,"I wanna, wanna be where you are"
790,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,"Any, any, anywhere you are"
791,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,"I wanna, wanna be where you are"
792,1972,Michael Jackson,Got To Be There ,I Wanna Be Where You Are,I gotta be where you are
793,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Oooh
794,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Foolish of me, I couldn't see"
795,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,The forest for the trees
796,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,You've been so true
797,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,I've been so cruel to you
798,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Oh, girl please don't leave me"
799,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,[:]
800,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,If you stay I'll find a way
801,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,To erase the past
802,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Baby don't leave me
803,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Girl don't take your love from me
804,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Oh girl
805,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,What can I say to make you stay
806,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Baby, don't leave me"
807,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,You've been so kind
808,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,It blows my mind to know
809,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Oh girl, I really hurt you"
810,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,[:]
811,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Tell me girl, it's not to late"
812,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,And you give me a chance
813,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,To make it up to you
814,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love from me
815,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Girl don't take your love
816,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love
817,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,[Bridge:]
818,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Girl, if you take your love away from me"
819,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,I'm gonna be in misery
820,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Your love is the strength that I lean upon
821,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,How will I make it when it's gone
822,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Of all the little things I wanted to say....
823,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,...I really wanted to do
824,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Girl , this time..."
825,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Ooh, oh girl I really mean it"
826,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,[:]
827,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"So tell me girl, it's not too late"
828,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,And you'll give me a chance
829,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,To make it up to you
830,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love from me
831,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Don't take your love, no no no no no"
832,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love
833,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't leave me girl
834,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love from me
835,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Baby, don't take your love from me"
836,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,Don't take your love from me
837,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Oooh, don't take your love from me"
838,1972,Michael Jackson,Got To Be There ,Girl Don't Take Your Love From Me,"Baby, don't take your love from me"
839,1972,Michael Jackson,Got To Be There ,In Our Small Way,[Refrain]
840,1972,Michael Jackson,Got To Be There ,In Our Small Way,Maybe you and I can't do great things
841,1972,Michael Jackson,Got To Be There ,In Our Small Way,We may not change the world in one day
842,1972,Michael Jackson,Got To Be There ,In Our Small Way,But we still can change some things today...
843,1972,Michael Jackson,Got To Be There ,In Our Small Way,In our small way
844,1972,Michael Jackson,Got To Be There ,In Our Small Way,Empty words are not enough
845,1972,Michael Jackson,Got To Be There ,In Our Small Way,Where there's hurt we'll be a crush
846,1972,Michael Jackson,Got To Be There ,In Our Small Way,When there's thirst we'll fill each other's cup
847,1972,Michael Jackson,Got To Be There ,In Our Small Way,Because we care we love enough to share
848,1972,Michael Jackson,Got To Be There ,In Our Small Way,[Refrain]
849,1972,Michael Jackson,Got To Be There ,In Our Small Way,Maybe you and I can't do great things
850,1972,Michael Jackson,Got To Be There ,In Our Small Way,We may not change the world in one day
851,1972,Michael Jackson,Got To Be There ,In Our Small Way,But we still can change some things today...
852,1972,Michael Jackson,Got To Be There ,In Our Small Way,In our small way
853,1972,Michael Jackson,Got To Be There ,In Our Small Way,In despair we'll be the hope
854,1972,Michael Jackson,Got To Be There ,In Our Small Way,And the prayer that frees the soul
855,1972,Michael Jackson,Got To Be There ,In Our Small Way,We'll be there to share each lonely road
856,1972,Michael Jackson,Got To Be There ,In Our Small Way,"Because we love, I know"
857,1972,Michael Jackson,Got To Be There ,In Our Small Way,We care enough
858,1972,Michael Jackson,Got To Be There ,In Our Small Way,[Refrain]
859,1972,Michael Jackson,Got To Be There ,In Our Small Way,Maybe you and I can't do great things
860,1972,Michael Jackson,Got To Be There ,In Our Small Way,We may not change the world in one day
861,1972,Michael Jackson,Got To Be There ,In Our Small Way,But we still can change some things today...
862,1972,Michael Jackson,Got To Be There ,In Our Small Way,In our small way
863,1972,Michael Jackson,Got To Be There ,In Our Small Way,Just a little time is all it takes
864,1972,Michael Jackson,Got To Be There ,In Our Small Way,"What a difference just a smile can make, you'll see"
865,1972,Michael Jackson,Got To Be There ,In Our Small Way,Love is all we need
866,1972,Michael Jackson,Got To Be There ,In Our Small Way,[Refrain]
867,1972,Michael Jackson,Got To Be There ,In Our Small Way,Maybe you and I can't do great things
868,1972,Michael Jackson,Got To Be There ,In Our Small Way,We may not change the world in one day
869,1972,Michael Jackson,Got To Be There ,In Our Small Way,But we still can change some things today...
870,1972,Michael Jackson,Got To Be There ,In Our Small Way,In our small way
871,1972,Michael Jackson,Got To Be There ,Got To Be There,"Got to be there, got to be there"
872,1972,Michael Jackson,Got To Be There ,Got To Be There,In the morning
873,1972,Michael Jackson,Got To Be There ,Got To Be There,When she says hello to the world
874,1972,Michael Jackson,Got To Be There ,Got To Be There,"Got to be there, got to be there"
875,1972,Michael Jackson,Got To Be There ,Got To Be There,Bring her good times
876,1972,Michael Jackson,Got To Be There ,Got To Be There,And show her that she's my girl
877,1972,Michael Jackson,Got To Be There ,Got To Be There,Oh what a feeling there'll be
878,1972,Michael Jackson,Got To Be There ,Got To Be There,The moment I know she loves me
879,1972,Michael Jackson,Got To Be There ,Got To Be There,'Cause when I look in her eyes I realize
880,1972,Michael Jackson,Got To Be There ,Got To Be There,I need her sharing her world beside me
881,1972,Michael Jackson,Got To Be There ,Got To Be There,So I've got to be there
882,1972,Michael Jackson,Got To Be There ,Got To Be There,Got to be there in the morning
883,1972,Michael Jackson,Got To Be There ,Got To Be There,And welcome her into my world
884,1972,Michael Jackson,Got To Be There ,Got To Be There,And show her that she is my girl
885,1972,Michael Jackson,Got To Be There ,Got To Be There,"When she says, Hello world!"
886,1972,Michael Jackson,Got To Be There ,Got To Be There,I need her sharing the world beside me
887,1972,Michael Jackson,Got To Be There ,Got To Be There,That's why I've got to be there
888,1972,Michael Jackson,Got To Be There ,Got To Be There,Got to be there where love begins
889,1972,Michael Jackson,Got To Be There ,Got To Be There,And that's everywhere she goes
890,1972,Michael Jackson,Got To Be There ,Got To Be There,I've got to be there so she knows
891,1972,Michael Jackson,Got To Be There ,Got To Be There,"That when she's with me, she's home"
892,1972,Michael Jackson,Got To Be There ,Got To Be There,Got to be there
893,1972,Michael Jackson,Got To Be There ,Got To Be There,Got to be there
894,1972,Michael Jackson,Got To Be There ,Rockin' Robin,He rocks in the tree tops all day long
895,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Hoppin' and a-boppin' and singing his song
896,1972,Michael Jackson,Got To Be There ,Rockin' Robin,All the little birdies on Jaybird Street
897,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Love to hear the robin go tweet tweet tweet
898,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"Rockin' robin, rock rock"
899,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Rockin' robin
900,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Blow rockin' robin
901,1972,Michael Jackson,Got To Be There ,Rockin' Robin,'Cause we're really gonna rock tonight
902,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"Every little swallow, every chickadee"
903,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Every little bird in the tall oak tree
904,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"The wise old owl, the big black crow"
905,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Flappin' their wings singing go bird go
906,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"Rockin' robin, rock rock"
907,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Rockin' robin
908,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Blow rockin' robin
909,1972,Michael Jackson,Got To Be There ,Rockin' Robin,'Cause we're really gonna rock tonight
910,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Pretty little raven at the bird-band stand
911,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Taught him how to do the bop and it was grand
912,1972,Michael Jackson,Got To Be There ,Rockin' Robin,They started going steady and bless my soul
913,1972,Michael Jackson,Got To Be There ,Rockin' Robin,He out-bopped the buzzard and the oriole
914,1972,Michael Jackson,Got To Be There ,Rockin' Robin,He rocks in the tree tops all day long
915,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Hoppin' and a-boppin' and singing his song
916,1972,Michael Jackson,Got To Be There ,Rockin' Robin,All the little birdies on Jaybird Street
917,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Love to hear the robin go tweet tweet tweet
918,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"Rockin' robin, rock rock"
919,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Rockin' robin
920,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Blow rockin' robin
921,1972,Michael Jackson,Got To Be There ,Rockin' Robin,'Cause we're really gonna rock tonight
922,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Pretty little raven at the bird-band stand
923,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Taught him how to do the bop and it was grand
924,1972,Michael Jackson,Got To Be There ,Rockin' Robin,They started going steady and bless my soul
925,1972,Michael Jackson,Got To Be There ,Rockin' Robin,He out-bopped the buzzard and the oriole
926,1972,Michael Jackson,Got To Be There ,Rockin' Robin,He rocks in the tree tops all day long
927,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Hoppin' and a-boppin' and singing his song
928,1972,Michael Jackson,Got To Be There ,Rockin' Robin,All the little birdies on Jaybird Street
929,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Love to hear the robin go tweet tweet tweet
930,1972,Michael Jackson,Got To Be There ,Rockin' Robin,"Rockin' robin, rock rock"
931,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Rockin' robin
932,1972,Michael Jackson,Got To Be There ,Rockin' Robin,Blow rockin' robin
933,1972,Michael Jackson,Got To Be There ,Rockin' Robin,'Cause we're really gonna rock tonight
934,1972,Michael Jackson,Got To Be There ,Wings Of My Love,When this old world gets you down
935,1972,Michael Jackson,Got To Be There ,Wings Of My Love,When your spirit's on the ground
936,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just remember I will always be around
937,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just climb on the wings of my love
938,1972,Michael Jackson,Got To Be There ,Wings Of My Love,I'll take you high on the wings of my love
939,1972,Michael Jackson,Got To Be There ,Wings Of My Love,When you're feeling all alone
940,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Like a child who's got no home
941,1972,Michael Jackson,Got To Be There ,Wings Of My Love,You know you've always got a place where you can go
942,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just climb on the wings of my love
943,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Like a beach that knows no boundaries with all the trees
944,1972,Michael Jackson,Got To Be There ,Wings Of My Love,As it rushes to the seas darling we'll be just as free
945,1972,Michael Jackson,Got To Be There ,Wings Of My Love,I'll lift your spirits high our love will fly
946,1972,Michael Jackson,Got To Be There ,Wings Of My Love,We'll have heaven blue skies and forever sunshine
947,1972,Michael Jackson,Got To Be There ,Wings Of My Love,'Til you break those ties that bind
948,1972,Michael Jackson,Got To Be There ,Wings Of My Love,'Til that day you're really mine
949,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Anytime you want to leave your world behind
950,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just climb on the wings of my love
951,1972,Michael Jackson,Got To Be There ,Wings Of My Love,I'll lift your spirits high our love will fly
952,1972,Michael Jackson,Got To Be There ,Wings Of My Love,We'll have heaven blue skies and forever sunshine
953,1972,Michael Jackson,Got To Be There ,Wings Of My Love,We've got rainbows yet to find
954,1972,Michael Jackson,Got To Be There ,Wings Of My Love,And we'll find them all in time
955,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Girl you know someday we'll even touch the sky
956,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just climb on the wings of my love
957,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Anytime you want to leave your world behind
958,1972,Michael Jackson,Got To Be There ,Wings Of My Love,I'll take you high on the wings of my love
959,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just take my hand and together we'll touch the sky
960,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Just climb on the wings of my love
961,1972,Michael Jackson,Got To Be There ,Wings Of My Love,Yes remember I will always be around
962,1972,Michael Jackson,Got To Be There ,Wings Of My Love,I'll take you high on the wings of my love
963,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria hey hey Maria
964,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria don't you hear me calling Maria
965,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria girl you know you were the only one
966,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Hey hey Maria
967,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria don't you miss me just a little
968,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria after all you were the only one
969,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Come on back to me Maria
970,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria come on back to me girl
971,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Hey hey Maria
972,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria it's been long so long
973,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria since you've been gone
974,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Hey hey Maria
975,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria don't you need me just a little
976,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria 'cause honest girl you were the only one
977,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Come on back to me Maria
978,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Oh come on back to me girl
979,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria I need you
980,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Maria why d'you keep a-running away
981,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Oh baby you keep a-running away
982,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Oh baby yeah Maria
983,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,I need you honey
984,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Oh Maria you sweet little sunflower
985,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Oh hear my plea for sympathy
986,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,I just want you here with me Maria
987,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,If you're on that lonely night
988,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,What's my life without you girl
989,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,I'm so lonely I'm so blue
990,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Without you darling my life is through
991,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,Come on back
992,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Love is here
993,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
994,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Love is here
995,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
996,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You persuaded me to love you
997,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,And I did
998,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,But instead of tendeness
999,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,I found heartache instead
1000,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Into your arms I fell
1001,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,So unaware of the lonelyness
1002,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Thar was waiting there
1003,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,[Spoken:]
1004,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"You closed the door to your heart, girl"
1005,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,And you turned the key
1006,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Locked your love away from me
1007,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Love is here
1008,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
1009,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You made me love you
1010,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
1011,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You said loving you
1012,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Would make life beautiful
1013,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,With each passing day
1014,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,But as soon as love came
1015,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Into my heart
1016,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You turned and you walked
1017,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Just walked away
1018,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,[Spoken:]
1019,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You stripped me of my dreams
1020,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"You gave me faith, then you took my hope"
1021,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Look at me now
1022,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Look at me
1023,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,See what loving has done to me
1024,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Look at my face
1025,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,See how cryin' has left its trace
1026,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,After you made me all your own
1027,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Then you left me all alone
1028,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You made your words sound so sweet
1029,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Knowing that your love I couldn't keep
1030,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,[Spoken:]
1031,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,My heart cries out for your tuch
1032,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"But baby, you're not there"
1033,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,And the lonely cry fades in the air
1034,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Love is here
1035,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
1036,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,Love is here
1037,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"And oh my darling, now you're gone"
1038,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,You made me love you
1039,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"Oh oh my darling, now you're gone"
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"Talking 'bout love, love, love, love,"
1041,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,"Ooh ooh my darling, now you're gone"
1042,1972,Michael Jackson,Got To Be There ,You've Got A Friend,When you're down and trubled
1043,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And you need some love and care
1044,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"And nothin', no nothin' is goin' right"
1045,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Just close your eyes and think of me
1046,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And soon I'll be there to brighten up
1047,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Yeah, even your darkest night"
1048,1972,Michael Jackson,Got To Be There ,You've Got A Friend,You just call out my name
1049,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"And you know, wherever I am"
1050,1972,Michael Jackson,Got To Be There ,You've Got A Friend,I'll come a-runnin'
1051,1972,Michael Jackson,Got To Be There ,You've Got A Friend,To see you again
1052,1972,Michael Jackson,Got To Be There ,You've Got A Friend,[:]
1053,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Winter, spring, summer or fall"
1054,1972,Michael Jackson,Got To Be There ,You've Got A Friend,All you have to do is call
1055,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"And I'll be there, yeah I will"
1056,1972,Michael Jackson,Got To Be There ,You've Got A Friend,You've got a friend
1057,1972,Michael Jackson,Got To Be There ,You've Got A Friend,When the sky above you
1058,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Grows dark and full of clouds
1059,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And that old north wind
1060,1972,Michael Jackson,Got To Be There ,You've Got A Friend,He begins to blow
1061,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Here's what you do baby
1062,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Keep your head together
1063,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And call my name out loud
1064,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And soon you'll hear me
1065,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Knockin' at your door
1066,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Oh yes I will, yes I will"
1067,1972,Michael Jackson,Got To Be There ,You've Got A Friend,You just call out my name
1068,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"And you know, wherever I am"
1069,1972,Michael Jackson,Got To Be There ,You've Got A Friend,I'll come a-runnin'
1070,1972,Michael Jackson,Got To Be There ,You've Got A Friend,To see you again
1071,1972,Michael Jackson,Got To Be There ,You've Got A Friend,[]
1072,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Ain't it good to know
1073,1972,Michael Jackson,Got To Be There ,You've Got A Friend,That you've got a friend
1074,1972,Michael Jackson,Got To Be There ,You've Got A Friend,People can be so cold
1075,1972,Michael Jackson,Got To Be There ,You've Got A Friend,They'll hurt you and desert you
1076,1972,Michael Jackson,Got To Be There ,You've Got A Friend,And take your soul if you let them
1077,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Oh, don't let them"
1078,1972,Michael Jackson,Got To Be There ,You've Got A Friend,[:]
1079,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Winter, spring, summer or fall"
1080,1972,Michael Jackson,Got To Be There ,You've Got A Friend,All you have to do is call
1081,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"And I'll be there, yes I will"
1082,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"You've got a friend, yes you do"
1083,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"You've got a friend, yes you do"
1084,1972,Michael Jackson,Got To Be There ,You've Got A Friend,"Right till the end, for you"
1085,1972,Michael Jackson,Got To Be There ,You've Got A Friend,Ain't it good to know
1086,1972,Michael Jackson,Ben,Ben,"Ben, the two of us need look no more"
1087,1972,Michael Jackson,Ben,Ben,We both found what we were looking for
1088,1972,Michael Jackson,Ben,Ben,With a friend to call my own
1089,1972,Michael Jackson,Ben,Ben,I'll never be alone
1090,1972,Michael Jackson,Ben,Ben,And you my friend will see
1091,1972,Michael Jackson,Ben,Ben,You've got a friend in me
1092,1972,Michael Jackson,Ben,Ben,(You've got a friend in me
