sl,Year,artist,album,song,word,sentiment
5465,1999,Eminem, LP ,My Name Is,alive,positive
5465,1999,Eminem, LP ,My Name Is,alive,trust
5467,1999,Eminem, LP ,My Name Is,coming,anticipation
5468,1999,Eminem, LP ,My Name Is,dare,anticipation
5468,1999,Eminem, LP ,My Name Is,dare,trust
5468,1999,Eminem, LP ,My Name Is,ahead,positive
5470,1999,Eminem, LP ,My Name Is,hairy,disgust
5470,1999,Eminem, LP ,My Name Is,hairy,negative
5470,1999,Eminem, LP ,My Name Is,hide,fear
5471,1999,Eminem, LP ,My Name Is,hulk,disgust
5472,1999,Eminem, LP ,My Name Is,spit,disgust
5472,1999,Eminem, LP ,My Name Is,talk,positive
5472,1999,Eminem, LP ,My Name Is,fornication,negative
5473,1999,Eminem, LP ,My Name Is,hungry,anticipation
5473,1999,Eminem, LP ,My Name Is,hungry,negative
5473,1999,Eminem, LP ,My Name Is,fits,anger
5473,1999,Eminem, LP ,My Name Is,fits,negative
5476,1999,Eminem, LP ,My Name Is,bulletproof,positive
5476,1999,Eminem, LP ,My Name Is,shoot,anger
5476,1999,Eminem, LP ,My Name Is,shoot,fear
5476,1999,Eminem, LP ,My Name Is,shoot,negative
5476,1999,Eminem, LP ,My Name Is,bang,anger
5476,1999,Eminem, LP ,My Name Is,bang,disgust
5476,1999,Eminem, LP ,My Name Is,bang,fear
5476,1999,Eminem, LP ,My Name Is,bang,negative
5476,1999,Eminem, LP ,My Name Is,bang,sadness
5476,1999,Eminem, LP ,My Name Is,bang,surprise
5477,1999,Eminem, LP ,My Name Is,mad,anger
5477,1999,Eminem, LP ,My Name Is,mad,disgust
5477,1999,Eminem, LP ,My Name Is,mad,fear
5477,1999,Eminem, LP ,My Name Is,mad,negative
5477,1999,Eminem, LP ,My Name Is,mad,sadness
5488,1999,Eminem, LP ,Guilty Conscience,feat,anticipation
5488,1999,Eminem, LP ,Guilty Conscience,feat,joy
5488,1999,Eminem, LP ,Guilty Conscience,feat,positive
5488,1999,Eminem, LP ,Guilty Conscience,feat,surprise
5490,1999,Eminem, LP ,Guilty Conscience,rob,anger
5490,1999,Eminem, LP ,Guilty Conscience,rob,disgust
5490,1999,Eminem, LP ,Guilty Conscience,rob,fear
5490,1999,Eminem, LP ,Guilty Conscience,rob,negative
5490,1999,Eminem, LP ,Guilty Conscience,rob,sadness
5490,1999,Eminem, LP ,Guilty Conscience,liquor,anger
5490,1999,Eminem, LP ,Guilty Conscience,liquor,joy
5490,1999,Eminem, LP ,Guilty Conscience,liquor,negative
5490,1999,Eminem, LP ,Guilty Conscience,liquor,sadness
5490,1999,Eminem, LP ,Guilty Conscience,store,anticipation
5490,1999,Eminem, LP ,Guilty Conscience,store,positive
5492,1999,Eminem, LP ,Guilty Conscience,sudden,surprise
5492,1999,Eminem, LP ,Guilty Conscience,change,fear
5493,1999,Eminem, LP ,Guilty Conscience,suddenly,surprise
5493,1999,Eminem, LP ,Guilty Conscience,conscience,positive
5493,1999,Eminem, LP ,Guilty Conscience,conscience,trust
5494,1999,Eminem, LP ,Guilty Conscience,shit,anger
5494,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5494,1999,Eminem, LP ,Guilty Conscience,shit,negative
5498,1999,Eminem, LP ,Guilty Conscience,liquor,anger
5498,1999,Eminem, LP ,Guilty Conscience,liquor,joy
5498,1999,Eminem, LP ,Guilty Conscience,liquor,negative
5498,1999,Eminem, LP ,Guilty Conscience,liquor,sadness
5498,1999,Eminem, LP ,Guilty Conscience,store,anticipation
5498,1999,Eminem, LP ,Guilty Conscience,store,positive
5499,1999,Eminem, LP ,Guilty Conscience,money,anger
5499,1999,Eminem, LP ,Guilty Conscience,money,anticipation
5499,1999,Eminem, LP ,Guilty Conscience,money,joy
5499,1999,Eminem, LP ,Guilty Conscience,money,positive
5499,1999,Eminem, LP ,Guilty Conscience,money,surprise
5499,1999,Eminem, LP ,Guilty Conscience,money,trust
5502,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5502,1999,Eminem, LP ,Guilty Conscience,conscience,positive
5502,1999,Eminem, LP ,Guilty Conscience,conscience,trust
5504,1999,Eminem, LP ,Guilty Conscience,nonsense,negative
5505,1999,Eminem, LP ,Guilty Conscience,money,anger
5505,1999,Eminem, LP ,Guilty Conscience,money,anticipation
5505,1999,Eminem, LP ,Guilty Conscience,money,joy
5505,1999,Eminem, LP ,Guilty Conscience,money,positive
5505,1999,Eminem, LP ,Guilty Conscience,money,surprise
5505,1999,Eminem, LP ,Guilty Conscience,money,trust
5506,1999,Eminem, LP ,Guilty Conscience,damn,anger
5506,1999,Eminem, LP ,Guilty Conscience,damn,disgust
5506,1999,Eminem, LP ,Guilty Conscience,damn,negative
5508,1999,Eminem, LP ,Guilty Conscience,safe,joy
5508,1999,Eminem, LP ,Guilty Conscience,safe,positive
5508,1999,Eminem, LP ,Guilty Conscience,safe,trust
5509,1999,Eminem, LP ,Guilty Conscience,razor,fear
5512,1999,Eminem, LP ,Guilty Conscience,neighborhood,anticipation
5512,1999,Eminem, LP ,Guilty Conscience,expose,anticipation
5512,1999,Eminem, LP ,Guilty Conscience,expose,fear
5514,1999,Eminem, LP ,Guilty Conscience,store,anticipation
5514,1999,Eminem, LP ,Guilty Conscience,store,positive
5514,1999,Eminem, LP ,Guilty Conscience,older,sadness
5516,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5516,1999,Eminem, LP ,Guilty Conscience,shit,anger
5516,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5516,1999,Eminem, LP ,Guilty Conscience,shit,negative
5516,1999,Eminem, LP ,Guilty Conscience,shoot,anger
5516,1999,Eminem, LP ,Guilty Conscience,shoot,fear
5516,1999,Eminem, LP ,Guilty Conscience,shoot,negative
5516,1999,Eminem, LP ,Guilty Conscience,bitch,anger
5516,1999,Eminem, LP ,Guilty Conscience,bitch,disgust
5516,1999,Eminem, LP ,Guilty Conscience,bitch,fear
5516,1999,Eminem, LP ,Guilty Conscience,bitch,negative
5516,1999,Eminem, LP ,Guilty Conscience,bitch,sadness
5517,1999,Eminem, LP ,Guilty Conscience,afford,positive
5517,1999,Eminem, LP ,Guilty Conscience,shit,anger
5517,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5517,1999,Eminem, LP ,Guilty Conscience,shit,negative
5518,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5518,1999,Eminem, LP ,Guilty Conscience,bitch,anger
5518,1999,Eminem, LP ,Guilty Conscience,bitch,disgust
5518,1999,Eminem, LP ,Guilty Conscience,bitch,fear
5518,1999,Eminem, LP ,Guilty Conscience,bitch,negative
5518,1999,Eminem, LP ,Guilty Conscience,bitch,sadness
5519,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5521,1999,Eminem, LP ,Guilty Conscience,worth,positive
5521,1999,Eminem, LP ,Guilty Conscience,risk,anticipation
5521,1999,Eminem, LP ,Guilty Conscience,risk,fear
5521,1999,Eminem, LP ,Guilty Conscience,risk,negative
5523,1999,Eminem, LP ,Guilty Conscience,shit,anger
5523,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5523,1999,Eminem, LP ,Guilty Conscience,shit,negative
5524,1999,Eminem, LP ,Guilty Conscience,bad,anger
5524,1999,Eminem, LP ,Guilty Conscience,bad,disgust
5524,1999,Eminem, LP ,Guilty Conscience,bad,fear
5524,1999,Eminem, LP ,Guilty Conscience,bad,negative
5524,1999,Eminem, LP ,Guilty Conscience,bad,sadness
5528,1999,Eminem, LP ,Guilty Conscience,baby,joy
5528,1999,Eminem, LP ,Guilty Conscience,baby,positive
5529,1999,Eminem, LP ,Guilty Conscience,damn,anger
5529,1999,Eminem, LP ,Guilty Conscience,damn,disgust
5529,1999,Eminem, LP ,Guilty Conscience,damn,negative
5533,1999,Eminem, LP ,Guilty Conscience,kiss,anticipation
5533,1999,Eminem, LP ,Guilty Conscience,kiss,joy
5533,1999,Eminem, LP ,Guilty Conscience,kiss,positive
5533,1999,Eminem, LP ,Guilty Conscience,kiss,surprise
5534,1999,Eminem, LP ,Guilty Conscience,young,anticipation
5534,1999,Eminem, LP ,Guilty Conscience,young,joy
5534,1999,Eminem, LP ,Guilty Conscience,young,positive
5534,1999,Eminem, LP ,Guilty Conscience,young,surprise
5534,1999,Eminem, LP ,Guilty Conscience,rave,anger
5534,1999,Eminem, LP ,Guilty Conscience,rave,disgust
5534,1999,Eminem, LP ,Guilty Conscience,rave,joy
5534,1999,Eminem, LP ,Guilty Conscience,rave,negative
5534,1999,Eminem, LP ,Guilty Conscience,rave,positive
5534,1999,Eminem, LP ,Guilty Conscience,rave,surprise
5534,1999,Eminem, LP ,Guilty Conscience,rave,trust
5534,1999,Eminem, LP ,Guilty Conscience,start,anticipation
5534,1999,Eminem, LP ,Guilty Conscience,hot,anger
5535,1999,Eminem, LP ,Guilty Conscience,conscience,positive
5535,1999,Eminem, LP ,Guilty Conscience,conscience,trust
5536,1999,Eminem, LP ,Guilty Conscience,shit,anger
5536,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5536,1999,Eminem, LP ,Guilty Conscience,shit,negative
5542,1999,Eminem, LP ,Guilty Conscience,advantage,positive
5542,1999,Eminem, LP ,Guilty Conscience,fair,positive
5544,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5544,1999,Eminem, LP ,Guilty Conscience,bitch,anger
5544,1999,Eminem, LP ,Guilty Conscience,bitch,disgust
5544,1999,Eminem, LP ,Guilty Conscience,bitch,fear
5544,1999,Eminem, LP ,Guilty Conscience,bitch,negative
5544,1999,Eminem, LP ,Guilty Conscience,bitch,sadness
5547,1999,Eminem, LP ,Guilty Conscience,porno,negative
5548,1999,Eminem, LP ,Guilty Conscience,shit,anger
5548,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5548,1999,Eminem, LP ,Guilty Conscience,shit,negative
5548,1999,Eminem, LP ,Guilty Conscience,jail,fear
5548,1999,Eminem, LP ,Guilty Conscience,jail,negative
5548,1999,Eminem, LP ,Guilty Conscience,jail,sadness
5549,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5549,1999,Eminem, LP ,Guilty Conscience,hit,anger
5549,1999,Eminem, LP ,Guilty Conscience,hit,negative
5549,1999,Eminem, LP ,Guilty Conscience,shit,anger
5549,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5549,1999,Eminem, LP ,Guilty Conscience,shit,negative
5551,1999,Eminem, LP ,Guilty Conscience,damn,anger
5551,1999,Eminem, LP ,Guilty Conscience,damn,disgust
5551,1999,Eminem, LP ,Guilty Conscience,damn,negative
5551,1999,Eminem, LP ,Guilty Conscience,good,anticipation
5551,1999,Eminem, LP ,Guilty Conscience,good,joy
5551,1999,Eminem, LP ,Guilty Conscience,good,positive
5551,1999,Eminem, LP ,Guilty Conscience,good,surprise
5551,1999,Eminem, LP ,Guilty Conscience,good,trust
5553,1999,Eminem, LP ,Guilty Conscience,coming,anticipation
5554,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5557,1999,Eminem, LP ,Guilty Conscience,calm,positive
5557,1999,Eminem, LP ,Guilty Conscience,start,anticipation
5559,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5559,1999,Eminem, LP ,Guilty Conscience,shit,anger
5559,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5559,1999,Eminem, LP ,Guilty Conscience,shit,negative
5559,1999,Eminem, LP ,Guilty Conscience,bitch,anger
5559,1999,Eminem, LP ,Guilty Conscience,bitch,disgust
5559,1999,Eminem, LP ,Guilty Conscience,bitch,fear
5559,1999,Eminem, LP ,Guilty Conscience,bitch,negative
5559,1999,Eminem, LP ,Guilty Conscience,bitch,sadness
5561,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5563,1999,Eminem, LP ,Guilty Conscience,wait,anticipation
5563,1999,Eminem, LP ,Guilty Conscience,wait,negative
5563,1999,Eminem, LP ,Guilty Conscience,shit,anger
5563,1999,Eminem, LP ,Guilty Conscience,shit,disgust
5563,1999,Eminem, LP ,Guilty Conscience,shit,negative
5564,1999,Eminem, LP ,Guilty Conscience,fell,negative
5564,1999,Eminem, LP ,Guilty Conscience,fell,sadness
5564,1999,Eminem, LP ,Guilty Conscience,landed,positive
5566,1999,Eminem, LP ,Guilty Conscience,baby,joy
5566,1999,Eminem, LP ,Guilty Conscience,baby,positive
5566,1999,Eminem, LP ,Guilty Conscience,crazy,anger
5566,1999,Eminem, LP ,Guilty Conscience,crazy,fear
5566,1999,Eminem, LP ,Guilty Conscience,crazy,negative
5566,1999,Eminem, LP ,Guilty Conscience,crazy,sadness
5568,1999,Eminem, LP ,Guilty Conscience,thought,anticipation
5568,1999,Eminem, LP ,Guilty Conscience,stab,anger
5568,1999,Eminem, LP ,Guilty Conscience,stab,fear
5568,1999,Eminem, LP ,Guilty Conscience,stab,negative
5568,1999,Eminem, LP ,Guilty Conscience,stab,sadness
5568,1999,Eminem, LP ,Guilty Conscience,stab,surprise
5569,1999,Eminem, LP ,Guilty Conscience,grab,anger
5569,1999,Eminem, LP ,Guilty Conscience,grab,negative
5569,1999,Eminem, LP ,Guilty Conscience,daughter,joy
5569,1999,Eminem, LP ,Guilty Conscience,daughter,positive
5569,1999,Eminem, LP ,Guilty Conscience,kidnap,anger
5569,1999,Eminem, LP ,Guilty Conscience,kidnap,fear
5569,1999,Eminem, LP ,Guilty Conscience,kidnap,negative
5569,1999,Eminem, LP ,Guilty Conscience,kidnap,sadness
5569,1999,Eminem, LP ,Guilty Conscience,kidnap,surprise
5570,1999,Eminem, LP ,Guilty Conscience,retard,disgust
5570,1999,Eminem, LP ,Guilty Conscience,retard,fear
5570,1999,Eminem, LP ,Guilty Conscience,retard,negative
5570,1999,Eminem, LP ,Guilty Conscience,retard,sadness
5571,1999,Eminem, LP ,Guilty Conscience,advice,trust
5573,1999,Eminem, LP ,Guilty Conscience,wrong,negative
5574,1999,Eminem, LP ,Guilty Conscience,kill,fear
5574,1999,Eminem, LP ,Guilty Conscience,kill,negative
5574,1999,Eminem, LP ,Guilty Conscience,kill,sadness
5574,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5579,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5579,1999,Eminem, LP ,Guilty Conscience,violent,anger
5579,1999,Eminem, LP ,Guilty Conscience,violent,disgust
5579,1999,Eminem, LP ,Guilty Conscience,violent,fear
5579,1999,Eminem, LP ,Guilty Conscience,violent,negative
5579,1999,Eminem, LP ,Guilty Conscience,violent,surprise
5582,1999,Eminem, LP ,Guilty Conscience,fornication,negative
5583,1999,Eminem, LP ,Guilty Conscience,shoot,anger
5583,1999,Eminem, LP ,Guilty Conscience,shoot,fear
5583,1999,Eminem, LP ,Guilty Conscience,shoot,negative
5583,1999,Eminem, LP ,Guilty Conscience,gun,anger
5583,1999,Eminem, LP ,Guilty Conscience,gun,fear
5583,1999,Eminem, LP ,Guilty Conscience,gun,negative
5584,1999,Eminem, LP ,Brain Damage,doctor,positive
5584,1999,Eminem, LP ,Brain Damage,doctor,trust
5584,1999,Eminem, LP ,Brain Damage,scalpel,fear
5584,1999,Eminem, LP ,Brain Damage,scalpel,negative
5585,1999,Eminem, LP ,Brain Damage,nurse,positive
5585,1999,Eminem, LP ,Brain Damage,nurse,trust
5586,1999,Eminem, LP ,Brain Damage,doctor,positive
5586,1999,Eminem, LP ,Brain Damage,doctor,trust
5586,1999,Eminem, LP ,Brain Damage,sponge,negative
5587,1999,Eminem, LP ,Brain Damage,nurse,positive
5587,1999,Eminem, LP ,Brain Damage,nurse,trust
5588,1999,Eminem, LP ,Brain Damage,doctor,positive
5588,1999,Eminem, LP ,Brain Damage,doctor,trust
5588,1999,Eminem, LP ,Brain Damage,wait,anticipation
5588,1999,Eminem, LP ,Brain Damage,wait,negative
5589,1999,Eminem, LP ,Brain Damage,nurse,positive
5589,1999,Eminem, LP ,Brain Damage,nurse,trust
5590,1999,Eminem, LP ,Brain Damage,doctor,positive
5590,1999,Eminem, LP ,Brain Damage,doctor,trust
5590,1999,Eminem, LP ,Brain Damage,shock,anger
5590,1999,Eminem, LP ,Brain Damage,shock,fear
5590,1999,Eminem, LP ,Brain Damage,shock,negative
5590,1999,Eminem, LP ,Brain Damage,shock,surprise
5591,1999,Eminem, LP ,Brain Damage,nurse,positive
5591,1999,Eminem, LP ,Brain Damage,nurse,trust
5591,1999,Eminem, LP ,Brain Damage,god,anticipation
5591,1999,Eminem, LP ,Brain Damage,god,fear
5591,1999,Eminem, LP ,Brain Damage,god,joy
5591,1999,Eminem, LP ,Brain Damage,god,positive
5591,1999,Eminem, LP ,Brain Damage,god,trust
5592,1999,Eminem, LP ,Brain Damage,doctor,positive
5592,1999,Eminem, LP ,Brain Damage,doctor,trust
5592,1999,Eminem, LP ,Brain Damage,shock,anger
5592,1999,Eminem, LP ,Brain Damage,shock,fear
5592,1999,Eminem, LP ,Brain Damage,shock,negative
5592,1999,Eminem, LP ,Brain Damage,shock,surprise
5593,1999,Eminem, LP ,Brain Damage,nurse,positive
5593,1999,Eminem, LP ,Brain Damage,nurse,trust
5593,1999,Eminem, LP ,Brain Damage,god,anticipation
5593,1999,Eminem, LP ,Brain Damage,god,fear
5593,1999,Eminem, LP ,Brain Damage,god,joy
5593,1999,Eminem, LP ,Brain Damage,god,positive
5593,1999,Eminem, LP ,Brain Damage,god,trust
5595,1999,Eminem, LP ,Brain Damage,electric,joy
5595,1999,Eminem, LP ,Brain Damage,electric,positive
5595,1999,Eminem, LP ,Brain Damage,electric,surprise
5596,1999,Eminem, LP ,Brain Damage,nurse,positive
5596,1999,Eminem, LP ,Brain Damage,nurse,trust
5597,1999,Eminem, LP ,Brain Damage,refused,negative
5597,1999,Eminem, LP ,Brain Damage,refused,sadness
5597,1999,Eminem, LP ,Brain Damage,respect,anticipation
5597,1999,Eminem, LP ,Brain Damage,respect,joy
5597,1999,Eminem, LP ,Brain Damage,respect,positive
5597,1999,Eminem, LP ,Brain Damage,respect,trust
5598,1999,Eminem, LP ,Brain Damage,nose,disgust
5599,1999,Eminem, LP ,Brain Damage,white,anticipation
5599,1999,Eminem, LP ,Brain Damage,white,joy
5599,1999,Eminem, LP ,Brain Damage,white,positive
5599,1999,Eminem, LP ,Brain Damage,white,trust
5599,1999,Eminem, LP ,Brain Damage,boy,disgust
5599,1999,Eminem, LP ,Brain Damage,boy,negative
5600,1999,Eminem, LP ,Brain Damage,sick,disgust
5600,1999,Eminem, LP ,Brain Damage,sick,negative
5600,1999,Eminem, LP ,Brain Damage,sick,sadness
5602,1999,Eminem, LP ,Brain Damage,strike,anger
5602,1999,Eminem, LP ,Brain Damage,strike,negative
5602,1999,Eminem, LP ,Brain Damage,rack,negative
5602,1999,Eminem, LP ,Brain Damage,rack,sadness
5604,1999,Eminem, LP ,Brain Damage,die,fear
5604,1999,Eminem, LP ,Brain Damage,die,negative
5604,1999,Eminem, LP ,Brain Damage,die,sadness
5605,1999,Eminem, LP ,Brain Damage,watch,anticipation
5605,1999,Eminem, LP ,Brain Damage,watch,fear
5606,1999,Eminem, LP ,Brain Damage,money,anger
5606,1999,Eminem, LP ,Brain Damage,money,anticipation
5606,1999,Eminem, LP ,Brain Damage,money,joy
5606,1999,Eminem, LP ,Brain Damage,money,positive
5606,1999,Eminem, LP ,Brain Damage,money,surprise
5606,1999,Eminem, LP ,Brain Damage,money,trust
5607,1999,Eminem, LP ,Brain Damage,worse,fear
5607,1999,Eminem, LP ,Brain Damage,worse,negative
5607,1999,Eminem, LP ,Brain Damage,worse,sadness
5609,1999,Eminem, LP ,Brain Damage,fake,negative
5609,1999,Eminem, LP ,Brain Damage,stomach,disgust
5609,1999,Eminem, LP ,Brain Damage,ache,negative
5609,1999,Eminem, LP ,Brain Damage,ache,sadness
5611,1999,Eminem, LP ,Brain Damage,teacher,positive
5611,1999,Eminem, LP ,Brain Damage,teacher,trust
5611,1999,Eminem, LP ,Brain Damage,teacher,positive
5611,1999,Eminem, LP ,Brain Damage,teacher,trust
5611,1999,Eminem, LP ,Brain Damage,nurse,positive
5611,1999,Eminem, LP ,Brain Damage,nurse,trust
5614,1999,Eminem, LP ,Brain Damage,thought,anticipation
5615,1999,Eminem, LP ,Brain Damage,bum,disgust
5615,1999,Eminem, LP ,Brain Damage,bum,negative
5615,1999,Eminem, LP ,Brain Damage,bum,sadness
5616,1999,Eminem, LP ,Brain Damage,fun,anticipation
5616,1999,Eminem, LP ,Brain Damage,fun,joy
5616,1999,Eminem, LP ,Brain Damage,fun,positive
5617,1999,Eminem, LP ,Brain Damage,extra,positive
5617,1999,Eminem, LP ,Brain Damage,homework,fear
5618,1999,Eminem, LP ,Brain Damage,school,trust
5618,1999,Eminem, LP ,Brain Damage,detention,negative
5618,1999,Eminem, LP ,Brain Damage,detention,sadness
5619,1999,Eminem, LP ,Brain Damage,bully,anger
5619,1999,Eminem, LP ,Brain Damage,bully,fear
5619,1999,Eminem, LP ,Brain Damage,bully,negative
5619,1999,Eminem, LP ,Brain Damage,ass,negative
5621,1999,Eminem, LP ,Brain Damage,damage,anger
5621,1999,Eminem, LP ,Brain Damage,damage,disgust
5621,1999,Eminem, LP ,Brain Damage,damage,negative
5621,1999,Eminem, LP ,Brain Damage,damage,sadness
5626,1999,Eminem, LP ,Brain Damage,damage,anger
5626,1999,Eminem, LP ,Brain Damage,damage,disgust
5626,1999,Eminem, LP ,Brain Damage,damage,negative
5626,1999,Eminem, LP ,Brain Damage,damage,sadness
5627,1999,Eminem, LP ,Brain Damage,baby,joy
5627,1999,Eminem, LP ,Brain Damage,baby,positive
5627,1999,Eminem, LP ,Brain Damage,daughter,joy
5627,1999,Eminem, LP ,Brain Damage,daughter,positive
5628,1999,Eminem, LP ,Brain Damage,daily,anticipation
5628,1999,Eminem, LP ,Brain Damage,fat,disgust
5628,1999,Eminem, LP ,Brain Damage,fat,negative
5628,1999,Eminem, LP ,Brain Damage,fat,sadness
5629,1999,Eminem, LP ,Brain Damage,obnoxious,anger
5629,1999,Eminem, LP ,Brain Damage,obnoxious,disgust
5629,1999,Eminem, LP ,Brain Damage,obnoxious,negative
5629,1999,Eminem, LP ,Brain Damage,obnoxious,sadness
5629,1999,Eminem, LP ,Brain Damage,father,trust
5630,1999,Eminem, LP ,Brain Damage,shove,anger
5630,1999,Eminem, LP ,Brain Damage,shove,negative
5633,1999,Eminem, LP ,Brain Damage,broke,fear
5633,1999,Eminem, LP ,Brain Damage,broke,negative
5633,1999,Eminem, LP ,Brain Damage,broke,sadness
5633,1999,Eminem, LP ,Brain Damage,nose,disgust
5636,1999,Eminem, LP ,Brain Damage,leave,negative
5636,1999,Eminem, LP ,Brain Damage,leave,sadness
5636,1999,Eminem, LP ,Brain Damage,leave,surprise
5637,1999,Eminem, LP ,Brain Damage,die,fear
5637,1999,Eminem, LP ,Brain Damage,die,negative
5637,1999,Eminem, LP ,Brain Damage,die,sadness
5638,1999,Eminem, LP ,Brain Damage,principal,positive
5638,1999,Eminem, LP ,Brain Damage,principal,trust
5640,1999,Eminem, LP ,Brain Damage,death,anger
5640,1999,Eminem, LP ,Brain Damage,death,anticipation
5640,1999,Eminem, LP ,Brain Damage,death,disgust
5640,1999,Eminem, LP ,Brain Damage,death,fear
5640,1999,Eminem, LP ,Brain Damage,death,negative
5640,1999,Eminem, LP ,Brain Damage,death,sadness
5640,1999,Eminem, LP ,Brain Damage,death,surprise
5641,1999,Eminem, LP ,Brain Damage,finally,anticipation
5641,1999,Eminem, LP ,Brain Damage,finally,disgust
5641,1999,Eminem, LP ,Brain Damage,finally,joy
5641,1999,Eminem, LP ,Brain Damage,finally,positive
5641,1999,Eminem, LP ,Brain Damage,finally,surprise
5641,1999,Eminem, LP ,Brain Damage,finally,trust
5644,1999,Eminem, LP ,Brain Damage,foreign,negative
5645,1999,Eminem, LP ,Brain Damage,time,anticipation
5646,1999,Eminem, LP ,Brain Damage,chocolate,anticipation
5646,1999,Eminem, LP ,Brain Damage,chocolate,joy
5646,1999,Eminem, LP ,Brain Damage,chocolate,positive
5646,1999,Eminem, LP ,Brain Damage,chocolate,trust
5647,1999,Eminem, LP ,Brain Damage,time,anticipation
5648,1999,Eminem, LP ,Brain Damage,bully,anger
5648,1999,Eminem, LP ,Brain Damage,bully,fear
5648,1999,Eminem, LP ,Brain Damage,bully,negative
5648,1999,Eminem, LP ,Brain Damage,good,anticipation
5648,1999,Eminem, LP ,Brain Damage,good,joy
5648,1999,Eminem, LP ,Brain Damage,good,positive
5648,1999,Eminem, LP ,Brain Damage,good,surprise
5648,1999,Eminem, LP ,Brain Damage,good,trust
5650,1999,Eminem, LP ,Brain Damage,broke,fear
5650,1999,Eminem, LP ,Brain Damage,broke,negative
5650,1999,Eminem, LP ,Brain Damage,broke,sadness
5653,1999,Eminem, LP ,Brain Damage,reading,positive
5653,1999,Eminem, LP ,Brain Damage,suddenly,surprise
5653,1999,Eminem, LP ,Brain Damage,gray,disgust
5653,1999,Eminem, LP ,Brain Damage,gray,sadness
5655,1999,Eminem, LP ,Brain Damage,deaf,negative
5656,1999,Eminem, LP ,Brain Damage,mother,anticipation
5656,1999,Eminem, LP ,Brain Damage,mother,joy
5656,1999,Eminem, LP ,Brain Damage,mother,negative
5656,1999,Eminem, LP ,Brain Damage,mother,positive
5656,1999,Eminem, LP ,Brain Damage,mother,sadness
5656,1999,Eminem, LP ,Brain Damage,mother,trust
5659,1999,Eminem, LP ,Brain Damage,fell,negative
5659,1999,Eminem, LP ,Brain Damage,fell,sadness
5660,1999,Eminem, LP ,Brain Damage,bitch,anger
5660,1999,Eminem, LP ,Brain Damage,bitch,disgust
5660,1999,Eminem, LP ,Brain Damage,bitch,fear
5660,1999,Eminem, LP ,Brain Damage,bitch,negative
5660,1999,Eminem, LP ,Brain Damage,bitch,sadness
5661,1999,Eminem, LP ,Brain Damage,god,anticipation
5661,1999,Eminem, LP ,Brain Damage,god,fear
5661,1999,Eminem, LP ,Brain Damage,god,joy
5661,1999,Eminem, LP ,Brain Damage,god,positive
5661,1999,Eminem, LP ,Brain Damage,god,trust
5662,1999,Eminem, LP ,Brain Damage,fornication,negative
5667,1999,Eminem, LP ,Brain Damage,damage,anger
5667,1999,Eminem, LP ,Brain Damage,damage,disgust
5667,1999,Eminem, LP ,Brain Damage,damage,negative
5667,1999,Eminem, LP ,Brain Damage,damage,sadness
5668,1999,Eminem, LP ,Brain Damage,damage,anger
5668,1999,Eminem, LP ,Brain Damage,damage,disgust
5668,1999,Eminem, LP ,Brain Damage,damage,negative
5668,1999,Eminem, LP ,Brain Damage,damage,sadness
5669,1999,Eminem, LP ,Brain Damage,damage,anger
5669,1999,Eminem, LP ,Brain Damage,damage,disgust
5669,1999,Eminem, LP ,Brain Damage,damage,negative
5669,1999,Eminem, LP ,Brain Damage,damage,sadness
5670,1999,Eminem, LP ,Brain Damage,damage,anger
5670,1999,Eminem, LP ,Brain Damage,damage,disgust
5670,1999,Eminem, LP ,Brain Damage,damage,negative
5670,1999,Eminem, LP ,Brain Damage,damage,sadness
5671,1999,Eminem, LP ,Brain Damage,damage,anger
5671,1999,Eminem, LP ,Brain Damage,damage,disgust
5671,1999,Eminem, LP ,Brain Damage,damage,negative
5671,1999,Eminem, LP ,Brain Damage,damage,sadness
5672,1999,Eminem, LP ,Brain Damage,damage,anger
5672,1999,Eminem, LP ,Brain Damage,damage,disgust
5672,1999,Eminem, LP ,Brain Damage,damage,negative
5672,1999,Eminem, LP ,Brain Damage,damage,sadness
5673,1999,Eminem, LP ,Brain Damage,damage,anger
5673,1999,Eminem, LP ,Brain Damage,damage,disgust
5673,1999,Eminem, LP ,Brain Damage,damage,negative
5673,1999,Eminem, LP ,Brain Damage,damage,sadness
5674,1999,Eminem, LP ,Brain Damage,damage,anger
5674,1999,Eminem, LP ,Brain Damage,damage,disgust
