sl,Year,artist,album,song,word,sentiment
1,1982,Michael Jackson,Thriller,Thriller,dark,sadness
3,1982,Michael Jackson,Thriller,Thriller,scream,anger
3,1982,Michael Jackson,Thriller,Thriller,scream,disgust
3,1982,Michael Jackson,Thriller,Thriller,scream,fear
3,1982,Michael Jackson,Thriller,Thriller,scream,negative
3,1982,Michael Jackson,Thriller,Thriller,scream,surprise
3,1982,Michael Jackson,Thriller,Thriller,terror,fear
3,1982,Michael Jackson,Thriller,Thriller,terror,negative
4,1982,Michael Jackson,Thriller,Thriller,start,anticipation
4,1982,Michael Jackson,Thriller,Thriller,horror,anger
4,1982,Michael Jackson,Thriller,Thriller,horror,disgust
4,1982,Michael Jackson,Thriller,Thriller,horror,fear
4,1982,Michael Jackson,Thriller,Thriller,horror,negative
4,1982,Michael Jackson,Thriller,Thriller,horror,sadness
4,1982,Michael Jackson,Thriller,Thriller,horror,surprise
5,1982,Michael Jackson,Thriller,Thriller,paralyzed,anger
5,1982,Michael Jackson,Thriller,Thriller,paralyzed,fear
5,1982,Michael Jackson,Thriller,Thriller,paralyzed,negative
5,1982,Michael Jackson,Thriller,Thriller,paralyzed,sadness
5,1982,Michael Jackson,Thriller,Thriller,paralyzed,surprise
7,1982,Michael Jackson,Thriller,Thriller,save,joy
7,1982,Michael Jackson,Thriller,Thriller,save,positive
7,1982,Michael Jackson,Thriller,Thriller,save,trust
7,1982,Michael Jackson,Thriller,Thriller,beast,anger
7,1982,Michael Jackson,Thriller,Thriller,beast,fear
7,1982,Michael Jackson,Thriller,Thriller,beast,negative
7,1982,Michael Jackson,Thriller,Thriller,strike,anger
7,1982,Michael Jackson,Thriller,Thriller,strike,negative
9,1982,Michael Jackson,Thriller,Thriller,fighting,anger
9,1982,Michael Jackson,Thriller,Thriller,fighting,negative
10,1982,Michael Jackson,Thriller,Thriller,slam,anger
10,1982,Michael Jackson,Thriller,Thriller,slam,fear
10,1982,Michael Jackson,Thriller,Thriller,slam,negative
10,1982,Michael Jackson,Thriller,Thriller,slam,surprise
11,1982,Michael Jackson,Thriller,Thriller,cold,negative
11,1982,Michael Jackson,Thriller,Thriller,sun,anticipation
11,1982,Michael Jackson,Thriller,Thriller,sun,joy
11,1982,Michael Jackson,Thriller,Thriller,sun,positive
11,1982,Michael Jackson,Thriller,Thriller,sun,surprise
11,1982,Michael Jackson,Thriller,Thriller,sun,trust
12,1982,Michael Jackson,Thriller,Thriller,hope,anticipation
12,1982,Michael Jackson,Thriller,Thriller,hope,joy
12,1982,Michael Jackson,Thriller,Thriller,hope,positive
12,1982,Michael Jackson,Thriller,Thriller,hope,surprise
12,1982,Michael Jackson,Thriller,Thriller,hope,trust
13,1982,Michael Jackson,Thriller,Thriller,creature,disgust
13,1982,Michael Jackson,Thriller,Thriller,creature,fear
13,1982,Michael Jackson,Thriller,Thriller,creature,negative
14,1982,Michael Jackson,Thriller,Thriller,time,anticipation
16,1982,Michael Jackson,Thriller,Thriller,chance,surprise
18,1982,Michael Jackson,Thriller,Thriller,fighting,anger
18,1982,Michael Jackson,Thriller,Thriller,fighting,negative
20,1982,Michael Jackson,Thriller,Thriller,start,anticipation
21,1982,Michael Jackson,Thriller,Thriller,jaws,fear
21,1982,Michael Jackson,Thriller,Thriller,alien,disgust
21,1982,Michael Jackson,Thriller,Thriller,alien,fear
21,1982,Michael Jackson,Thriller,Thriller,alien,negative
21,1982,Michael Jackson,Thriller,Thriller,time,anticipation
24,1982,Michael Jackson,Thriller,Thriller,possess,anticipation
24,1982,Michael Jackson,Thriller,Thriller,possess,joy
24,1982,Michael Jackson,Thriller,Thriller,possess,positive
24,1982,Michael Jackson,Thriller,Thriller,possess,trust
24,1982,Michael Jackson,Thriller,Thriller,change,fear
25,1982,Michael Jackson,Thriller,Thriller,time,anticipation
25,1982,Michael Jackson,Thriller,Thriller,cuddle,joy
25,1982,Michael Jackson,Thriller,Thriller,cuddle,positive
25,1982,Michael Jackson,Thriller,Thriller,cuddle,trust
26,1982,Michael Jackson,Thriller,Thriller,save,joy
26,1982,Michael Jackson,Thriller,Thriller,save,positive
26,1982,Michael Jackson,Thriller,Thriller,save,trust
26,1982,Michael Jackson,Thriller,Thriller,terror,fear
26,1982,Michael Jackson,Thriller,Thriller,terror,negative
29,1982,Michael Jackson,Thriller,Thriller,thrill,anticipation
29,1982,Michael Jackson,Thriller,Thriller,thrill,fear
29,1982,Michael Jackson,Thriller,Thriller,thrill,joy
29,1982,Michael Jackson,Thriller,Thriller,thrill,positive
29,1982,Michael Jackson,Thriller,Thriller,thrill,surprise
29,1982,Michael Jackson,Thriller,Thriller,dare,anticipation
29,1982,Michael Jackson,Thriller,Thriller,dare,trust
31,1982,Michael Jackson,Thriller,Thriller,share,anticipation
31,1982,Michael Jackson,Thriller,Thriller,share,joy
31,1982,Michael Jackson,Thriller,Thriller,share,positive
31,1982,Michael Jackson,Thriller,Thriller,share,trust
34,1982,Michael Jackson,Thriller,Thriller,thrill,anticipation
34,1982,Michael Jackson,Thriller,Thriller,thrill,fear
34,1982,Michael Jackson,Thriller,Thriller,thrill,joy
34,1982,Michael Jackson,Thriller,Thriller,thrill,positive
34,1982,Michael Jackson,Thriller,Thriller,thrill,surprise
34,1982,Michael Jackson,Thriller,Thriller,dare,anticipation
34,1982,Michael Jackson,Thriller,Thriller,dare,trust
36,1982,Michael Jackson,Thriller,Thriller,share,anticipation
36,1982,Michael Jackson,Thriller,Thriller,share,joy
36,1982,Michael Jackson,Thriller,Thriller,share,positive
36,1982,Michael Jackson,Thriller,Thriller,share,trust
37,1982,Michael Jackson,Thriller,Thriller,thrill,anticipation
37,1982,Michael Jackson,Thriller,Thriller,thrill,fear
37,1982,Michael Jackson,Thriller,Thriller,thrill,joy
37,1982,Michael Jackson,Thriller,Thriller,thrill,positive
37,1982,Michael Jackson,Thriller,Thriller,thrill,surprise
39,1982,Michael Jackson,Thriller,Thriller,darkness,anger
39,1982,Michael Jackson,Thriller,Thriller,darkness,fear
39,1982,Michael Jackson,Thriller,Thriller,darkness,negative
39,1982,Michael Jackson,Thriller,Thriller,darkness,sadness
39,1982,Michael Jackson,Thriller,Thriller,land,positive
41,1982,Michael Jackson,Thriller,Thriller,crawl,disgust
41,1982,Michael Jackson,Thriller,Thriller,crawl,negative
42,1982,Michael Jackson,Thriller,Thriller,terrorize,anger
42,1982,Michael Jackson,Thriller,Thriller,terrorize,fear
42,1982,Michael Jackson,Thriller,Thriller,terrorize,negative
42,1982,Michael Jackson,Thriller,Thriller,terrorize,sadness
42,1982,Michael Jackson,Thriller,Thriller,neighborhood,anticipation
43,1982,Michael Jackson,Thriller,Thriller,found,joy
43,1982,Michael Jackson,Thriller,Thriller,found,positive
43,1982,Michael Jackson,Thriller,Thriller,found,trust
45,1982,Michael Jackson,Thriller,Thriller,hell,anger
45,1982,Michael Jackson,Thriller,Thriller,hell,disgust
45,1982,Michael Jackson,Thriller,Thriller,hell,fear
45,1982,Michael Jackson,Thriller,Thriller,hell,negative
45,1982,Michael Jackson,Thriller,Thriller,hell,sadness
46,1982,Michael Jackson,Thriller,Thriller,rot,disgust
46,1982,Michael Jackson,Thriller,Thriller,rot,fear
46,1982,Michael Jackson,Thriller,Thriller,rot,negative
46,1982,Michael Jackson,Thriller,Thriller,rot,sadness
46,1982,Michael Jackson,Thriller,Thriller,shell,anger
46,1982,Michael Jackson,Thriller,Thriller,shell,fear
46,1982,Michael Jackson,Thriller,Thriller,shell,negative
46,1982,Michael Jackson,Thriller,Thriller,shell,sadness
46,1982,Michael Jackson,Thriller,Thriller,shell,surprise
48,1982,Michael Jackson,Thriller,Thriller,thrill,anticipation
48,1982,Michael Jackson,Thriller,Thriller,thrill,fear
48,1982,Michael Jackson,Thriller,Thriller,thrill,joy
48,1982,Michael Jackson,Thriller,Thriller,thrill,positive
48,1982,Michael Jackson,Thriller,Thriller,thrill,surprise
51,1982,Michael Jackson,Thriller,Thriller,funk,negative
51,1982,Michael Jackson,Thriller,Thriller,funk,sadness
52,1982,Michael Jackson,Thriller,Thriller,grisly,disgust
52,1982,Michael Jackson,Thriller,Thriller,grisly,fear
52,1982,Michael Jackson,Thriller,Thriller,grisly,negative
52,1982,Michael Jackson,Thriller,Thriller,tomb,sadness
53,1982,Michael Jackson,Thriller,Thriller,seal,positive
53,1982,Michael Jackson,Thriller,Thriller,seal,trust
53,1982,Michael Jackson,Thriller,Thriller,doom,fear
53,1982,Michael Jackson,Thriller,Thriller,doom,negative
54,1982,Michael Jackson,Thriller,Thriller,fight,anger
54,1982,Michael Jackson,Thriller,Thriller,fight,fear
54,1982,Michael Jackson,Thriller,Thriller,fight,negative
54,1982,Michael Jackson,Thriller,Thriller,alive,anticipation
54,1982,Michael Jackson,Thriller,Thriller,alive,joy
54,1982,Michael Jackson,Thriller,Thriller,alive,positive
54,1982,Michael Jackson,Thriller,Thriller,alive,trust
55,1982,Michael Jackson,Thriller,Thriller,shiver,anger
55,1982,Michael Jackson,Thriller,Thriller,shiver,anticipation
55,1982,Michael Jackson,Thriller,Thriller,shiver,fear
55,1982,Michael Jackson,Thriller,Thriller,shiver,negative
55,1982,Michael Jackson,Thriller,Thriller,shiver,sadness
56,1982,Michael Jackson,Thriller,Thriller,mortal,negative
56,1982,Michael Jackson,Thriller,Thriller,resist,negative
57,1982,Michael Jackson,Thriller,Thriller,evil,anger
57,1982,Michael Jackson,Thriller,Thriller,evil,disgust
57,1982,Michael Jackson,Thriller,Thriller,evil,fear
57,1982,Michael Jackson,Thriller,Thriller,evil,negative
57,1982,Michael Jackson,Thriller,Thriller,evil,sadness
58,1982,Michael Jackson,Thriller,Thriller,maniacal,negative
58,1982,Michael Jackson,Thriller,Thriller,laugh,joy
58,1982,Michael Jackson,Thriller,Thriller,laugh,positive
58,1982,Michael Jackson,Thriller,Thriller,laugh,surprise
66,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
66,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
66,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
70,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
70,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
70,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
71,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
71,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
71,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',doctor,positive
71,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',doctor,trust
72,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',fever,fear
72,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',found,joy
72,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',found,positive
72,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',found,trust
73,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',time,anticipation
73,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hit,anger
73,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hit,negative
74,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',breakdown,negative
76,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',start,anticipation
76,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
76,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
86,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
86,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
86,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
90,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
90,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
90,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',love,joy
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',love,positive
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pretend,negative
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,anticipation
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,joy
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,positive
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,surprise
91,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,trust
92,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,anticipation
92,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,joy
92,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,positive
92,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,surprise
92,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',good,trust
93,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,anger
93,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,disgust
93,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,fear
93,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,negative
93,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,sadness
94,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',razor,fear
96,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
96,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
97,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',treacherous,anger
97,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',treacherous,disgust
97,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',treacherous,fear
97,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',treacherous,negative
98,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
98,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
106,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
106,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
106,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
110,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
110,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
110,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
112,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,anger
112,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,disgust
112,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,fear
112,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,negative
112,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,sadness
113,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',buffet,anger
113,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',buffet,negative
114,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',eat,positive
118,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',mouth,surprise
120,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',start,anticipation
120,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
120,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
130,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
130,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
130,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
134,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
134,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
134,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
136,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,anger
136,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,disgust
136,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,fear
136,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,negative
136,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hate,sadness
137,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',buffet,anger
137,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',buffet,negative
138,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',eat,positive
139,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
139,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
140,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
140,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
142,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
142,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
144,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',child,anticipation
144,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',child,joy
144,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',child,positive
154,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
154,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
154,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
158,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,fear
158,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,negative
158,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',pain,sadness
160,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',scream,anger
160,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',scream,disgust
160,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',scream,fear
160,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',scream,negative
160,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',scream,surprise
162,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',truth,positive
162,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',truth,trust
163,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hurt,anger
163,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hurt,fear
163,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hurt,negative
163,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',hurt,sadness
164,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',true,joy
164,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',true,positive
164,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',true,trust
167,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
167,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
167,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
167,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
167,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
171,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
171,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
171,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
171,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
171,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
172,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
172,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
172,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
172,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
172,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
173,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
173,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
173,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
173,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
173,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
174,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
174,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
174,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
174,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
174,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
179,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
179,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
179,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
179,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
179,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
181,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
181,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
181,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
181,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
181,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,joy
186,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',baby,positive
187,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
187,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
187,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
187,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
187,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
188,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,anticipation
188,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,joy
188,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,positive
188,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,sadness
188,1982,Michael Jackson,Thriller,Wanna Be Startin' Somethin',sing,trust
193,1982,Michael Jackson,Thriller,Baby Be Mine,show,trust
193,1982,Michael Jackson,Thriller,Baby Be Mine,perfect,anticipation
193,1982,Michael Jackson,Thriller,Baby Be Mine,perfect,joy
193,1982,Michael Jackson,Thriller,Baby Be Mine,perfect,positive
193,1982,Michael Jackson,Thriller,Baby Be Mine,perfect,trust
193,1982,Michael Jackson,Thriller,Baby Be Mine,love,joy
193,1982,Michael Jackson,Thriller,Baby Be Mine,love,positive
195,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
195,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
195,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
195,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
197,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
197,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
197,1982,Michael Jackson,Thriller,Baby Be Mine,time,anticipation
198,1982,Michael Jackson,Thriller,Baby Be Mine,share,anticipation
198,1982,Michael Jackson,Thriller,Baby Be Mine,share,joy
198,1982,Michael Jackson,Thriller,Baby Be Mine,share,positive
198,1982,Michael Jackson,Thriller,Baby Be Mine,share,trust
198,1982,Michael Jackson,Thriller,Baby Be Mine,ecstasy,anticipation
198,1982,Michael Jackson,Thriller,Baby Be Mine,ecstasy,joy
198,1982,Michael Jackson,Thriller,Baby Be Mine,ecstasy,positive
199,1982,Michael Jackson,Thriller,Baby Be Mine,long,anticipation
199,1982,Michael Jackson,Thriller,Baby Be Mine,love,joy
199,1982,Michael Jackson,Thriller,Baby Be Mine,love,positive
200,1982,Michael Jackson,Thriller,Baby Be Mine,reason,positive
200,1982,Michael Jackson,Thriller,Baby Be Mine,change,fear
201,1982,Michael Jackson,Thriller,Baby Be Mine,guess,surprise
201,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,anticipation
201,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,fear
201,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,joy
201,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,positive
201,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,surprise
201,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
201,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
204,1982,Michael Jackson,Thriller,Baby Be Mine,share,anticipation
204,1982,Michael Jackson,Thriller,Baby Be Mine,share,joy
204,1982,Michael Jackson,Thriller,Baby Be Mine,share,positive
204,1982,Michael Jackson,Thriller,Baby Be Mine,share,trust
204,1982,Michael Jackson,Thriller,Baby Be Mine,embrace,anticipation
204,1982,Michael Jackson,Thriller,Baby Be Mine,embrace,joy
204,1982,Michael Jackson,Thriller,Baby Be Mine,embrace,positive
204,1982,Michael Jackson,Thriller,Baby Be Mine,embrace,surprise
204,1982,Michael Jackson,Thriller,Baby Be Mine,embrace,trust
205,1982,Michael Jackson,Thriller,Baby Be Mine,show,trust
205,1982,Michael Jackson,Thriller,Baby Be Mine,passion,anticipation
205,1982,Michael Jackson,Thriller,Baby Be Mine,passion,joy
205,1982,Michael Jackson,Thriller,Baby Be Mine,passion,positive
205,1982,Michael Jackson,Thriller,Baby Be Mine,passion,trust
206,1982,Michael Jackson,Thriller,Baby Be Mine,fade,negative
207,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
207,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
207,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
207,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
209,1982,Michael Jackson,Thriller,Baby Be Mine,baby,joy
209,1982,Michael Jackson,Thriller,Baby Be Mine,baby,positive
209,1982,Michael Jackson,Thriller,Baby Be Mine,time,anticipation
211,1982,Michael Jackson,Thriller,Baby Be Mine,reason,positive
212,1982,Michael Jackson,Thriller,Baby Be Mine,sun,anticipation
212,1982,Michael Jackson,Thriller,Baby Be Mine,sun,joy
212,1982,Michael Jackson,Thriller,Baby Be Mine,sun,positive
212,1982,Michael Jackson,Thriller,Baby Be Mine,sun,surprise
212,1982,Michael Jackson,Thriller,Baby Be Mine,sun,trust
213,1982,Michael Jackson,Thriller,Baby Be Mine,promise,joy
213,1982,Michael Jackson,Thriller,Baby Be Mine,promise,positive
213,1982,Michael Jackson,Thriller,Baby Be Mine,promise,trust
213,1982,Michael Jackson,Thriller,Baby Be Mine,dawn,anticipation
213,1982,Michael Jackson,Thriller,Baby Be Mine,dawn,joy
213,1982,Michael Jackson,Thriller,Baby Be Mine,dawn,positive
213,1982,Michael Jackson,Thriller,Baby Be Mine,dawn,surprise
213,1982,Michael Jackson,Thriller,Baby Be Mine,dawn,trust
214,1982,Michael Jackson,Thriller,Baby Be Mine,begun,anticipation
217,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,anticipation
217,1982,Michael Jackson,Thriller,Baby Be Mine,thrill,fear
