X.,song,word,sentiment
544,P.Y.T. (Pretty Young Thing),young,anticipation
544,P.Y.T. (Pretty Young Thing),young,joy
544,P.Y.T. (Pretty Young Thing),young,positive
544,P.Y.T. (Pretty Young Thing),young,surprise
546,P.Y.T. (Pretty Young Thing),tender,joy
546,P.Y.T. (Pretty Young Thing),tender,positive
546,P.Y.T. (Pretty Young Thing),tender,trust
546,P.Y.T. (Pretty Young Thing),love,joy
546,P.Y.T. (Pretty Young Thing),love,positive
548,P.Y.T. (Pretty Young Thing),love,joy
548,P.Y.T. (Pretty Young Thing),love,positive
549,P.Y.T. (Pretty Young Thing),pretty,anticipation
549,P.Y.T. (Pretty Young Thing),pretty,joy
549,P.Y.T. (Pretty Young Thing),pretty,positive
549,P.Y.T. (Pretty Young Thing),pretty,trust
549,P.Y.T. (Pretty Young Thing),young,anticipation
549,P.Y.T. (Pretty Young Thing),young,joy
549,P.Y.T. (Pretty Young Thing),young,positive
549,P.Y.T. (Pretty Young Thing),young,surprise
551,P.Y.T. (Pretty Young Thing),tender,joy
551,P.Y.T. (Pretty Young Thing),tender,positive
551,P.Y.T. (Pretty Young Thing),tender,trust
551,P.Y.T. (Pretty Young Thing),love,joy
551,P.Y.T. (Pretty Young Thing),love,positive
554,P.Y.T. (Pretty Young Thing),pretty,anticipation
554,P.Y.T. (Pretty Young Thing),pretty,joy
554,P.Y.T. (Pretty Young Thing),pretty,positive
554,P.Y.T. (Pretty Young Thing),pretty,trust
554,P.Y.T. (Pretty Young Thing),young,anticipation
554,P.Y.T. (Pretty Young Thing),young,joy
554,P.Y.T. (Pretty Young Thing),young,positive
554,P.Y.T. (Pretty Young Thing),young,surprise
556,P.Y.T. (Pretty Young Thing),pretty,anticipation
556,P.Y.T. (Pretty Young Thing),pretty,joy
556,P.Y.T. (Pretty Young Thing),pretty,positive
556,P.Y.T. (Pretty Young Thing),pretty,trust
556,P.Y.T. (Pretty Young Thing),young,anticipation
556,P.Y.T. (Pretty Young Thing),young,joy
556,P.Y.T. (Pretty Young Thing),young,positive
556,P.Y.T. (Pretty Young Thing),young,surprise
558,P.Y.T. (Pretty Young Thing),pretty,anticipation
558,P.Y.T. (Pretty Young Thing),pretty,joy
558,P.Y.T. (Pretty Young Thing),pretty,positive
558,P.Y.T. (Pretty Young Thing),pretty,trust
558,P.Y.T. (Pretty Young Thing),young,anticipation
558,P.Y.T. (Pretty Young Thing),young,joy
558,P.Y.T. (Pretty Young Thing),young,positive
558,P.Y.T. (Pretty Young Thing),young,surprise
568,P.Y.T. (Pretty Young Thing),love,joy
568,P.Y.T. (Pretty Young Thing),love,positive
569,P.Y.T. (Pretty Young Thing),pretty,anticipation
569,P.Y.T. (Pretty Young Thing),pretty,joy
569,P.Y.T. (Pretty Young Thing),pretty,positive
569,P.Y.T. (Pretty Young Thing),pretty,trust
569,P.Y.T. (Pretty Young Thing),young,anticipation
569,P.Y.T. (Pretty Young Thing),young,joy
569,P.Y.T. (Pretty Young Thing),young,positive
569,P.Y.T. (Pretty Young Thing),young,surprise
571,P.Y.T. (Pretty Young Thing),tender,joy
571,P.Y.T. (Pretty Young Thing),tender,positive
571,P.Y.T. (Pretty Young Thing),tender,trust
571,P.Y.T. (Pretty Young Thing),love,joy
571,P.Y.T. (Pretty Young Thing),love,positive
575,P.Y.T. (Pretty Young Thing),love,joy
575,P.Y.T. (Pretty Young Thing),love,positive
576,P.Y.T. (Pretty Young Thing),pretty,anticipation
576,P.Y.T. (Pretty Young Thing),pretty,joy
576,P.Y.T. (Pretty Young Thing),pretty,positive
576,P.Y.T. (Pretty Young Thing),pretty,trust
576,P.Y.T. (Pretty Young Thing),young,anticipation
576,P.Y.T. (Pretty Young Thing),young,joy
576,P.Y.T. (Pretty Young Thing),young,positive
576,P.Y.T. (Pretty Young Thing),young,surprise
578,P.Y.T. (Pretty Young Thing),tender,joy
578,P.Y.T. (Pretty Young Thing),tender,positive
578,P.Y.T. (Pretty Young Thing),tender,trust
578,P.Y.T. (Pretty Young Thing),love,joy
578,P.Y.T. (Pretty Young Thing),love,positive
581,P.Y.T. (Pretty Young Thing),fade,negative
582,P.Y.T. (Pretty Young Thing),love,joy
582,P.Y.T. (Pretty Young Thing),love,positive
583,P.Y.T. (Pretty Young Thing),pretty,anticipation
583,P.Y.T. (Pretty Young Thing),pretty,joy
583,P.Y.T. (Pretty Young Thing),pretty,positive
583,P.Y.T. (Pretty Young Thing),pretty,trust
583,P.Y.T. (Pretty Young Thing),young,anticipation
583,P.Y.T. (Pretty Young Thing),young,joy
583,P.Y.T. (Pretty Young Thing),young,positive
583,P.Y.T. (Pretty Young Thing),young,surprise
584,P.Y.T. (Pretty Young Thing),baby,joy
584,P.Y.T. (Pretty Young Thing),baby,positive
586,P.Y.T. (Pretty Young Thing),pretty,anticipation
586,P.Y.T. (Pretty Young Thing),pretty,joy
586,P.Y.T. (Pretty Young Thing),pretty,positive
586,P.Y.T. (Pretty Young Thing),pretty,trust
586,P.Y.T. (Pretty Young Thing),young,anticipation
586,P.Y.T. (Pretty Young Thing),young,joy
586,P.Y.T. (Pretty Young Thing),young,positive
586,P.Y.T. (Pretty Young Thing),young,surprise
587,P.Y.T. (Pretty Young Thing),darling,joy
587,P.Y.T. (Pretty Young Thing),darling,positive
587,P.Y.T. (Pretty Young Thing),darling,trust
590,P.Y.T. (Pretty Young Thing),pretty,anticipation
590,P.Y.T. (Pretty Young Thing),pretty,joy
590,P.Y.T. (Pretty Young Thing),pretty,positive
590,P.Y.T. (Pretty Young Thing),pretty,trust
590,P.Y.T. (Pretty Young Thing),young,anticipation
590,P.Y.T. (Pretty Young Thing),young,joy
590,P.Y.T. (Pretty Young Thing),young,positive
590,P.Y.T. (Pretty Young Thing),young,surprise
591,P.Y.T. (Pretty Young Thing),love,joy
591,P.Y.T. (Pretty Young Thing),love,positive
593,The Lady In My Life,darkness,anger
593,The Lady In My Life,darkness,fear
593,The Lady In My Life,darkness,negative
593,The Lady In My Life,darkness,sadness
594,The Lady In My Life,love,joy
594,The Lady In My Life,love,positive
594,The Lady In My Life,shine,positive
596,The Lady In My Life,trust,trust
598,The Lady In My Life,time,anticipation
600,The Lady In My Life,treasure,anticipation
600,The Lady In My Life,treasure,joy
600,The Lady In My Life,treasure,positive
600,The Lady In My Life,treasure,trust
600,The Lady In My Life,time,anticipation
600,The Lady In My Life,steal,anger
600,The Lady In My Life,steal,fear
600,The Lady In My Life,steal,negative
600,The Lady In My Life,steal,sadness
603,The Lady In My Life,fill,trust
605,The Lady In My Life,baby,joy
605,The Lady In My Life,baby,positive
605,The Lady In My Life,love,joy
605,The Lady In My Life,love,positive
606,The Lady In My Life,promise,joy
606,The Lady In My Life,promise,positive
606,The Lady In My Life,promise,trust
607,The Lady In My Life,tenderness,joy
607,The Lady In My Life,tenderness,positive
608,The Lady In My Life,forget,negative
609,The Lady In My Life,sweet,anticipation
609,The Lady In My Life,sweet,joy
609,The Lady In My Life,sweet,positive
609,The Lady In My Life,sweet,surprise
609,The Lady In My Life,sweet,trust
609,The Lady In My Life,caress,positive
611,The Lady In My Life,ecstasy,anticipation
611,The Lady In My Life,ecstasy,joy
611,The Lady In My Life,ecstasy,positive
615,The Lady In My Life,love,joy
615,The Lady In My Life,love,positive
617,The Lady In My Life,baby,joy
617,The Lady In My Life,baby,positive
618,The Lady In My Life,gray,disgust
618,The Lady In My Life,gray,sadness
619,The Lady In My Life,love,joy
619,The Lady In My Life,love,positive
629,The Lady In My Life,fill,trust
629,The Lady In My Life,love,joy
629,The Lady In My Life,love,positive
630,The Lady In My Life,love,joy
630,The Lady In My Life,love,positive
632,The Lady In My Life,baby,joy
632,The Lady In My Life,baby,positive
633,The Lady In My Life,tenderness,joy
633,The Lady In My Life,tenderness,positive
636,The Lady In My Life,rock,positive
636,The Lady In My Life,sweet,anticipation
636,The Lady In My Life,sweet,joy
636,The Lady In My Life,sweet,positive
636,The Lady In My Life,sweet,surprise
636,The Lady In My Life,sweet,trust
636,The Lady In My Life,caress,positive
638,The Lady In My Life,love,joy
638,The Lady In My Life,love,positive
642,The Lady In My Life,fill,trust
642,The Lady In My Life,love,joy
642,The Lady In My Life,love,positive
643,The Lady In My Life,love,joy
643,The Lady In My Life,love,positive
643,The Lady In My Life,love,joy
643,The Lady In My Life,love,positive
645,The Lady In My Life,baby,joy
645,The Lady In My Life,baby,positive
646,The Lady In My Life,tenderness,joy
646,The Lady In My Life,tenderness,positive
650,The Lady In My Life,rock,positive
650,The Lady In My Life,sweet,anticipation
650,The Lady In My Life,sweet,joy
650,The Lady In My Life,sweet,positive
650,The Lady In My Life,sweet,surprise
650,The Lady In My Life,sweet,trust
650,The Lady In My Life,caress,positive
651,The Lady In My Life,love,joy
651,The Lady In My Life,love,positive
651,The Lady In My Life,baby,joy
651,The Lady In My Life,baby,positive
654,The Lady In My Life,baby,joy
654,The Lady In My Life,baby,positive
662,The Lady In My Life,fill,trust
662,The Lady In My Life,love,joy
662,The Lady In My Life,love,positive
663,The Lady In My Life,fill,trust
663,The Lady In My Life,baby,joy
663,The Lady In My Life,baby,positive
666,The Lady In My Life,tenderness,joy
666,The Lady In My Life,tenderness,positive
670,The Lady In My Life,rock,positive
670,The Lady In My Life,sweet,anticipation
670,The Lady In My Life,sweet,joy
670,The Lady In My Life,sweet,positive
670,The Lady In My Life,sweet,surprise
670,The Lady In My Life,sweet,trust
670,The Lady In My Life,caress,positive
675,The Lady In My Life,baby,joy
675,The Lady In My Life,baby,positive
678,The Lady In My Life,fill,trust
678,The Lady In My Life,love,joy
678,The Lady In My Life,love,positive
681,The Lady In My Life,tenderness,joy
681,The Lady In My Life,tenderness,positive
682,The Lady In My Life,baby,joy
682,The Lady In My Life,baby,positive
686,Carousel,laughing,joy
686,Carousel,laughing,positive
693,Carousel,lost,negative
693,Carousel,lost,sadness
697,Carousel,lost,negative
697,Carousel,lost,sadness
701,Carousel,clown,anticipation
701,Carousel,clown,joy
701,Carousel,clown,positive
701,Carousel,clown,surprise
711,Carousel,lost,negative
711,Carousel,lost,sadness
715,Carousel,lost,negative
715,Carousel,lost,sadness
720,Carousel,love,joy
720,Carousel,love,positive
725,Carousel,lost,negative
725,Carousel,lost,sadness
729,Carousel,lost,negative
729,Carousel,lost,sadness
