sl,Year,artist,album,song,word
984,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,sunflower
985,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,hear
985,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,plea
985,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,sympathy
986,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,maria
987,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,lonely
987,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,night
988,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,life
988,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,girl
989,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,lonely
989,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,blue
990,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,darling
990,1972,Michael Jackson,Got To Be There ,Maria (You Were The Only One,life
992,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
993,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
994,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
995,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
996,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,persuaded
996,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
998,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,tendeness
999,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,found
999,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,heartache
1000,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,arms
1000,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,fell
1001,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,unaware
1001,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,lonelyness
1002,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,thar
1002,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,waiting
1003,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,spoken
1004,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,closed
1004,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,door
1004,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,heart
1004,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,girl
1005,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,key
1006,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,locked
1006,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1007,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1008,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1009,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1010,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1011,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,loving
1012,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,life
1012,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,beautiful
1013,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,passing
1013,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,day
1014,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1015,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,heart
1016,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,walked
1017,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,walked
1018,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,spoken
1019,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,stripped
1019,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,dreams
1020,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,faith
1020,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,hope
1023,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,loving
1025,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,cryin
1025,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,left
1025,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,trace
1027,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,left
1028,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,words
1028,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,sound
1028,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,sweet
1029,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,knowing
1029,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1030,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,spoken
1031,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,heart
1031,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,cries
1031,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,tuch
1032,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,baby
1033,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,lonely
1033,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,cry
1033,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,fades
1033,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,air
1034,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1035,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1036,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1037,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1038,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1039,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,talking
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,bout
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1040,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,love
1041,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,ooh
1041,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,ooh
1041,1972,Michael Jackson,Got To Be There ,Love Is Here And Now You're Gone,darling
1042,1972,Michael Jackson,Got To Be There ,You've Got A Friend,trubled
1043,1972,Michael Jackson,Got To Be There ,You've Got A Friend,love
1043,1972,Michael Jackson,Got To Be There ,You've Got A Friend,care
1044,1972,Michael Jackson,Got To Be There ,You've Got A Friend,nothin
1044,1972,Michael Jackson,Got To Be There ,You've Got A Friend,nothin
1044,1972,Michael Jackson,Got To Be There ,You've Got A Friend,goin
1045,1972,Michael Jackson,Got To Be There ,You've Got A Friend,close
1045,1972,Michael Jackson,Got To Be There ,You've Got A Friend,eyes
1046,1972,Michael Jackson,Got To Be There ,You've Got A Friend,brighten
1047,1972,Michael Jackson,Got To Be There ,You've Got A Friend,yeah
1047,1972,Michael Jackson,Got To Be There ,You've Got A Friend,darkest
1047,1972,Michael Jackson,Got To Be There ,You've Got A Friend,night
1048,1972,Michael Jackson,Got To Be There ,You've Got A Friend,call
1050,1972,Michael Jackson,Got To Be There ,You've Got A Friend,runnin
1052,1972,Michael Jackson,Got To Be There ,You've Got A Friend,chorus
1053,1972,Michael Jackson,Got To Be There ,You've Got A Friend,winter
1053,1972,Michael Jackson,Got To Be There ,You've Got A Friend,spring
1053,1972,Michael Jackson,Got To Be There ,You've Got A Friend,summer
1053,1972,Michael Jackson,Got To Be There ,You've Got A Friend,fall
1054,1972,Michael Jackson,Got To Be There ,You've Got A Friend,call
1055,1972,Michael Jackson,Got To Be There ,You've Got A Friend,yeah
1056,1972,Michael Jackson,Got To Be There ,You've Got A Friend,friend
1057,1972,Michael Jackson,Got To Be There ,You've Got A Friend,sky
1058,1972,Michael Jackson,Got To Be There ,You've Got A Friend,grows
1058,1972,Michael Jackson,Got To Be There ,You've Got A Friend,dark
1058,1972,Michael Jackson,Got To Be There ,You've Got A Friend,clouds
1059,1972,Michael Jackson,Got To Be There ,You've Got A Friend,north
1059,1972,Michael Jackson,Got To Be There ,You've Got A Friend,wind
1060,1972,Michael Jackson,Got To Be There ,You've Got A Friend,begins
1060,1972,Michael Jackson,Got To Be There ,You've Got A Friend,blow
1061,1972,Michael Jackson,Got To Be There ,You've Got A Friend,baby
1062,1972,Michael Jackson,Got To Be There ,You've Got A Friend,head
1063,1972,Michael Jackson,Got To Be There ,You've Got A Friend,call
1063,1972,Michael Jackson,Got To Be There ,You've Got A Friend,loud
1064,1972,Michael Jackson,Got To Be There ,You've Got A Friend,hear
1065,1972,Michael Jackson,Got To Be There ,You've Got A Friend,knockin
1065,1972,Michael Jackson,Got To Be There ,You've Got A Friend,door
1067,1972,Michael Jackson,Got To Be There ,You've Got A Friend,call
1069,1972,Michael Jackson,Got To Be There ,You've Got A Friend,runnin
1071,1972,Michael Jackson,Got To Be There ,You've Got A Friend,chorus
1073,1972,Michael Jackson,Got To Be There ,You've Got A Friend,friend
1074,1972,Michael Jackson,Got To Be There ,You've Got A Friend,people
1074,1972,Michael Jackson,Got To Be There ,You've Got A Friend,cold
1075,1972,Michael Jackson,Got To Be There ,You've Got A Friend,hurt
1075,1972,Michael Jackson,Got To Be There ,You've Got A Friend,desert
1076,1972,Michael Jackson,Got To Be There ,You've Got A Friend,soul
1078,1972,Michael Jackson,Got To Be There ,You've Got A Friend,chorus
1079,1972,Michael Jackson,Got To Be There ,You've Got A Friend,winter
1079,1972,Michael Jackson,Got To Be There ,You've Got A Friend,spring
1079,1972,Michael Jackson,Got To Be There ,You've Got A Friend,summer
1079,1972,Michael Jackson,Got To Be There ,You've Got A Friend,fall
1080,1972,Michael Jackson,Got To Be There ,You've Got A Friend,call
1082,1972,Michael Jackson,Got To Be There ,You've Got A Friend,friend
1083,1972,Michael Jackson,Got To Be There ,You've Got A Friend,friend
1084,1972,Michael Jackson,Got To Be There ,You've Got A Friend,till
1086,1972,Michael Jackson,Ben,Ben,ben
1087,1972,Michael Jackson,Ben,Ben,found
1088,1972,Michael Jackson,Ben,Ben,friend
1088,1972,Michael Jackson,Ben,Ben,call
1090,1972,Michael Jackson,Ben,Ben,friend
1091,1972,Michael Jackson,Ben,Ben,friend
1092,1972,Michael Jackson,Ben,Ben,friend
1093,1972,Michael Jackson,Ben,Ben,ben
1093,1972,Michael Jackson,Ben,Ben,running
1095,1972,Michael Jackson,Ben,Ben,feel
1106,1972,Michael Jackson,Ben,Ben,ben
1106,1972,Michael Jackson,Ben,Ben,people
1107,1972,Michael Jackson,Ben,Ben,listen
1107,1972,Michael Jackson,Ben,Ben,word
1111,1972,Michael Jackson,Ben,Ben,friend
1111,1972,Michael Jackson,Ben,Ben,ben
1112,1972,Michael Jackson,Ben,Ben,friend
1113,1972,Michael Jackson,Ben,Ben,ben
1114,1972,Michael Jackson,Ben,Ben,ben
1115,1972,Michael Jackson,Ben,Ben,ben
1116,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1116,1972,Michael Jackson,Ben,The Greatest Show On Earth,circus
1116,1972,Michael Jackson,Ben,The Greatest Show On Earth,carnival
1116,1972,Michael Jackson,Ben,The Greatest Show On Earth,beautiful
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,mind
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,ferris
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,wheels
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,spinning
1117,1972,Michael Jackson,Ben,The Greatest Show On Earth,carosels
1118,1972,Michael Jackson,Ben,The Greatest Show On Earth,world
1119,1972,Michael Jackson,Ben,The Greatest Show On Earth,flying
1119,1972,Michael Jackson,Ben,The Greatest Show On Earth,trapeze
1120,1972,Michael Jackson,Ben,The Greatest Show On Earth,everyday
1120,1972,Michael Jackson,Ben,The Greatest Show On Earth,holiday
1121,1972,Michael Jackson,Ben,The Greatest Show On Earth,tickets
1122,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1122,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1122,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1123,1972,Michael Jackson,Ben,The Greatest Show On Earth,earth
1124,1972,Michael Jackson,Ben,The Greatest Show On Earth,fantasy
1124,1972,Michael Jackson,Ben,The Greatest Show On Earth,child
1124,1972,Michael Jackson,Ben,The Greatest Show On Earth,rainbow
1124,1972,Michael Jackson,Ben,The Greatest Show On Earth,colored
1124,1972,Michael Jackson,Ben,The Greatest Show On Earth,eyes
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,step
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,circus
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,time
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,moneys
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,worth
1125,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1126,1972,Michael Jackson,Ben,The Greatest Show On Earth,world
1127,1972,Michael Jackson,Ben,The Greatest Show On Earth,flying
1127,1972,Michael Jackson,Ben,The Greatest Show On Earth,trapeze
1128,1972,Michael Jackson,Ben,The Greatest Show On Earth,everyday
1128,1972,Michael Jackson,Ben,The Greatest Show On Earth,holiday
1129,1972,Michael Jackson,Ben,The Greatest Show On Earth,tickets
1130,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1130,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1130,1972,Michael Jackson,Ben,The Greatest Show On Earth,yea
1131,1972,Michael Jackson,Ben,The Greatest Show On Earth,earth
1132,1972,Michael Jackson,Ben,The Greatest Show On Earth,everyday
1132,1972,Michael Jackson,Ben,The Greatest Show On Earth,holiday
1133,1972,Michael Jackson,Ben,The Greatest Show On Earth,tickets
1134,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1134,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1134,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1135,1972,Michael Jackson,Ben,The Greatest Show On Earth,earth
1136,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1136,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1136,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1137,1972,Michael Jackson,Ben,The Greatest Show On Earth,earth
1137,1972,Michael Jackson,Ben,The Greatest Show On Earth,yea
1137,1972,Michael Jackson,Ben,The Greatest Show On Earth,yea
1138,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1138,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1138,1972,Michael Jackson,Ben,The Greatest Show On Earth,yea
1139,1972,Michael Jackson,Ben,The Greatest Show On Earth,earth
1140,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1140,1972,Michael Jackson,Ben,The Greatest Show On Earth,love
1140,1972,Michael Jackson,Ben,The Greatest Show On Earth,yea
1141,1972,Michael Jackson,Ben,People Make The World Go Round,people
1142,1972,Michael Jackson,Ben,People Make The World Go Round,round
1142,1972,Michael Jackson,Ben,People Make The World Go Round,round
1143,1972,Michael Jackson,Ben,People Make The World Go Round,people
1143,1972,Michael Jackson,Ben,People Make The World Go Round,world
1143,1972,Michael Jackson,Ben,People Make The World Go Round,round
1144,1972,Michael Jackson,Ben,People Make The World Go Round,round
1144,1972,Michael Jackson,Ben,People Make The World Go Round,round
1145,1972,Michael Jackson,Ben,People Make The World Go Round,teachers
1145,1972,Michael Jackson,Ben,People Make The World Go Round,strike
1145,1972,Michael Jackson,Ben,People Make The World Go Round,school
1146,1972,Michael Jackson,Ben,People Make The World Go Round,money
1146,1972,Michael Jackson,Ben,People Make The World Go Round,board
1146,1972,Michael Jackson,Ben,People Make The World Go Round,pay
1147,1972,Michael Jackson,Ben,People Make The World Go Round,people
1148,1972,Michael Jackson,Ben,People Make The World Go Round,everybody's
1148,1972,Michael Jackson,Ben,People Make The World Go Round,talkin
1148,1972,Michael Jackson,Ben,People Make The World Go Round,bout
1148,1972,Michael Jackson,Ben,People Make The World Go Round,ecology
1149,1972,Michael Jackson,Ben,People Make The World Go Round,air's
1149,1972,Michael Jackson,Ben,People Make The World Go Round,polluted
1149,1972,Michael Jackson,Ben,People Make The World Go Round,hard
1149,1972,Michael Jackson,Ben,People Make The World Go Round,breathe
1150,1972,Michael Jackson,Ben,People Make The World Go Round,people
1151,1972,Michael Jackson,Ben,People Make The World Go Round,refrain
1152,1972,Michael Jackson,Ben,People Make The World Go Round,makes
1152,1972,Michael Jackson,Ben,People Make The World Go Round,world
1152,1972,Michael Jackson,Ben,People Make The World Go Round,round
1153,1972,Michael Jackson,Ben,People Make The World Go Round,ups
1153,1972,Michael Jackson,Ben,People Make The World Go Round,carousel
1154,1972,Michael Jackson,Ben,People Make The World Go Round,changing
1154,1972,Michael Jackson,Ben,People Make The World Go Round,people's
1154,1972,Michael Jackson,Ben,People Make The World Go Round,heads
1155,1972,Michael Jackson,Ben,People Make The World Go Round,underground
1156,1972,Michael Jackson,Ben,People Make The World Go Round,people
1156,1972,Michael Jackson,Ben,People Make The World Go Round,world
1156,1972,Michael Jackson,Ben,People Make The World Go Round,round
1157,1972,Michael Jackson,Ben,People Make The World Go Round,folks
1157,1972,Michael Jackson,Ben,People Make The World Go Round,judge
1157,1972,Michael Jackson,Ben,People Make The World Go Round,clothes
1157,1972,Michael Jackson,Ben,People Make The World Go Round,wear
1158,1972,Michael Jackson,Ben,People Make The World Go Round,swear
1158,1972,Michael Jackson,Ben,People Make The World Go Round,hippy
1158,1972,Michael Jackson,Ben,People Make The World Go Round,hair
1159,1972,Michael Jackson,Ben,People Make The World Go Round,politicians
1159,1972,Michael Jackson,Ben,People Make The World Go Round,fight
1159,1972,Michael Jackson,Ben,People Make The World Go Round,poverty
1160,1972,Michael Jackson,Ben,People Make The World Go Round,people
1160,1972,Michael Jackson,Ben,People Make The World Go Round,cry
1160,1972,Michael Jackson,Ben,People Make The World Go Round,equality
1161,1972,Michael Jackson,Ben,People Make The World Go Round,refrain
1162,1972,Michael Jackson,Ben,People Make The World Go Round,makes
1162,1972,Michael Jackson,Ben,People Make The World Go Round,world
1162,1972,Michael Jackson,Ben,People Make The World Go Round,round
1163,1972,Michael Jackson,Ben,People Make The World Go Round,ups
1163,1972,Michael Jackson,Ben,People Make The World Go Round,carousel
1164,1972,Michael Jackson,Ben,People Make The World Go Round,changing
1164,1972,Michael Jackson,Ben,People Make The World Go Round,people's
1164,1972,Michael Jackson,Ben,People Make The World Go Round,heads
1165,1972,Michael Jackson,Ben,People Make The World Go Round,underground
1166,1972,Michael Jackson,Ben,People Make The World Go Round,people
1166,1972,Michael Jackson,Ben,People Make The World Go Round,world
1166,1972,Michael Jackson,Ben,People Make The World Go Round,round
1167,1972,Michael Jackson,Ben,People Make The World Go Round,instrumental
1168,1972,Michael Jackson,Ben,People Make The World Go Round,refrain
1169,1972,Michael Jackson,Ben,People Make The World Go Round,makes
1169,1972,Michael Jackson,Ben,People Make The World Go Round,world
1169,1972,Michael Jackson,Ben,People Make The World Go Round,round
1170,1972,Michael Jackson,Ben,People Make The World Go Round,ups
1170,1972,Michael Jackson,Ben,People Make The World Go Round,carousel
1171,1972,Michael Jackson,Ben,People Make The World Go Round,changing
1171,1972,Michael Jackson,Ben,People Make The World Go Round,people's
1171,1972,Michael Jackson,Ben,People Make The World Go Round,heads
1172,1972,Michael Jackson,Ben,People Make The World Go Round,underground
1173,1972,Michael Jackson,Ben,People Make The World Go Round,people
1173,1972,Michael Jackson,Ben,People Make The World Go Round,world
1173,1972,Michael Jackson,Ben,People Make The World Go Round,round
1174,1972,Michael Jackson,Ben,We've Got A Good Thing Going,bad
1174,1972,Michael Jackson,Ben,We've Got A Good Thing Going,news
1174,1972,Michael Jackson,Ben,We've Got A Good Thing Going,bad
1174,1972,Michael Jackson,Ben,We've Got A Good Thing Going,news
1175,1972,Michael Jackson,Ben,We've Got A Good Thing Going,heard
1175,1972,Michael Jackson,Ben,We've Got A Good Thing Going,packing
1175,1972,Michael Jackson,Ben,We've Got A Good Thing Going,leave
1176,1972,Michael Jackson,Ben,We've Got A Good Thing Going,running
1179,1972,Michael Jackson,Ben,We've Got A Good Thing Going,refrain
1180,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1180,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1181,1972,Michael Jackson,Ben,We've Got A Good Thing Going,mind
1182,1972,Michael Jackson,Ben,We've Got A Good Thing Going,kicking
1183,1972,Michael Jackson,Ben,We've Got A Good Thing Going,goin
1183,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1184,1972,Michael Jackson,Ben,We've Got A Good Thing Going,groovy
1185,1972,Michael Jackson,Ben,We've Got A Good Thing Going,wrong
1186,1972,Michael Jackson,Ben,We've Got A Good Thing Going,hit
1188,1972,Michael Jackson,Ben,We've Got A Good Thing Going,ran
1189,1972,Michael Jackson,Ben,We've Got A Good Thing Going,ran
1190,1972,Michael Jackson,Ben,We've Got A Good Thing Going,refrain
1191,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1191,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1192,1972,Michael Jackson,Ben,We've Got A Good Thing Going,mind
1193,1972,Michael Jackson,Ben,We've Got A Good Thing Going,kicking
1194,1972,Michael Jackson,Ben,We've Got A Good Thing Going,goin
1194,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1195,1972,Michael Jackson,Ben,We've Got A Good Thing Going,groovy
1197,1972,Michael Jackson,Ben,We've Got A Good Thing Going,fixing
1201,1972,Michael Jackson,Ben,We've Got A Good Thing Going,refrain
1202,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1202,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1203,1972,Michael Jackson,Ben,We've Got A Good Thing Going,mind
1204,1972,Michael Jackson,Ben,We've Got A Good Thing Going,kicking
1205,1972,Michael Jackson,Ben,We've Got A Good Thing Going,goin
1205,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1206,1972,Michael Jackson,Ben,We've Got A Good Thing Going,groovy
1207,1972,Michael Jackson,Ben,We've Got A Good Thing Going,goin
1207,1972,Michael Jackson,Ben,We've Got A Good Thing Going,baby
1208,1972,Michael Jackson,Ben,We've Got A Good Thing Going,groovy
1209,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,everybody's
1209,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,somebody's
1209,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,fool
1210,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,world
1210,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,biggest
1210,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,school
1211,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,live
1211,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,learn
1211,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,torch
1211,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,burn
1212,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,everybody's
1212,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,somebody's
1212,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,fool
1213,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,life
1213,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,fools
1214,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,prentending
1214,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,giving
1214,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,love
1215,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,remember
1215,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,sister
1215,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,brother
1216,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,answer
1217,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,beautiful
1217,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,watch
1217,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,love
1217,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,begin
1218,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,sad
1219,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,life
1219,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,remember
1219,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,rule
1220,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,everybody's
1220,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,somebody's
1220,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,fool
1221,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,beautiful
1221,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,watch
1221,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,love
1221,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,begin
1222,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,sad
1223,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,life
1223,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,remember
1223,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,rule
1224,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,everybody's
1224,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,somebody's
1224,1972,Michael Jackson,Ben,Everybody's Somebody's Fool,fool
1225,1972,Michael Jackson,Ben,My Girl,sunshine
1226,1972,Michael Jackson,Ben,My Girl,cloudy
1226,1972,Michael Jackson,Ben,My Girl,day
1227,1972,Michael Jackson,Ben,My Girl,cold
1228,1972,Michael Jackson,Ben,My Girl,month
1229,1972,Michael Jackson,Ben,My Girl,guess
1230,1972,Michael Jackson,Ben,My Girl,feel
1231,1972,Michael Jackson,Ben,My Girl,girl
1232,1972,Michael Jackson,Ben,My Girl,girl
1232,1972,Michael Jackson,Ben,My Girl,girl
1233,1972,Michael Jackson,Ben,My Girl,talkin
1233,1972,Michael Jackson,Ben,My Girl,bout
1233,1972,Michael Jackson,Ben,My Girl,girl
1234,1972,Michael Jackson,Ben,My Girl,girl
1235,1972,Michael Jackson,Ben,My Girl,honey
1236,1972,Michael Jackson,Ben,My Girl,bees
1236,1972,Michael Jackson,Ben,My Girl,envy
1237,1972,Michael Jackson,Ben,My Girl,sweeter
1237,1972,Michael Jackson,Ben,My Girl,song
1238,1972,Michael Jackson,Ben,My Girl,birds
1238,1972,Michael Jackson,Ben,My Girl,trees
1239,1972,Michael Jackson,Ben,My Girl,guess
1240,1972,Michael Jackson,Ben,My Girl,feel
1241,1972,Michael Jackson,Ben,My Girl,girl
1242,1972,Michael Jackson,Ben,My Girl,girl
1242,1972,Michael Jackson,Ben,My Girl,girl
1243,1972,Michael Jackson,Ben,My Girl,talkin
1243,1972,Michael Jackson,Ben,My Girl,bout
1243,1972,Michael Jackson,Ben,My Girl,girl
1244,1972,Michael Jackson,Ben,My Girl,girl
1245,1972,Michael Jackson,Ben,My Girl,hey
1245,1972,Michael Jackson,Ben,My Girl,hey
