Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,513.049988,518.424988,506.500000,516.625000,483.661530,1922098
2015-04-06,517.500000,518.424988,509.899994,515.974976,483.052948,3575586
2015-04-07,516.625000,519.099976,511.825012,516.375000,483.427490,3098536
2015-04-08,520.025024,521.224976,515.025024,517.775024,484.738159,2053072
2015-04-09,519.125000,529.500000,515.000000,528.049988,494.357574,3501392
2015-04-10,526.500000,526.500000,517.424988,521.325012,488.061646,3059662
2015-04-13,520.000000,523.150024,517.400024,519.400024,486.259521,2281618
2015-04-15,520.000000,524.349976,512.599976,515.825012,482.912537,2446998
2015-04-16,514.000000,516.775024,509.000000,514.825012,481.976379,2805060
2015-04-17,512.549988,513.924988,508.024994,509.125000,476.640106,2024506
2015-04-20,510.000000,512.500000,501.299988,502.549988,470.484589,2594440
2015-04-21,502.500000,507.200012,497.799988,501.500000,469.501526,3255372
2015-04-22,503.250000,510.500000,496.750000,506.549988,474.229370,3382968
2015-04-23,510.024994,512.099976,503.049988,506.750000,474.416626,4813914
2015-04-24,509.450012,509.500000,500.174988,503.225006,471.116547,3602622
2015-04-27,503.475006,506.250000,498.000000,502.725006,470.648438,3685352
2015-04-28,499.774994,505.725006,495.049988,502.274994,470.227142,3971054
2015-04-29,502.000000,504.750000,494.000000,496.575012,464.890839,3931782
2015-04-30,495.500000,497.500000,489.524994,494.399994,462.854584,7571842
2015-05-04,497.024994,504.750000,496.000000,500.475006,468.541992,1570724
2015-05-05,499.524994,501.950012,492.924988,493.825012,462.316254,2569002
2015-05-06,493.750000,493.750000,482.750000,485.299988,454.335205,5503848
2015-05-07,484.000000,485.000000,472.100006,475.649994,445.300934,5868332
2015-05-08,480.750000,493.899994,477.700012,491.000000,459.671509,5785966
2015-05-11,493.024994,496.375000,487.024994,495.149994,463.556732,3365672
2015-05-12,495.000000,495.000000,483.500000,485.975006,454.967163,5553784
2015-05-13,487.924988,496.700012,485.799988,495.125000,463.533356,3895924
2015-05-14,494.500000,497.424988,487.000000,495.524994,463.907776,2227594
2015-05-15,497.450012,498.774994,492.100006,495.049988,463.463104,4076812
2015-05-18,498.000000,506.000000,496.000000,504.924988,472.708069,2856652
2015-05-19,503.174988,509.000000,499.049988,503.774994,471.631439,2393174
2015-05-20,504.825012,513.400024,504.774994,512.025024,479.355042,2004420
2015-05-21,512.000000,515.000000,507.549988,512.349976,479.659271,1967190
2015-05-22,512.349976,514.500000,509.174988,512.150024,479.472076,2344768
2015-05-25,514.200012,515.500000,508.799988,511.774994,479.121002,2184530
2015-05-26,512.224976,515.099976,509.024994,513.700012,480.923157,2453172
2015-05-27,511.899994,520.000000,510.700012,519.075012,485.955170,1609296
2015-05-28,519.525024,521.849976,511.100006,514.700012,481.859375,4780580
2015-05-29,514.974976,527.000000,513.575012,525.275024,491.759644,2529340
2015-06-01,524.474976,528.000000,515.500000,518.099976,485.042358,1920660
2015-06-02,519.200012,520.150024,502.450012,504.399994,472.216522,2363004
2015-06-03,504.500000,508.500000,499.000000,502.774994,470.695251,2912416
2015-06-04,504.424988,508.924988,497.500000,507.475006,475.095367,2778794
2015-06-05,505.125000,509.250000,501.250000,505.875000,473.597473,3376930
2015-06-08,502.125000,506.125000,497.774994,501.725006,469.712250,1905998
2015-06-09,502.500000,503.000000,498.549988,500.924988,468.963287,3020130
2015-06-10,499.000000,509.500000,498.500000,507.799988,475.399597,3993124
2015-06-11,508.799988,509.274994,497.350006,500.100006,468.190948,4547088
2015-06-12,500.500000,505.424988,495.075012,504.575012,472.380341,3264172
2015-06-15,501.000000,506.875000,500.000000,502.600006,470.531403,2999914
2015-06-16,500.000000,505.225006,498.524994,504.200012,472.029327,3005262
2015-06-17,504.500000,506.750000,499.750000,502.350006,470.297333,4843134
2015-06-18,502.950012,511.899994,501.125000,509.799988,477.271973,4215858
2015-06-19,512.400024,517.474976,506.575012,515.250000,482.374237,1871162
2015-06-22,516.049988,528.450012,514.250000,523.575012,490.168060,2724826
2015-06-23,526.000000,530.599976,521.250000,526.049988,492.485138,2827590
2015-06-24,527.000000,528.900024,521.349976,522.900024,489.536194,3133698
2015-06-25,524.125000,535.424988,521.325012,532.500000,498.523590,8286784
2015-06-26,533.500000,535.474976,525.750000,531.424988,497.517181,2823752
2015-06-29,522.450012,530.875000,515.250000,528.325012,494.615021,3243918
2015-06-30,526.125000,536.000000,524.000000,533.575012,499.530090,3645068
2015-07-01,530.674988,538.500000,530.025024,536.174988,501.964142,2485594
2015-07-02,532.500000,533.849976,527.825012,529.099976,502.843140,2241722
2015-07-03,527.025024,538.075012,527.025024,537.125000,510.470001,2019644
2015-07-06,532.025024,542.500000,530.125000,541.750000,514.865479,1633890
2015-07-07,539.250000,545.750000,539.250000,543.424988,516.457275,2070736
2015-07-08,539.549988,540.299988,533.000000,534.424988,507.903961,2700338
2015-07-09,531.349976,538.450012,530.049988,537.025024,510.374908,1398982
2015-07-10,534.900024,547.500000,534.250000,545.375000,518.310547,2450044
2015-07-13,542.500000,552.950012,542.500000,548.075012,520.876587,3538042
2015-07-14,547.750000,550.950012,543.000000,545.924988,518.833252,2837058
2015-07-15,546.500000,550.724976,545.400024,548.349976,521.137817,1924702
2015-07-16,549.400024,559.500000,549.049988,557.349976,529.691223,3655212
2015-07-17,559.700012,560.875000,552.799988,555.275024,527.719299,1755494
2015-07-20,557.974976,559.500000,553.500000,557.625000,529.952698,2275634
2015-07-21,558.275024,564.000000,546.549988,549.025024,521.779480,5514068
2015-07-22,548.200012,558.525024,544.325012,557.200012,529.548828,3643200
2015-07-23,556.450012,558.349976,550.049988,553.950012,526.460022,2541586
2015-07-24,551.575012,557.500000,550.250000,553.924988,526.436218,2380504
2015-07-27,551.950012,552.250000,535.000000,547.924988,520.733948,1664286
2015-07-28,547.000000,556.950012,546.224976,554.250000,526.745117,3172836
2015-07-29,552.549988,558.950012,552.525024,554.174988,526.673828,1971516
2015-07-30,553.500000,558.500000,550.549988,555.275024,527.719299,4731094
2015-07-31,557.799988,560.500000,551.500000,555.825012,528.241943,2824750
2015-08-03,556.375000,558.750000,546.724976,547.700012,520.520203,2172864
2015-08-04,549.049988,551.000000,540.974976,543.224976,516.267212,2695464
2015-08-05,546.075012,548.849976,542.599976,546.099976,518.999512,2061390
2015-08-06,545.950012,550.674988,542.724976,547.974976,520.781494,1871856
2015-08-07,546.974976,548.750000,544.299988,546.325012,519.213440,1613570
2015-08-10,547.500000,552.974976,544.000000,547.325012,520.163757,1977188
2015-08-11,547.525024,549.424988,542.125000,547.349976,520.187561,1363844
2015-08-12,544.200012,547.450012,533.849976,535.224976,508.664215,3002870
2015-08-13,538.500000,541.349976,533.299988,538.775024,512.038025,1732526
2015-08-14,541.549988,551.825012,539.950012,550.900024,523.561462,1800830
2015-08-17,549.525024,550.900024,537.900024,545.750000,518.666931,1250106
2015-08-18,545.799988,548.049988,539.224976,543.174988,516.219727,928658
2015-08-19,542.424988,543.500000,537.500000,540.924988,514.081360,1502288
2015-08-20,534.000000,542.375000,534.000000,537.349976,510.683807,1522426
2015-08-21,532.000000,536.474976,525.500000,530.650024,504.316284,3879486
2015-08-24,522.349976,522.349976,505.625000,509.524994,484.239624,7343164
2015-08-25,512.349976,516.150024,502.850006,509.225006,483.954498,6173960
2015-08-26,508.700012,514.500000,504.500000,506.750000,481.602356,2786500
2015-08-27,512.500000,517.224976,504.549988,511.049988,485.688934,6936716
2015-08-28,515.525024,521.375000,509.700012,513.974976,488.468781,2776568
2015-08-31,510.549988,516.450012,507.774994,513.724976,488.231171,1720730
2015-09-01,510.649994,510.649994,496.500000,500.049988,475.234802,5234572
2015-09-02,502.549988,506.975006,492.500000,497.575012,472.882690,4340844
2015-09-03,501.149994,507.500000,499.500000,505.149994,480.081757,3253684
2015-09-04,501.100006,503.000000,490.000000,498.024994,473.310364,5702296
2015-09-07,500.500000,504.899994,490.000000,492.225006,467.798187,2690870
2015-09-08,493.350006,505.000000,488.500000,502.024994,477.111816,3722244
2015-09-09,507.250000,512.500000,502.500000,508.149994,482.932831,3276560
2015-09-10,501.500000,508.475006,498.149994,505.500000,480.414398,2231870
2015-09-11,507.250000,510.000000,503.399994,505.250000,480.176788,2150880
2015-09-14,504.424988,511.149994,501.750000,509.850006,484.548492,2530172
2015-09-15,508.975006,509.825012,504.049988,506.575012,481.436035,2166364
2015-09-16,509.450012,514.049988,505.774994,511.674988,486.282898,2127026
2015-09-18,517.500000,531.000000,515.575012,524.875000,498.827881,3920584
2015-09-21,518.974976,527.500000,518.174988,526.474976,500.348480,2138344
2015-09-22,525.025024,530.000000,512.650024,515.325012,489.751831,3012606
2015-09-23,509.600006,526.724976,509.325012,524.599976,498.566467,2580576
2015-09-24,523.500000,527.000000,518.000000,525.700012,499.611938,4126418
2015-09-28,527.500000,530.000000,521.549988,523.200012,497.236023,2888554
2015-09-29,516.000000,536.950012,512.549988,532.400024,505.979431,5209420
2015-09-30,534.000000,536.500000,530.674988,534.400024,507.880219,4513898
2015-10-01,537.599976,538.450012,529.674988,533.825012,507.333740,2517394
2015-10-05,538.599976,552.400024,538.599976,549.174988,521.921936,4026686
2015-10-06,553.500000,553.950012,541.500000,542.974976,516.029663,2379482
2015-10-07,544.000000,549.174988,541.674988,543.875000,516.885010,2193134
2015-10-08,544.049988,545.349976,537.700012,541.549988,514.675354,1940954
