Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,594.000000,604.000000,589.075012,601.049988,556.854736,1379942
2015-04-06,597.900024,622.500000,595.400024,621.325012,575.638916,1813774
2015-04-07,621.950012,641.900024,615.775024,634.424988,587.775574,1322082
2015-04-08,637.500000,640.825012,628.549988,637.099976,590.253967,1054736
2015-04-09,637.500000,639.924988,630.500000,637.275024,590.416138,1213928
2015-04-10,637.000000,645.000000,633.025024,643.375000,596.067505,928554
2015-04-13,641.450012,641.450012,620.500000,623.900024,578.024475,1573142
2015-04-15,622.049988,623.000000,601.924988,604.450012,560.004761,3648224
2015-04-16,605.025024,617.500000,600.625000,614.250000,569.084045,2282350
2015-04-17,616.000000,619.000000,607.075012,612.250000,567.231140,914614
2015-04-20,609.000000,612.250000,591.299988,593.849976,550.184143,3364204
2015-04-21,595.000000,604.875000,587.500000,595.224976,551.458008,1125000
2015-04-22,597.500000,610.500000,588.224976,606.474976,561.880737,1662436
2015-04-23,610.500000,610.500000,591.500000,599.424988,555.349243,1658818
2015-04-24,598.625000,602.500000,584.000000,586.049988,542.957642,4042390
2015-04-27,584.025024,591.125000,574.474976,582.974976,540.108765,2429722
2015-04-28,583.349976,596.000000,575.000000,591.099976,547.636292,1349770
2015-04-29,591.500000,592.349976,580.500000,586.325012,543.212463,1009096
2015-04-30,585.000000,586.974976,568.849976,572.500000,530.403992,3247284
2015-05-04,575.500000,604.474976,575.500000,601.250000,557.039978,1616036
2015-05-05,601.000000,601.000000,584.224976,589.625000,546.269836,1315182
2015-05-06,589.625000,593.000000,579.224976,581.575012,538.811768,2243846
2015-05-07,581.325012,589.000000,572.000000,585.375000,542.332336,1957782
2015-05-08,588.000000,604.299988,587.500000,590.174988,546.779419,954900
2015-05-11,591.500000,605.000000,591.500000,597.125000,553.218384,707060
2015-05-12,597.125000,597.125000,585.000000,588.549988,545.273865,1630000
2015-05-13,594.500000,613.625000,588.525024,603.450012,559.078125,2096774
2015-05-14,603.950012,615.700012,597.775024,613.575012,568.458740,2122604
2015-05-15,615.000000,628.099976,613.674988,624.525024,578.603638,1670000
2015-05-18,622.474976,634.250000,615.825012,631.825012,585.366760,942950
2015-05-19,631.825012,638.500000,622.325012,626.924988,580.827087,1390012
2015-05-20,626.924988,633.674988,618.000000,625.375000,579.391052,1165122
2015-05-21,627.500000,631.349976,620.775024,624.474976,578.557251,1292072
2015-05-22,627.500000,629.849976,621.924988,627.825012,581.660950,1502662
2015-05-25,627.825012,636.724976,624.349976,629.950012,583.629639,756930
2015-05-26,629.950012,636.450012,626.000000,631.525024,585.088928,705404
2015-05-27,628.000000,629.250000,606.974976,611.400024,566.443665,1997572
2015-05-28,611.974976,611.974976,592.025024,599.075012,555.024963,2378236
2015-05-29,597.500000,633.875000,584.825012,629.049988,582.795837,6907312
2015-06-01,629.049988,635.000000,620.000000,629.049988,582.795837,1242246
2015-06-02,629.450012,632.375000,609.450012,612.299988,567.277466,1425648
2015-06-03,613.125000,614.250000,600.049988,602.424988,558.128540,1276568
2015-06-04,603.500000,608.875000,590.025024,597.799988,553.843689,1169336
2015-06-05,598.125000,615.349976,595.049988,602.924988,558.591858,1311658
2015-06-08,604.000000,610.500000,594.325012,603.200012,558.846619,1142562
2015-06-09,603.049988,610.924988,598.750000,602.599976,558.290710,962068
2015-06-10,601.000000,615.000000,600.099976,610.250000,565.378235,936760
2015-06-11,613.000000,613.000000,592.500000,593.799988,550.137695,1028418
2015-06-12,595.000000,599.500000,588.000000,596.474976,552.616089,1206728
2015-06-15,597.500000,614.125000,595.500000,610.150024,565.285583,1435222
2015-06-16,617.474976,619.500000,608.924988,616.474976,571.145508,1340132
2015-06-17,617.750000,629.474976,611.750000,626.775024,580.688171,2391462
2015-06-18,627.575012,633.724976,622.525024,626.974976,580.873413,1893300
2015-06-19,627.000000,662.349976,626.799988,652.775024,604.776367,3766568
2015-06-22,655.000000,661.299988,649.000000,656.000000,607.764221,1686240
2015-06-23,656.500000,669.500000,653.500000,668.049988,618.928101,1157398
2015-06-24,669.974976,670.950012,646.700012,651.174988,603.294006,1481094
2015-06-25,640.375000,655.349976,638.750000,649.900024,602.112732,2473112
2015-06-26,650.049988,658.950012,646.500000,652.049988,604.104675,1320310
2015-06-29,645.000000,647.500000,638.250000,642.075012,594.863159,1287240
2015-06-30,644.075012,644.775024,632.575012,641.174988,594.029297,2502056
2015-07-01,640.000000,651.000000,636.525024,644.000000,596.646545,1826964
2015-07-02,646.000000,662.400024,644.625000,656.724976,608.435974,1513902
2015-07-03,660.000000,664.950012,654.000000,656.325012,608.065369,1733252
2015-07-06,649.500000,662.724976,647.500000,660.875000,612.280762,1210678
2015-07-07,659.000000,667.000000,655.500000,658.900024,610.450989,1246580
2015-07-08,656.000000,656.049988,637.250000,639.575012,592.546936,2030192
2015-07-09,645.825012,645.825012,630.500000,632.000000,585.528870,958292
2015-07-10,629.000000,635.924988,622.674988,624.775024,578.835205,3604156
2015-07-13,635.000000,636.000000,625.525024,633.799988,587.196533,1739946
2015-07-14,635.000000,637.000000,625.500000,634.974976,588.285156,913798
2015-07-15,636.000000,647.000000,635.025024,644.000000,596.646545,1395890
2015-07-16,639.000000,644.849976,633.625000,638.424988,602.712158,1644288
2015-07-17,641.950012,650.849976,636.000000,648.299988,612.034851,2085314
2015-07-20,652.500000,658.500000,646.450012,657.200012,620.436951,1363818
2015-07-21,658.450012,661.500000,644.400024,649.299988,612.978821,836144
2015-07-22,649.049988,675.000000,647.500000,671.125000,633.583008,1867150
2015-07-23,674.000000,684.000000,672.775024,679.450012,641.442322,2399756
2015-07-24,681.349976,681.349976,662.000000,664.849976,627.658936,719700
2015-07-27,659.500000,670.000000,655.549988,657.974976,621.168579,900076
2015-07-28,660.000000,669.750000,653.275024,657.000000,620.248169,1242534
2015-07-29,661.950012,663.500000,650.000000,657.775024,620.979858,1372156
2015-07-30,662.825012,671.750000,655.599976,658.875000,622.018188,1368146
2015-07-31,664.299988,691.000000,661.500000,681.799988,643.660889,2508732
2015-08-03,677.000000,677.000000,666.000000,668.950012,631.529724,831716
2015-08-04,670.650024,684.950012,668.424988,682.150024,643.991272,1124208
2015-08-05,683.000000,694.974976,674.825012,693.424988,654.635559,1282268
2015-08-06,693.250000,703.724976,686.849976,698.625000,659.544678,1255418
2015-08-07,697.500000,721.025024,692.500000,695.150024,656.264099,4958870
2015-08-10,690.000000,697.474976,676.000000,679.849976,641.819824,1431622
2015-08-11,681.450012,684.474976,667.500000,669.775024,632.308594,1486050
2015-08-12,669.500000,669.750000,647.500000,649.700012,613.356445,1515180
2015-08-13,651.549988,674.000000,650.500000,669.799988,632.332031,1535240
2015-08-14,674.000000,690.900024,672.500000,689.075012,650.528870,1466162
2015-08-17,689.950012,689.950012,672.599976,675.525024,637.736816,790168
2015-08-18,677.049988,685.875000,675.549988,682.474976,644.298035,844484
2015-08-19,683.500000,692.349976,674.349976,682.825012,644.628540,1065202
2015-08-20,685.000000,687.599976,663.825012,667.375000,630.042786,1406780
2015-08-21,661.500000,664.900024,644.000000,661.125000,624.142395,1548770
2015-08-24,642.450012,649.000000,612.500000,621.625000,586.851929,2079760
2015-08-25,625.000000,636.974976,613.000000,625.474976,590.486511,2133382
2015-08-26,627.575012,631.000000,602.549988,607.750000,573.753113,2001506
2015-08-27,623.349976,623.500000,607.500000,615.099976,580.691956,4865668
2015-08-28,618.299988,623.525024,609.500000,616.974976,582.462036,3995432
2015-08-31,615.500000,621.000000,605.849976,610.450012,576.302063,3746160
2015-09-01,603.750000,609.174988,584.500000,588.599976,555.674255,3174664
2015-09-02,592.500000,593.950012,562.750000,567.275024,535.542297,4493220
2015-09-03,571.974976,579.000000,546.075012,570.325012,538.421692,2712720
2015-09-04,569.000000,570.750000,550.500000,555.299988,524.237122,2989644
2015-09-07,555.500000,561.200012,546.375000,555.450012,524.378784,1389426
2015-09-08,555.500000,581.200012,551.500000,572.950012,540.899780,2745142
2015-09-09,582.549988,591.950012,575.599976,585.299988,552.558899,3132170
2015-09-10,583.000000,591.775024,574.049988,585.049988,552.322937,1425516
2015-09-11,591.450012,597.450012,580.025024,583.250000,550.623596,1622658
2015-09-14,585.299988,589.900024,576.525024,586.375000,553.573853,1439596
2015-09-15,583.049988,585.875000,572.549988,575.950012,543.731995,1468462
2015-09-16,579.500000,585.000000,575.525024,583.974976,551.307983,1953384
2015-09-18,587.525024,607.450012,584.875000,599.625000,566.082642,5269170
2015-09-21,591.000000,598.974976,588.525024,592.650024,559.497864,2274848
2015-09-22,598.500000,601.200012,589.375000,593.700012,560.489075,4025672
2015-09-23,587.500000,610.750000,586.525024,604.125000,570.330872,3068924
2015-09-24,602.500000,616.500000,598.750000,610.500000,576.349304,4290468
2015-09-28,612.474976,619.900024,606.424988,610.799988,576.632507,1689472
2015-09-29,603.000000,639.549988,600.799988,624.849976,589.896545,6506062
2015-09-30,625.549988,634.424988,622.799988,631.900024,596.552185,5297210
2015-10-01,638.500000,639.000000,621.575012,625.025024,590.061829,2110700
2015-10-05,627.750000,640.000000,627.750000,635.349976,599.809204,2226118
2015-10-06,638.500000,645.000000,629.625000,632.125000,596.764587,2787718
2015-10-07,630.525024,649.474976,630.000000,643.924988,607.904480,1427976
2015-10-08,647.224976,647.375000,633.599976,636.325012,600.729675,9205452
2015-10-09,640.000000,643.799988,633.224976,636.674988,601.060059,1427498
2015-10-12,635.075012,641.250000,630.000000,637.450012,601.791748,1496340
2015-10-13,636.049988,645.000000,635.000000,641.474976,605.591492,2852984
2015-10-14,641.474976,645.000000,636.500000,644.049988,608.022522,567184
2015-10-15,646.000000,650.700012,633.650024,637.424988,601.768188,2148492
2015-10-16,639.000000,647.474976,634.125000,644.424988,608.376526,1478824
2015-10-19,645.000000,649.950012,637.974976,640.625000,604.789124,1646242
2015-10-20,641.000000,642.000000,623.525024,625.325012,590.345032,3016880
2015-10-21,623.974976,631.900024,616.000000,628.325012,593.177185,1502156
2015-10-23,633.299988,639.974976,620.200012,623.325012,588.456848,1629182
2015-10-26,625.000000,629.950012,618.325012,622.650024,587.819641,1165248
2015-10-27,621.000000,630.174988,616.650024,625.025024,590.061829,1624822
2015-10-28,621.000000,626.599976,610.099976,613.450012,579.134338,3883340
2015-10-29,614.000000,618.500000,607.000000,613.900024,579.559082,2387748
2015-10-30,611.250000,613.424988,586.650024,591.799988,558.695313,1933272
2015-11-02,600.025024,618.250000,600.025024,604.424988,570.614075,2576854
2015-11-03,605.950012,617.750000,605.250000,616.474976,581.990051,1311030
2015-11-04,616.474976,629.750000,616.474976,627.150024,592.067871,908280
2015-11-05,625.500000,634.875000,622.799988,629.875000,594.640503,1734508
2015-11-06,627.500000,634.500000,606.500000,624.775024,589.825745,2328754
2015-11-09,610.500000,632.500000,607.275024,624.549988,589.613281,1149942
2015-11-10,623.549988,634.000000,617.750000,630.575012,595.301331,1205674
2015-11-13,622.700012,629.750000,621.349976,625.700012,590.699036,3279020
2015-11-16,625.000000,644.325012,619.099976,638.950012,603.207825,4053098
2015-11-17,639.500000,649.000000,634.750000,644.400024,608.352966,3017600
2015-11-18,642.500000,652.000000,637.150024,639.150024,603.396667,1383404
2015-11-19,642.549988,648.974976,637.575012,646.049988,609.910645,921622
2015-11-20,646.049988,662.500000,645.650024,657.625000,620.838135,3969672
2015-11-23,657.625000,667.150024,653.599976,661.750000,624.732422,1826316
2015-11-24,661.750000,662.974976,655.900024,659.775024,622.867920,2482202
2015-11-26,662.474976,676.974976,658.500000,673.125000,635.471069,1818860
2015-11-27,678.000000,686.000000,674.700012,675.599976,637.807556,3275350
2015-11-30,676.500000,684.900024,675.849976,682.750000,644.557739,4884086
2015-12-01,685.000000,690.750000,678.250000,684.450012,646.162598,2366346
2015-12-02,687.500000,688.474976,681.750000,685.224976,646.894226,2032040
2015-12-03,684.250000,684.375000,670.299988,672.849976,635.211426,1129668
2015-12-04,667.799988,671.599976,656.125000,657.650024,620.861755,1567306
2015-12-07,659.250000,665.700012,653.849976,661.849976,624.826782,1126844
2015-12-08,660.000000,666.424988,651.049988,657.125000,620.366150,1853618
2015-12-09,656.500000,664.400024,653.075012,656.049988,619.351318,2248652
2015-12-10,657.000000,659.875000,642.000000,645.349976,609.249817,1494658
2015-12-11,643.000000,647.950012,622.000000,630.950012,595.655273,1292080
2015-12-14,615.549988,648.150024,614.250000,642.400024,606.464844,2761612
2015-12-15,647.500000,652.224976,639.075012,644.525024,608.471008,1552806
2015-12-16,627.625000,627.625000,604.250000,609.025024,574.956848,6682490
2015-12-17,607.500000,627.150024,597.750000,623.775024,588.881653,4996832
2015-12-18,622.525024,629.224976,617.525024,621.650024,586.875671,2740974
2015-12-21,620.000000,642.000000,620.000000,639.424988,603.656250,1876456
2015-12-22,638.424988,638.424988,626.575012,628.275024,593.130005,1222278
2015-12-23,630.250000,635.099976,623.625000,625.924988,590.911377,1002636
2015-12-24,626.125000,635.500000,626.125000,628.875000,593.696411,693062
2015-12-28,630.000000,633.049988,622.500000,624.700012,589.755005,1232286
2015-12-29,625.000000,634.950012,625.000000,632.299988,596.929810,862010
2015-12-30,632.525024,637.450012,629.525024,631.500000,596.174561,940950
2015-12-31,629.500000,638.924988,627.650024,636.174988,600.588013,1163700
2016-01-01,635.974976,639.724976,630.000000,632.674988,597.283813,486818
2016-01-04,631.500000,631.500000,619.849976,621.250000,586.497864,727368
2016-01-05,623.000000,635.950012,619.849976,624.599976,589.660522,1466066
2016-01-06,620.049988,624.099976,610.000000,613.075012,578.780212,1178150
2016-01-07,609.500000,609.525024,587.500000,598.724976,565.232910,1954754
2016-01-08,599.500000,604.174988,595.849976,599.000000,565.492615,3530992
2016-01-11,594.000000,594.000000,577.049988,581.299988,548.782715,2263750
2016-01-12,582.000000,593.474976,578.025024,590.950012,557.892883,1162522
2016-01-13,593.549988,607.224976,588.450012,602.525024,568.820374,1652518
2016-01-14,596.549988,599.900024,576.299988,594.275024,561.031921,1620082
2016-01-15,599.000000,599.775024,585.000000,588.599976,555.674255,925828
2016-01-18,586.849976,593.549988,578.075012,582.825012,550.222351,1228894
2016-01-19,583.400024,583.400024,566.775024,576.250000,544.015198,2012000
2016-01-20,569.000000,580.299988,550.500000,575.375000,543.189087,2616840
2016-01-21,577.500000,581.700012,566.099976,569.349976,537.501160,1634526
2016-01-22,571.250000,602.500000,570.424988,599.450012,565.917419,1505188
2016-01-25,603.000000,609.025024,587.099976,589.150024,556.193604,1650040
2016-01-27,589.700012,598.900024,575.099976,588.349976,555.438293,2116716
2016-01-28,588.750000,606.674988,588.750000,602.075012,568.395630,1347616
2016-01-29,606.000000,620.000000,601.150024,616.625000,582.131653,2034158
2016-02-01,613.000000,619.200012,603.924988,613.174988,578.874634,1027972
2016-02-02,613.974976,620.650024,600.000000,603.325012,569.575684,1032894
2016-02-03,597.400024,614.000000,595.000000,601.500000,567.852722,1042488
2016-02-04,604.000000,610.950012,594.500000,602.250000,568.560791,887888
2016-02-05,602.000000,611.650024,597.325012,609.750000,575.641296,1290006
2016-02-08,614.000000,618.849976,596.950012,600.875000,567.262695,1042654
2016-02-09,595.500000,608.400024,589.000000,591.599976,558.506531,759394
2016-02-10,590.000000,600.974976,580.724976,591.150024,558.081665,1233280
